"Hashtag1";"Hashtag2";"Correlation"
"1erDecembre";"VIH";"0.5160755"
"20hMLP";"AuNomDuPeuple";"0.5359569"
"20hMLP";"LaRéunion";"0.5402278"
"20hMLP";"Mayotte";"0.6900812"
"20hMLP";"MLPOutremer";"0.6685023"
"AccordDeParis";"COP22";"0.5008406"
"AJ2017";"AJBordeaux";"0.5759562"
"AJ2017";"AJNancy";"0.5551701"
"AJ2017";"AJToulouse";"0.5188387"
"AJ2017";"AJZenith";"0.6888467"
"AJ2017";"JeVoteJuppé";"0.5590192"
"AJ2017";"JuppéGagnant";"0.6348472"
"AJ2017";"JuppéPrésidentCest";"0.6645224"
"AJ2017";"LE20H";"0.6446796"
"AJ2017";"VivementJuppe";"0.7440431"
"AJBordeaux";"AJZenith";"0.5104115"
"AJBordeaux";"VivementJuppe";"0.5572223"
"AJNancy";"AJToulouse";"0.5585441"
"AJNancy";"JeVoteJuppé";"0.5005993"
"AJNancy";"JuppéPrésidentCest";"0.5242844"
"AJNancy";"LE20H";"0.6677129"
"AJToulouse";"JuppéPrésidentCest";"0.6021736"
"AJToulouse";"LE20H";"0.5497745"
"AJToulouse";"VivementJuppe";"0.5097918"
"AJZenith";"JeVoteJuppé";"0.5003205"
"AJZenith";"VivementJuppe";"0.6617062"
"ANOC";"ANOCGA2016";"0.9114787"
"ANOC";"Paris2024";"0.7177066"
"ANOCGA2016";"Paris2024";"0.7506535"
"AuNomDuPeuple";"ConventionMLP";"0.6220864"
"AuNomDuPeuple";"HéninBeaumont";"0.6347141"
"AuNomDuPeuple";"LaRéunion";"0.6263409"
"AuNomDuPeuple";"LeVraiFillon";"0.6051737"
"AuNomDuPeuple";"Mayotte";"0.6932367"
"AuNomDuPeuple";"migrants";"0.5009609"
"AuNomDuPeuple";"MLPOutremer";"0.5343171"
"AvecNS";"NS2017";"0.5769334"
"AvecNS";"NS20H";"0.6867290"
"AvecNS";"NSBordeaux";"0.5365106"
"AvecNS";"NSNice";"0.6110902"
"AvecNS";"NSNimes";"0.6099657"
"AvecNS";"ToutPourLaFrance";"0.7921998"
"Bataclan";"Sting";"0.5854553"
"Caen";"Normandie";"0.5078279"
"climat";"COP22";"0.6042326"
"Clinton";"Trump";"0.7264705"
"ConseildeParis";"Paris";"0.5595602"
"ConventionBAP";"LaBAP";"0.5445303"
"ConventionBAP";"PrendsGarde";"0.5187985"
"ConventionMLP";"LeVraiFillon";"0.5382773"
"ConventionMLP";"Marine2017";"0.5550857"
"ConventionMLP";"Mayotte";"0.5807452"
"ConventionMLP";"MLPOutremer";"0.5723549"
"DelitDentraveIVG";"IVG";"0.6172868"
"DonaldTrump";"LaRéunion";"0.5136925"
"ElectionDay";"ElectionNight";"0.5400585"
"ElectionNight";"Trump";"0.5259427"
"Fillon";"Juppé";"0.6645132"
"Fillon";"Sarkozy";"0.6506369"
"Fillon";"Trump";"0.5894928"
"Fillon2017";"FillonGagnant";"0.5685893"
"Fillon2017";"JeVoteFillon";"0.5441769"
"FluctuatNecMergitur";"ParisSeSouvient";"0.8091259"
"FranceInsoumise";"JLM2017";"0.7977652"
"GrandParis";"SIMI2016";"0.5101339"
"HéninBeaumont";"LeVraiFillon";"0.5158560"
"Hollande";"PrimaireDroite";"0.5233420"
"Hollande";"Sarkozy";"0.5312149"
"Hollande";"Valls";"0.5341436"
"ISF";"JLM2017";"0.5476246"
"JeVoteJuppé";"JuppéPrésidentCest";"0.5954247"
"JLM2017";"Mélenchon";"0.5253122"
"JLM2017";"Obsinsoumis";"0.7045728"
"Juppé";"Sarkozy";"0.5283043"
"JuppéGagnant";"JuppéPrésidentCest";"0.6570335"
"JuppéGagnant";"LE20H";"0.6223331"
"JuppéPrésidentCest";"LE20H";"0.6780725"
"JuppéPrésidentCest";"VivementJuppe";"0.5456135"
"LaBAP";"UEngagement";"0.5062159"
"LaRéunion";"Mayotte";"0.6770759"
"LaRéunion";"MLPOutremer";"0.5567551"
"LaRéunion";"outremer";"0.5062750"
"LE20H";"VivementJuppe";"0.5307481"
"LeVraiFillon";"Mayotte";"0.5313887"
"MadeInFrance";"MIFexpo";"0.5112835"
"Mayotte";"MLPOutremer";"0.7371048"
"Mayotte";"outremer";"0.5315143"
"Mélenchon";"Obsinsoumis";"0.5286234"
"Meyzieu";"ToutPourLaFrance";"0.5963670"
"NS2017";"ToutPourLaFrance";"0.5741693"
"NS20H";"NSBordeaux";"0.5745793"
"NS20H";"NSNice";"0.5443974"
"NS20H";"ToutPourLaFrance";"0.6175672"
"NSBordeaux";"NSNice";"0.5227052"
"NSBordeaux";"NSRTL";"0.6934841"
"NSBordeaux";"ToutPourLaFrance";"0.6427652"
"NSNice";"NSNimes";"0.7030908"
"NSNice";"NSRTL";"0.5805210"
"NSNice";"ToutPourLaFrance";"0.6869903"
"NSNimes";"ToutPourLaFrance";"0.6331644"
"NSRTL";"ToutPourLaFrance";"0.5854161"
"PalaisDesCongrès";"Vérité";"0.6295340"
"PLF2017";"PLFSS2017";"0.5675160"
"PLF2017";"QAG";"0.5427819"
"PLF2017";"Sénat";"0.6012215"
"Primaire";"Primaire2016";"0.5427310"
"Sarkozy";"Trump";"0.5163547"
"sida";"VIH";"0.5431107"
"VendeeGlobe";"VG2016";"0.5189697"
