"Hashtag1";"Hashtag2";"Correlation"
"13Novembre2015";"FluctuatNecMergitur";"0.5263449"
"13Novembre2015";"ParisSeSouvient";"0.5396347"
"AccordDeParis";"climat";"0.5743597"
"AccordDeParis";"COP21";"0.5818421"
"AccordDeParis";"COP22";"0.5156871"
"AccordDeParis";"ParisAgreement";"0.5893497"
"AccordDeParis";"SmileForThePlanet";"0.7106482"
"AJ2017";"AJBordeaux";"0.5719470"
"AJ2017";"AJToulon";"0.5370055"
"AJ2017";"AJZenith";"0.6744669"
"AJ2017";"JuppéPrésidentCest";"0.6269792"
"AJ2017";"LE20H";"0.5658693"
"AJ2017";"TousJuppe";"0.7616354"
"AJ2017";"VivementJuppe";"0.6886642"
"AJBordeaux";"AJZenith";"0.5076825"
"AJBordeaux";"TousJuppe";"0.6392191"
"AJBordeaux";"VivementJuppe";"0.5414029"
"AJLille";"TousJuppe";"0.5308207"
"AJLille";"VivementJuppe";"0.5007741"
"AJToulon";"AJToulouse";"0.5023638"
"AJToulon";"TousJuppe";"0.6298905"
"AJToulouse";"JuppéPrésidentCest";"0.6263597"
"AJToulouse";"LE20H";"0.5389227"
"AJZenith";"TousJuppe";"0.5805001"
"AJZenith";"VivementJuppe";"0.5899810"
"ANOC";"ANOCGA2016";"0.8458440"
"ANOC";"Paris2024";"0.6587304"
"ANOCGA2016";"Paris2024";"0.7303231"
"AuNomDuPeuple";"ConventionMLP";"0.5900438"
"AuNomDuPeuple";"Marine2017";"0.5471917"
"AuNomDuPeuple";"MIFexpo";"0.6393541"
"AuNomDuPeuple";"migrants";"0.5812328"
"AvecBLM";"renouveau";"0.5827114"
"AvecNS";"NS2017";"0.5960475"
"AvecNS";"NS20H";"0.6824448"
"AvecNS";"NSNice";"0.5708355"
"AvecNS";"ToutPourLaFrance";"0.8316756"
"Bataclan";"Sting";"0.5391816"
"Bayrou";"Juppé";"0.5435720"
"Berges";"ConseildeParis";"0.5701937"
"Berges";"Paris";"0.5551293"
"CitiesForLife";"Paris";"0.5296707"
"climat";"COP22";"0.5320065"
"climat";"ParisAgreement";"0.5030850"
"Clinton";"ElectionNight";"0.5472386"
"Clinton";"Trump";"0.7298923"
"ConseildeParis";"Paris";"0.6204589"
"ConventionMLP";"MIFexpo";"0.5534425"
"COP21";"ParisAgreement";"0.5514537"
"COP21";"SmileForThePlanet";"0.5293881"
"COP22";"Marrakech";"0.6243845"
"directsénat";"Sénat";"0.5391804"
"droite";"gauche";"0.5704070"
"E1Matin";"E1Primaire";"0.5244692"
"E1Primaire";"Europe1";"0.5394472"
"E1Primaire";"JuppéPrésidentCest";"0.5197947"
"ElectionNight";"Trump";"0.5746897"
"Erdogan";"HDP";"0.5331988"
"Erdogan";"Turquie";"0.5598970"
"Fillon";"Juppé";"0.6416466"
"Fillon";"PrimaireDroite";"0.5000572"
"Fillon";"Sarkozy";"0.6609941"
"Fillon";"Trump";"0.5997210"
"Fillon2017";"FillonGagnant";"0.7574558"
"Fillon2017";"PalaisDesCongrès";"0.5074700"
"Fillon2017";"Vérité";"0.5324498"
"FillonLyon";"FillonPresident";"0.5081582"
"FluctuatNecMergitur";"Paris";"0.5535229"
"FluctuatNecMergitur";"ParisSeSouvient";"0.7707991"
"FranceInsoumise";"JLM2017";"0.7832981"
"HDP";"Turquie";"0.5342236"
"Hollande";"Sarkozy";"0.5293146"
"Hollande";"Valls";"0.5439258"
"innovation";"numérique";"0.5914684"
"itele";"JeSoutiensItele";"0.6855874"
"JeVoteJuppé";"JuppéPrésidentCest";"0.6005931"
"JeVoteJuppé";"TousJuppe";"0.5878679"
"Juppé";"Sarkozy";"0.5715781"
"JuppéPrésidentCest";"LE20H";"0.6359966"
"JuppéPrésidentCest";"TousJuppe";"0.5627844"
"JuppéPrésidentCest";"VivementJuppe";"0.5472065"
"LaBAP";"LeMans";"0.5030009"
"LaBAP";"UEngagement";"0.7197367"
"LaPrimaireLeDebat";"PrimaireLeDebat";"0.6364170"
"LE20H";"TousJuppe";"0.6195554"
"LE20H";"VivementJuppe";"0.5232902"
"LeMans";"UEngagement";"0.5630735"
"MadeInFrance";"Montebourg";"0.5506602"
"Meyzieu";"ToutPourLaFrance";"0.6546636"
"Morbihan";"Vannes";"0.5634076"
"Nîmes";"NSNimes";"0.6518988"
"NS2017";"ToutPourLaFrance";"0.6381709"
"NS20H";"NSBordeaux";"0.5486918"
"NS20H";"NSNice";"0.5435427"
"NS20H";"ToutPourLaFrance";"0.6204931"
"NSBordeaux";"NSNice";"0.5059144"
"NSBordeaux";"NSRTL";"0.6663261"
"NSBordeaux";"ToutPourLaFrance";"0.6040707"
"NSMarseille";"NSNice";"0.5643074"
"NSMarseille";"NSNimes";"0.5606380"
"NSMarseille";"ToutPourLaFrance";"0.5573765"
"NSNice";"NSNimes";"0.6785176"
"NSNice";"NSRTL";"0.5733143"
"NSNice";"ToutPourLaFrance";"0.6462297"
"NSNimes";"ToutPourLaFrance";"0.5786455"
"NSRTL";"ToutPourLaFrance";"0.5573740"
"PalaisDesCongrès";"Vérité";"0.7531749"
"Paris";"ParisSeSouvient";"0.5032355"
"ParisAgreement";"SmileForThePlanet";"0.6329270"
"Primaire";"Primaire2016";"0.5865756"
"Sarkozy";"Trump";"0.5334152"
"TousJuppe";"VivementJuppe";"0.6306604"
