"Hashtag1";"Hashtag2";"Correlation"
"19hRuthElkrief";"LeDirectFerrari";"0.6097209"
"Alep";"Aleppo";"0.5271745"
"Alep";"Syrie";"0.7000362"
"AnisAmri";"AuNomDuPeuple";"0.5556529"
"AnisAmri";"Schengen";"0.5735828"
"AuNomDuPeuple";"ConventionMLP";"0.6853475"
"AuNomDuPeuple";"FaitesLeBonChoix";"0.6096191"
"AuNomDuPeuple";"Fillon";"0.6746624"
"AuNomDuPeuple";"Guyane";"0.6146937"
"AuNomDuPeuple";"LeVraiFillon";"0.7692492"
"AuNomDuPeuple";"Marine2017";"0.7778457"
"AuNomDuPeuple";"MLPTF1";"0.6375089"
"AuNomDuPeuple";"Schengen";"0.5823555"
"AvecMV";"CeQuiNousRassemble";"0.6440594"
"AvecMV";"Valls2017";"0.8286246"
"BAP";"ConventionBAP";"0.5153280"
"benoithamon2017";"Hamon2017";"0.6966818"
"benoithamon2017";"Japy";"0.6750396"
"benoithamon2017";"LEmissionPolitique";"0.5470862"
"Brexit";"UE";"0.5229359"
"Castro";"Royal";"0.5970891"
"Cazeneuve";"Hollande";"0.5830835"
"Cazeneuve";"Valls";"0.5385517"
"CeQuiNousRassemble";"Valls2017";"0.7796517"
"circulationalternee";"PicDePollution";"0.5238565"
"circulationalternee";"pollution";"0.6331564"
"CNPS";"PrimairesCitoyennes";"0.5549457"
"ConseildeParis";"Paris";"0.5996890"
"ConventionBAP";"LaBAP";"0.5471501"
"ConventionBAP";"PrimairesCitoyennes";"0.5265844"
"ConventionMLP";"FaitesLeBonChoix";"0.5664428"
"ConventionMLP";"Fillon";"0.6959923"
"ConventionMLP";"Guyane";"0.7259286"
"ConventionMLP";"LeGrandJury";"0.5181818"
"ConventionMLP";"LeVraiFillon";"0.5941613"
"ConventionMLP";"Marine2017";"0.6132519"
"ConventionMLP";"MLPTF1";"0.6037783"
"ConventionMLP";"Schengen";"0.6046222"
"diesel";"Paris";"0.6685659"
"EnMarche";"revolutionenmarche";"0.5112060"
"FaitesLeBonChoix";"LeVraiFillon";"0.5290001"
"FaitesLeBonChoix";"Marine2017";"0.5551699"
"FaitesLeBonChoix";"MLPTF1";"0.5796228"
"FaitesLeBonChoix";"Schengen";"0.5292454"
"Fillon";"Guyane";"0.5643941"
"Fillon";"LeVraiFillon";"0.6428549"
"Fillon";"Marine2017";"0.5311627"
"Fillon";"MLPTF1";"0.5602865"
"Fillon";"Schengen";"0.5698050"
"Fillon";"Valls";"0.5360777"
"FranceInsoumise";"JLM2017";"0.8246424"
"FranceInter";"QuestionsPol";"0.6393598"
"Guyane";"LeGrandJury";"0.5698779"
"Guyane";"LeVraiFillon";"0.5807482"
"Guyane";"Marine2017";"0.5769616"
"Hamon2017";"Japy";"0.8650473"
"Hamon2017";"LEmissionPolitique";"0.5334310"
"Hamon2017";"RevenuUniversel";"0.6375550"
"Hollande";"Valls";"0.5362924"
"LaBAP";"PrimairesCitoyennes";"0.5132674"
"LeGrandJury";"MLPTF1";"0.5465810"
"LeVraiFillon";"Marine2017";"0.6029558"
"LeVraiFillon";"MLPTF1";"0.6071382"
"LeVraiFillon";"Schengen";"0.5888812"
"LoiTravail";"smic";"0.5124235"
"Macron";"Valls";"0.5423887"
"Marine2017";"Schengen";"0.5029424"
"MLPTF1";"Schengen";"0.5064301"
"Obama";"Poutine";"0.5671327"
"ouijevote";"PrimairesCitoyennes";"0.5263718"
"Paris";"StopPollution";"0.5347809"
"primaires";"PrimairesCitoyennes";"0.5219860"
"QAG";"Sénat";"0.5669247"
"RERB";"SNCF";"0.5659544"
"Uber";"VTC";"0.7967713"
