"Hashtag1";"Hashtag2";"Correlation"
"18mars";"18mars2017";"0.5141857"
"18mars2017";"6eRepublique";"0.7624175"
"18mars2017";"AvenirEnCommun";"0.7180325"
"18mars2017";"Bastille";"0.6557683"
"18mars2017";"FranceInsoumise";"0.6827314"
"18mars2017";"JaiBastille";"0.8181546"
"18mars2017";"JLM2017";"0.7701741"
"18mars2017";"JLMRennes";"0.5543924"
"18mars2017";"LuttesSociales";"0.5715825"
"18mars2017";"RMC";"0.5003305"
"6eRepublique";"AvenirEnCommun";"0.5216951"
"6eRepublique";"FranceInsoumise";"0.6972586"
"6eRepublique";"JaiBastille";"0.7192726"
"6eRepublique";"JLM2017";"0.6889291"
"ADMD";"Admd2017";"0.7620964"
"ADMD";"findevie";"0.6792000"
"Admd2017";"findevie";"0.6203893"
"agriculteurs";"Gers";"0.5259362"
"agriculteurs";"Tchad";"0.5066915"
"agriculture";"SIA2017";"0.5281247"
"Asselineau";"Frexit";"0.5900791"
"AuNomDuPeuple";"AvecMarine";"0.6948298"
"AuNomDuPeuple";"Aveyron";"0.5223819"
"AuNomDuPeuple";"DebatTF1";"0.6144443"
"AuNomDuPeuple";"ErnotteGate";"0.6252541"
"AuNomDuPeuple";"Gers";"0.6304112"
"AuNomDuPeuple";"LeVraiMacron";"0.7017824"
"AuNomDuPeuple";"LilleMLP";"0.6976173"
"AuNomDuPeuple";"Marine2017";"0.9237398"
"AuNomDuPeuple";"MetzMLP";"0.6147046"
"AuNomDuPeuple";"MontSaintMichel";"0.6445152"
"AuNomDuPeuple";"policiers";"0.5700022"
"AuNomDuPeuple";"RSI";"0.7050439"
"AuNomDuPeuple";"SaintRaphaël";"0.7825815"
"AuNomDuPeuple";"Tchad";"0.6198446"
"AvecHamon";"Bercy";"0.6203641"
"AvecMarine";"DebatTF1";"0.5116924"
"AvecMarine";"Marine2017";"0.7313173"
"AvecMarine";"RSI";"0.5330516"
"AvecMarine";"SaintRaphaël";"0.6412236"
"AvenirEnCommun";"FranceInsoumise";"0.5841300"
"AvenirEnCommun";"JaiBastille";"0.5941262"
"AvenirEnCommun";"JLM2017";"0.5957152"
"Aveyron";"Gers";"0.5126879"
"Bastille";"JLM2017";"0.5067790"
"Bercy";"fairebattrelecoeurdelafrance";"0.6090667"
"Bercy";"FuturDesirable";"0.5363509"
"Bercy";"Hamon2017";"0.6640945"
"Bercy";"HamonBercy";"0.5910775"
"BHLeHavre";"Conf";"0.5275686"
"Brest";"Hamon2017";"0.5659146"
"Brest";"JeVotePour";"0.5510132"
"Bretagne";"Finistère";"0.5047818"
"Bretagne";"passezalouest";"0.6691443"
"Bretagne";"Zeus";"0.5461312"
