"Hashtag1";"Hashtag2";"Correlation"
"AgoraLive";"Blois";"0.5358095"
"AgoraLive";"Conf";"0.5080683"
"AgoraLive";"ConseilCitoyen";"0.5000830"
"AgoraLive";"Hamon2017";"0.5918609"
"agriculture";"SIA2017";"0.5169806"
"AssisesMLP";"AuNomDuPeuple";"0.6858322"
"AssisesMLP";"Beyrouth";"0.6018159"
"AssisesMLP";"ConférenceMLP";"0.6622875"
"AssisesMLP";"LEmissionPolitique";"0.5170344"
"AssisesMLP";"Marine2017";"0.7282713"
"AssisesMLP";"Menton";"0.5062718"
"AssisesMLP";"MLPTF1";"0.6104198"
"AssisesMLP";"MontSaintMichel";"0.6594060"
"AssisesMLP";"NantesMLP";"0.5845027"
"AssisesMLP";"Pierrelatte";"0.5350089"
"Aulnay";"Theo";"0.5587554"
"AuNomDuPeuple";"Beyrouth";"0.5626690"
"AuNomDuPeuple";"ConférenceMLP";"0.7250691"
"AuNomDuPeuple";"JeSoutiensLaPolice";"0.5700059"
"AuNomDuPeuple";"Jura";"0.5272994"
"AuNomDuPeuple";"LeVraiMacron";"0.5535459"
"AuNomDuPeuple";"Liban";"0.5275498"
"AuNomDuPeuple";"Marine2017";"0.8898972"
"AuNomDuPeuple";"Menton";"0.5175939"
"AuNomDuPeuple";"migrants";"0.5589549"
"AuNomDuPeuple";"MLPTF1";"0.7573928"
"AuNomDuPeuple";"MontSaintMichel";"0.6882079"
"AuNomDuPeuple";"NantesMLP";"0.5736451"
"AuNomDuPeuple";"Pierrelatte";"0.6421242"
"AuNomDuPeuple";"policiers";"0.5588046"
"AvenirEnCommun";"FranceInsoumise";"0.6077798"
"AvenirEnCommun";"JLM2017";"0.6865228"
"AvenirEnCommun";"JLMChiffrage";"0.5604151"
"AvenirEnCommun";"JLMHologramme";"0.6282426"
"Bayrou";"Fillon";"0.5243230"
"Bayrou";"Hollande";"0.5357684"
"Bayrou";"Juppé";"0.5024770"
"Bayrou";"Macron";"0.7567890"
"benoithamon2017";"Hamon2017";"0.6095231"
"benoithamon2017";"Mutualité";"0.5173349"
"Beyrouth";"Liban";"0.7291832"
"Beyrouth";"Marine2017";"0.5449961"
"Beyrouth";"NantesMLP";"0.5282498"
"biodiversité";"climat";"0.5137989"
"Bobigny";"policiers";"0.5089146"
"Bobigny";"Theo";"0.5585524"
"Brest";"Hamon2017";"0.5159506"
"CETA";"PlenPE";"0.5268095"
"CETA";"StopCETA";"0.7263544"
"Conf";"entrepreneuriat";"0.6761860"
"ConfAlimentation";"LaSouterraine";"0.5228209"
"ConférenceMLP";"Jura";"0.5660261"
"ConférenceMLP";"Marine2017";"0.7144034"
"ConférenceMLP";"Menton";"0.6485195"
"ConférenceMLP";"MLPTF1";"0.6820783"
"ConférenceMLP";"MontSaintMichel";"0.6855954"
"ConférenceMLP";"NantesMLP";"0.5267689"
"ConférenceMLP";"Pierrelatte";"0.6673144"
"ConseilCitoyen";"Hamon2017";"0.6225323"
"ConseilCitoyen";"rassemblement";"0.5367945"
"cotesdarmor";"servicespublics";"0.6458875"
"DelitDentraveIVG";"IVG";"0.5581713"
"EcologieFi";"FranceInsoumise";"0.5950885"
"EcologieFi";"JLM2017";"0.5634117"
"EcologieFi";"JLMChiffrage";"0.5296986"
"EcologieFi";"JLMHologramme";"0.5772747"
"EcologieFi";"JLMStrasbourg";"0.5341198"
"EELV";"Jadot";"0.5421682"
"égalité";"liberté";"0.5061579"
"EnMarche";"LaFranceEnMarche";"0.5968357"
"EnMarche";"Macron2017";"0.6218285"
"EnMarche";"MacronToulon";"0.5586295"
"EnMarche";"PandaLive";"0.5230060"
"EnMarche";"ProgrammeEM";"0.5805237"
"entrepreneuriat";"Portugal";"0.5116009"
"fairebattrelecoeurdelafrance";"Hamon2017";"0.5141754"
"Fillon";"Hamon";"0.5054703"
"Fillon";"Juppé";"0.5013325"
"Fillon";"LePen";"0.5021492"
"Fillon";"Macron";"0.5656015"
"Fillon";"PenelopeGate";"0.5336833"
"Fillon2017";"ProjetFillon";"0.6318560"
"FillonCompiègne";"ProjetFillon";"0.5438703"
"FillonNîmes";"FillonSociétéCivile";"0.7310078"
"FillonNîmes";"SoutienFillon";"0.5742343"
"FillonSociétéCivile";"SoutienFillon";"0.6059028"
"FranceInsoumise";"JLM2017";"0.6922915"
"FranceInsoumise";"JLMChiffrage";"0.5620692"
"FranceInsoumise";"JLMHologramme";"0.5752764"
"FuturDesirable";"gauche";"0.5105716"
"FuturDesirable";"Hamon2017";"0.5313342"
"Gueret";"LaSouterraine";"0.6033314"
"Hamon";"Jadot";"0.5082222"
"Hamon";"LePen";"0.6321077"
"Hamon";"Macron";"0.5885513"
"Hamon";"Mélenchon";"0.7295837"
"Hamon2017";"LE20H";"0.5136470"
"Hamon2017";"Mutualité";"0.6813491"
"Hamon2017";"Portugal";"0.5115258"
"Hamon2017";"rassemblement";"0.5860886"
"Hamon2017";"RevenuUniversel";"0.5935221"
"Hamon2017";"servicespublics";"0.5059928"
"Hamon2017";"transparence";"0.5015740"
"Hollande";"Macron";"0.6269322"
"JeSoutiensLaPolice";"Marine2017";"0.5053344"
"JLM2017";"JLMChiffrage";"0.5108475"
"JLM2017";"JLMHologramme";"0.6206081"
"JLM2017";"Obsinsoumis";"0.6519873"
"JLMChiffrage";"JLMHologramme";"0.6108036"
"JLMChiffrage";"JLMStrasbourg";"0.6364915"
"JLMHologramme";"JLMStrasbourg";"0.5937487"
"JLMHologramme";"Obsinsoumis";"0.5398653"
"Jura";"MLPTF1";"0.5153626"
"justicepourtheo";"ViolencesPolicieres";"0.5767331"
"LaFranceEnMarche";"Macron2017";"0.7068201"
"LaFranceEnMarche";"ProgrammeEM";"0.5446906"
"LaSouterraine";"Portugal";"0.5177561"
"LePen";"Macron";"0.5326302"
"LePen";"Mélenchon";"0.6332818"
"LeVraiMacron";"Marine2017";"0.6030515"
"LeVraiMacron";"MLPTF1";"0.5622860"
"Liban";"Marine2017";"0.5132540"
"Liban";"MLPTF1";"0.5277688"
"Macron";"Mélenchon";"0.5276839"
"MacronToulon";"ProgrammeEM";"0.5360650"
"Marine2017";"Menton";"0.5067212"
"Marine2017";"migrants";"0.5498031"
"Marine2017";"MLPTF1";"0.7077899"
"Marine2017";"MontSaintMichel";"0.6317659"
"Marine2017";"NantesMLP";"0.5475043"
"Marine2017";"Pierrelatte";"0.6213996"
"Marine2017";"policiers";"0.5054781"
"Menton";"MLPTF1";"0.5673567"
"Menton";"Pierrelatte";"0.5812358"
"migrants";"MLPTF1";"0.5411968"
"migrants";"Pierrelatte";"0.5294005"
"MLPTF1";"MontSaintMichel";"0.6471107"
"MLPTF1";"Pierrelatte";"0.7137444"
"MLPTF1";"policiers";"0.5266114"
"MontSaintMichel";"NantesMLP";"0.5278769"
"MontSaintMichel";"Pierrelatte";"0.5552339"
"Normandie";"Rouen";"0.5011526"
"Paris2024";"VenezPartager";"0.5809179"
"QAG";"Sénat";"0.5003630"
"SoutienFillon";"Trocadero";"0.6809981"
"Victoires2017";"VictoiresDeLaMusique";"0.5675075"
