"Hashtag1";"Hashtag2";"Correlation"
"6eRepublique";"AvenirEnCommun";"0.5323043"
"6eRepublique";"JLM2017";"0.5387374"
"AgoraLive";"Blois";"0.6141979"
"AgoraLive";"Hamon2017";"0.5043480"
"AssisesMLP";"AuNomDuPeuple";"0.7067701"
"AssisesMLP";"Beyrouth";"0.5415145"
"AssisesMLP";"ConférenceMLP";"0.6856868"
"AssisesMLP";"LeVraiFillon";"0.5390022"
"AssisesMLP";"LeVraiMacron";"0.5124866"
"AssisesMLP";"Marine2017";"0.7341314"
"AssisesMLP";"Menton";"0.5108638"
"AssisesMLP";"MLPTF1";"0.6267682"
"AssisesMLP";"MontSaintMichel";"0.6401029"
"AssisesMLP";"NantesMLP";"0.5256198"
"AssisesMLP";"Pierrelatte";"0.5458654"
"Aulnay";"Theo";"0.6253167"
"AuNomDuPeuple";"Beyrouth";"0.5351702"
"AuNomDuPeuple";"ConférenceMLP";"0.7306926"
"AuNomDuPeuple";"JeSoutiensLaPolice";"0.6595401"
"AuNomDuPeuple";"Jura";"0.5285423"
"AuNomDuPeuple";"LeVraiFillon";"0.5779072"
"AuNomDuPeuple";"LeVraiMacron";"0.5915774"
"AuNomDuPeuple";"Liban";"0.5105711"
"AuNomDuPeuple";"Marine2017";"0.8795359"
"AuNomDuPeuple";"Menton";"0.5749329"
"AuNomDuPeuple";"migrants";"0.5660691"
"AuNomDuPeuple";"MLPTF1";"0.7843234"
"AuNomDuPeuple";"MontSaintMichel";"0.6244427"
"AuNomDuPeuple";"NantesMLP";"0.5820998"
"AuNomDuPeuple";"Pierrelatte";"0.6564467"
"AuNomDuPeuple";"policiers";"0.5498902"
"AvenirEnCommun";"FranceInsoumise";"0.6476534"
"AvenirEnCommun";"JLM2017";"0.6818554"
"AvenirEnCommun";"JLMChiffrage";"0.5860041"
"AvenirEnCommun";"JLMHologramme";"0.6293034"
"Bayrou";"Fillon";"0.5411218"
"Bayrou";"Hollande";"0.5489341"
"Bayrou";"Macron";"0.7537635"
"benoithamon2017";"Hamon2017";"0.5940119"
"benoithamon2017";"Mutualité";"0.5294919"
"Beyrouth";"ConférenceMLP";"0.5486158"
"Beyrouth";"Liban";"0.6563622"
"Beyrouth";"Marine2017";"0.5151868"
"biodiversité";"climat";"0.5280588"
"Bobigny";"Theo";"0.5470432"
"Brest";"Hamon2017";"0.5182806"
"CETA";"PlenPE";"0.5632253"
"CETA";"StopCETA";"0.7265510"
"ConfAlimentation";"LaSouterraine";"0.5409340"
"ConférenceMLP";"Jura";"0.5177737"
"ConférenceMLP";"LeVraiFillon";"0.5805872"
"ConférenceMLP";"Marine2017";"0.7212473"
"ConférenceMLP";"Menton";"0.6399581"
"ConférenceMLP";"MLPTF1";"0.6282790"
"ConférenceMLP";"MontSaintMichel";"0.6648135"
"ConférenceMLP";"NantesMLP";"0.5313722"
"ConférenceMLP";"Pierrelatte";"0.5967826"
"ConseilCitoyen";"Hamon2017";"0.6507377"
"ConseilCitoyen";"rassemblement";"0.5514271"
"cotesdarmor";"servicespublics";"0.6939616"
"DelitDentraveIVG";"IVG";"0.5437512"
"EcologieFi";"FranceInsoumise";"0.6059262"
"EcologieFi";"JLM2017";"0.5629507"
"EcologieFi";"JLMChiffrage";"0.5236576"
"EcologieFi";"JLMHologramme";"0.5517235"
"EcologieFi";"JLMStrasbourg";"0.5304365"
"EELV";"Jadot";"0.5843124"
"emploi";"formation";"0.5032422"
"EnMarche";"LaFranceEnMarche";"0.5901622"
"EnMarche";"Macron2017";"0.6204533"
"EnMarche";"MacronLyon";"0.5147606"
"EnMarche";"MacronToulon";"0.5276670"
"EnMarche";"PandaLive";"0.5207015"
"EnMarche";"ProgrammeEM";"0.5005862"
"Fillon";"Hamon";"0.5256881"
"Fillon";"LePen";"0.5252783"
"Fillon";"Macron";"0.5825227"
"Fillon";"PenelopeGate";"0.5877729"
"Fillon2017";"ProjetFillon";"0.6467681"
"FillonCompiègne";"ProjetFillon";"0.5149325"
"FranceInsoumise";"JLM2017";"0.6910052"
"FranceInsoumise";"JLMChiffrage";"0.5855622"
"FranceInsoumise";"JLMHologramme";"0.5586228"
"FuturDesirable";"Hamon2017";"0.5233910"
"Gueret";"LaSouterraine";"0.5466594"
"Hamon";"Jadot";"0.5353212"
"Hamon";"LePen";"0.6328800"
"Hamon";"Macron";"0.5949289"
"Hamon";"Mélenchon";"0.7438231"
"Hamon";"PS";"0.5031191"
"Hamon2017";"LE20H";"0.5239263"
"Hamon2017";"Mutualité";"0.6897223"
"Hamon2017";"Portugal";"0.5282185"
"Hamon2017";"rassemblement";"0.6032632"
"Hamon2017";"RevenuUniversel";"0.5546649"
"Hamon2017";"servicespublics";"0.5116287"
"Hamon2017";"transparence";"0.5025085"
"Hollande";"Macron";"0.6171054"
"JeSoutiensLaPolice";"Marine2017";"0.5630324"
"JLM2017";"JLMChiffrage";"0.5123913"
"JLM2017";"JLMHologramme";"0.5962777"
"JLM2017";"Obsinsoumis";"0.6554060"
"JLMChiffrage";"JLMHologramme";"0.5841598"
"JLMChiffrage";"JLMStrasbourg";"0.6268570"
"JLMHologramme";"JLMStrasbourg";"0.5618049"
"JLMHologramme";"Obsinsoumis";"0.5346041"
"Jura";"MLPTF1";"0.5015543"
"LaFranceEnMarche";"Macron2017";"0.5321263"
"LaFranceEnMarche";"ProgrammeEM";"0.5339684"
"LaSouterraine";"Portugal";"0.5293994"
"LePen";"Macron";"0.5346450"
"LePen";"Mélenchon";"0.6382089"
"LeVraiFillon";"LeVraiMacron";"0.5033795"
"LeVraiFillon";"Marine2017";"0.5335390"
"LeVraiFillon";"MLPTF1";"0.6040941"
"LeVraiMacron";"Marine2017";"0.6343162"
"LeVraiMacron";"Menton";"0.5073469"
"LeVraiMacron";"MLPTF1";"0.6190094"
"LeVraiMacron";"Pierrelatte";"0.5078007"
"Liban";"MLPTF1";"0.5291777"
"Liban";"Pierrelatte";"0.5023897"
"Macron";"Mélenchon";"0.5436573"
"MadeForSharing";"Paris2024";"0.6535422"
"Marine2017";"Menton";"0.5346175"
"Marine2017";"migrants";"0.5917214"
"Marine2017";"MLPTF1";"0.7096205"
"Marine2017";"MontSaintMichel";"0.5666018"
"Marine2017";"NantesMLP";"0.5402811"
"Marine2017";"Pierrelatte";"0.6359865"
"Menton";"MLPTF1";"0.5905747"
"Menton";"Pierrelatte";"0.6057741"
"migrants";"MLPTF1";"0.5166462"
"migrants";"Pierrelatte";"0.5330011"
"MLPTF1";"MontSaintMichel";"0.6541401"
"MLPTF1";"Pierrelatte";"0.6896006"
"MLPTF1";"policiers";"0.5096896"
"MontSaintMichel";"Pierrelatte";"0.5121792"
"Paris2024";"Sharing";"0.5953895"
"Paris2024";"VenezPartager";"0.5629101"
"Victoires2017";"VictoiresDeLaMusique";"0.5991096"
