"Hashtag1";"Hashtag2";"Correlation"
"AnisAmri";"AuNomDuPeuple";"0.5787045"
"AnisAmri";"ConventionMLP";"0.6040653"
"AnisAmri";"LeVraiFillon";"0.5412761"
"AnisAmri";"Marine2017";"0.5531198"
"AnisAmri";"Schengen";"0.7430853"
"AuNomDuPeuple";"ConventionMLP";"0.7946674"
"AuNomDuPeuple";"FaitesLeBonChoix";"0.5987843"
"AuNomDuPeuple";"Les4Vérités";"0.5633369"
"AuNomDuPeuple";"LeVraiFillon";"0.7638342"
"AuNomDuPeuple";"Marine2017";"0.9229620"
"AuNomDuPeuple";"RSI";"0.6657227"
"AuNomDuPeuple";"Schengen";"0.5995932"
"AuNomDuPeuple";"Tromelin";"0.5882092"
"AvecMV";"Valls2017";"0.7891946"
"AvecPeillon";"newdeal";"0.6501515"
"AvecPeillon";"ONPC";"0.7229483"
"AvecPeillon";"peillon2017";"0.8464601"
"AvecPeillon";"PeillonLibé";"0.5323863"
"AvecPeillon";"projet";"0.5758579"
"benoithamon2017";"Hamon2017";"0.6118371"
"benoithamon2017";"INJ";"0.5687191"
"benoithamon2017";"QuestionsPol";"0.5137775"
"benoithamon2017";"RevenuUniversel";"0.5454201"
"Brest";"Bretagne";"0.5856138"
"Brexit";"Trump";"0.5252054"
"CES2017";"FrenchTech";"0.6269385"
"CES2017";"innovation";"0.5365509"
"CES2017";"LasVegas";"0.5427717"
"CES2017";"startup";"0.5240803"
"Clermont";"interactiv";"0.5918214"
"Clermont";"Valls2017";"0.5292902"
"ClermontFerrand";"ConfDePresse";"0.5823381"
"ClermontFerrand";"Hamon2017";"0.5011299"
"ClermontFerrand";"INJ";"0.5008606"
"ClermontFerrand";"QuestionsPol";"0.5813795"
"ClermontFerrand";"RevenuUniversel";"0.6554946"
"ConfDePresse";"INJ";"0.5118910"
"ConfDePresse";"QuestionsPol";"0.6983782"
"ConfDePresse";"RevenuUniversel";"0.6316049"
"Conferasmus";"Erasmus";"0.5908078"
"ConventionMLP";"FaitesLeBonChoix";"0.5741762"
"ConventionMLP";"Les4Vérités";"0.5460788"
"ConventionMLP";"LeVraiFillon";"0.7220530"
"ConventionMLP";"Marine2017";"0.7536489"
"ConventionMLP";"RSI";"0.5506510"
"ConventionMLP";"Schengen";"0.5910408"
"ConventionMLP";"Tromelin";"0.6237129"
"En2017";"Paris";"0.5682053"
"Europe";"newdeal";"0.5827553"
"Europe";"peillon2017";"0.5777573"
"FaitesLeBonChoix";"LeVraiFillon";"0.5598513"
"FaitesLeBonChoix";"Marine2017";"0.6242462"
"Fillon";"Macron";"0.5650143"
"FillonNice";"VoeuxFillon";"0.6039320"
"FrenchTech";"innovation";"0.6188129"
"FrenchTech";"LasVegas";"0.5273071"
"FrenchTech";"startup";"0.6024894"
"FrenchTech";"startups";"0.5919634"
"Hamon2017";"INJ";"0.7192042"
"Hamon2017";"RevenuUniversel";"0.7203750"
"Hamon2017";"RUE";"0.6335564"
"Hollande";"Valls";"0.5106735"
"INJ";"Montpellier";"0.5473187"
"INJ";"QuestionsPol";"0.5355643"
"INJ";"RevenuUniversel";"0.7200909"
"innovation";"startups";"0.5885617"
"interactiv";"Valls2017";"0.5290853"
"Jaures";"Montebourg";"0.5788557"
"Jaures";"Montebourg2017";"0.7078376"
"JLM2017";"Mélenchon";"0.5725723"
"LEmissionPolitique";"Valls2017";"0.5627411"
"Les4Vérités";"Marine2017";"0.5219643"
"LeVraiFillon";"Marine2017";"0.7748746"
"LeVraiFillon";"Tromelin";"0.5262407"
"Liévin";"Valls2017";"0.5271828"
"Macron";"Valls";"0.5147661"
"Marine2017";"RSI";"0.5910728"
"Marine2017";"Schengen";"0.6102586"
"Marine2017";"Tromelin";"0.5919842"
"Météo";"neige";"0.5223245"
"Montebourg";"Montebourg2017";"0.7066496"
"Montpellier";"RevenuUniversel";"0.6226894"
"neige";"verglas";"0.7062922"
"neige";"VigilanceOrange";"0.5822880"
"newdeal";"peillon2017";"0.6925587"
"Obama";"Poutine";"0.6289061"
"Obama";"Russie";"0.5841807"
"ONPC";"peillon2017";"0.7204632"
"peillon2017";"PeillonLibé";"0.5552968"
"peillon2017";"projet";"0.6913900"
"peillon2017";"SécuritéSociale";"0.5122233"
"Pinel";"Pinel2017";"0.6758034"
"Pinel";"PRG";"0.5276992"
"Pinel2017";"PRG";"0.7035619"
"Pinel2017";"SylviaPinel";"0.7199525"
"Poutine";"Russie";"0.6412716"
"Poutine";"Trump";"0.6083768"
"PRG";"SylviaPinel";"0.5381469"
"QuestionsPol";"RevenuUniversel";"0.7228366"
"Russie";"Syrie";"0.5248033"
"Russie";"USA";"0.5256621"
"Schengen";"Tromelin";"0.5192520"
"Uber";"VTC";"0.5680347"
"verglas";"VigilanceOrange";"0.6047195"
