"Hashtag1";"Hashtag2";"Correlation"
"6eRepublique";"AvenirEnCommun";"0.5446109"
"6eRepublique";"FranceInsoumise";"0.6708281"
"6eRepublique";"JLM2017";"0.5022056"
"8h30Aphatie";"franceinfo";"0.5585647"
"Alfortville";"JeVoteValls";"0.6980280"
"Alfortville";"Valls2017";"0.6135034"
"AssisesMLP";"AuNomDuPeuple";"0.7242174"
"AssisesMLP";"Koblenz";"0.5306960"
"AssisesMLP";"LeVraiFillon";"0.6211258"
"AssisesMLP";"Marine2017";"0.7182689"
"AssisesMLP";"MLPTF1";"0.6401309"
"AuNomDuPeuple";"JeChoisisMarine";"0.5418045"
"AuNomDuPeuple";"Koblenz";"0.5691121"
"AuNomDuPeuple";"LeVraiFillon";"0.7756158"
"AuNomDuPeuple";"Marine2017";"0.8996134"
"AuNomDuPeuple";"migrants";"0.5746985"
"AuNomDuPeuple";"MLPTF1";"0.7181893"
"AuNomDuPeuple";"QDI";"0.5135518"
"AvecMV";"AvecValls";"0.5691455"
"AvecMV";"Valls2017";"0.6541201"
"AvecPeillon";"Peillon";"0.5283648"
"AvecPeillon";"peillon2017";"0.9161910"
"AvecValls";"JeVoteValls";"0.5252678"
"AvecValls";"Valls2017";"0.6327948"
"AvecValls";"VallsParis";"0.5424129"
"AvenirEnCommun";"FranceInsoumise";"0.6466767"
"AvenirEnCommun";"JLM2017";"0.7358942"
"AvenirEnCommun";"JLMHologramme";"0.6316009"
"AvenirEnCommun";"LCI";"0.5517973"
"benoithamon2017";"Hamon2017";"0.5973448"
"Brexit";"Europe";"0.5265168"
"Budget2017";"DirectIDF";"0.6389758"
"BudgetIDF";"TransportsIDF";"0.5294492"
"Calais";"migrants";"0.5885227"
"Clermont";"Valls2017";"0.5379628"
"ClermontFerrand";"ConfDePresse";"0.5350595"
"ClermontFerrand";"INJ";"0.5284904"
"ClermontFerrand";"RevenuUniversel";"0.5844538"
"CNlesRépublicains";"Fillon2017";"0.5811117"
"CNlesRépublicains";"FillonLaVillette";"0.5719484"
"ConfDePresse";"RevenuUniversel";"0.5167758"
"ConseildeParis";"Paris";"0.5567602"
"E1Primaire";"E1Soir";"0.5538562"
"EnMarche";"Macron2017";"0.5745594"
"EnMarche";"MacronLyon";"0.5222938"
"Fillon";"Macron";"0.5895187"
"Fillon";"PenelopeGate";"0.6832942"
"Fillon2017";"FillonLaVillette";"0.6440096"
"FillonCharleville";"Séguin";"0.5134406"
"FillonGate";"PenelopeFillon";"0.5554639"
"FillonGate";"PenelopeGate";"0.5775872"
"FillonNice";"Séguin";"0.5473478"
"FillonNice";"VoeuxFillon";"0.5178007"
"Forbach";"Koblenz";"0.5412104"
"FranceInsoumise";"JLM2017";"0.6878833"
"FranceInsoumise";"JLMHologramme";"0.5753334"
"FranceInsoumise";"LCI";"0.5663327"
"FRANOR";"Handball2017";"0.5976166"
"Hamon";"Macron";"0.5922657"
"Hamon";"PrimaireGauche";"0.5076336"
"Hamon";"PrimairesGauche";"0.6075421"
"Hamon";"PS";"0.5380870"
"Hamon";"Valls";"0.6815859"
"Hamon2017";"INJ";"0.6365030"
"Hamon2017";"Mutualité";"0.5837525"
"Hamon2017";"RevenuUniversel";"0.6531476"
"Hamon2017";"RUE";"0.6031022"
"Handball2017";"PhenomenalHandball";"0.6288248"
"Hollande";"Macron";"0.5546455"
"INJ";"RevenuUniversel";"0.6329840"
"INJ";"RUE";"0.5178163"
"interactiv";"le79inter";"0.5725167"
"InvitePol";"QDI";"0.5128539"
"Jaures";"Montebourg";"0.6140642"
"Jaures";"Montebourg2017";"0.7452561"
"JeChoisisMarine";"Marine2017";"0.5182430"
"JeVoteValls";"Valls2017";"0.7509122"
"JeVoteValls";"VallsParis";"0.5566616"
"JeVoteValls";"VallsTF1";"0.5575531"
"JLM2017";"JLMHologramme";"0.6323667"
"Koblenz";"LeVraiFillon";"0.5834579"
"Koblenz";"Marine2017";"0.5695846"
"Koblenz";"MLPTF1";"0.6320284"
"Koblenz";"QDI";"0.6084130"
"LaFranceEnMarche";"Macron2017";"0.5968823"
"LaMajoritéEnMarche";"Macron2017";"0.5476774"
"LeVraiFillon";"Marine2017";"0.6905977"
"LeVraiFillon";"MLPTF1";"0.6031302"
"Macron";"Mélenchon";"0.5281468"
"Macron";"Valls";"0.5003553"
"Marine2017";"MLPTF1";"0.7314120"
"MediapartLive";"peillon2017";"0.5047503"
"MLPTF1";"QDI";"0.5959100"
"Montebourg";"Montebourg2017";"0.6221000"
"Paris2024";"Sharing";"0.7209665"
"Peillon";"peillon2017";"0.5273907"
"peillon2017";"PeillonLibé";"0.5168492"
"PenelopeFillon";"PenelopeGate";"0.6172689"
"Pinel";"Pinel2017";"0.6402977"
"Pinel";"PRG";"0.5430316"
"Pinel2017";"PRG";"0.5232955"
"Pinel2017";"SylviaPinel";"0.5909177"
"PrimaireGauche";"PrimairesGauche";"0.5475371"
"PrimairesGauche";"Valls";"0.5090419"
"STIF";"TransportsIDF";"0.5663122"
"Valls2017";"VallsParis";"0.6612591"
"Valls2017";"VallsTF1";"0.5496792"
"VendeeGlobe";"VG2016";"0.5763321"
