"Hashtag1";"Hashtag2";"Correlation"
"25novembre";"femmes";"0.5172190"
"AccordDeParis";"climat";"0.5217072"
"AccordDeParis";"COP21";"0.5844489"
"AccordDeParis";"COP22";"0.5336324"
"AccordDeParis";"ParisAgreement";"0.6540620"
"AJ2017";"AJBordeaux";"0.5425978"
"AJ2017";"AJZenith";"0.6592984"
"AJ2017";"JeVoteJuppé";"0.5367622"
"AJ2017";"JuppéGagnant";"0.6287953"
"AJ2017";"JuppéPrésidentCest";"0.6410047"
"AJ2017";"LE20H";"0.5842809"
"AJ2017";"TousJuppe";"0.7322295"
"AJ2017";"VivementJuppe";"0.7191256"
"AJBordeaux";"TousJuppe";"0.6209618"
"AJBordeaux";"VivementJuppe";"0.5249829"
"AJNancy";"AJToulouse";"0.5272872"
"AJNancy";"LE20H";"0.6317478"
"AJToulouse";"JuppéPrésidentCest";"0.6110177"
"AJToulouse";"LE20H";"0.5295680"
"AJZenith";"TousJuppe";"0.5806982"
"AJZenith";"VivementJuppe";"0.6316012"
"ANOC";"ANOCGA2016";"0.8693827"
"ANOC";"Paris2024";"0.6998913"
"ANOCGA2016";"Paris2024";"0.7654298"
"AuNomDuPeuple";"ConventionMLP";"0.6075734"
"AuNomDuPeuple";"DonaldTrump";"0.5185539"
"AuNomDuPeuple";"LeVraiFillon";"0.6190859"
"AuNomDuPeuple";"MIFexpo";"0.5580155"
"AuNomDuPeuple";"migrants";"0.5815809"
"AvecNS";"NS2017";"0.5644274"
"AvecNS";"NS20H";"0.6811162"
"AvecNS";"NSBordeaux";"0.5299969"
"AvecNS";"NSNice";"0.5818547"
"AvecNS";"NSNimes";"0.5259646"
"AvecNS";"ToutPourLaFrance";"0.8271807"
"Bataclan";"Sting";"0.5404788"
"Berges";"Paris";"0.5817558"
"Caen";"Normandie";"0.5798743"
"climat";"COP22";"0.5880643"
"Clinton";"ElectionNight";"0.5432770"
"Clinton";"Trump";"0.7482311"
"ConseildeParis";"Paris";"0.5551661"
"ConventionMLP";"LeVraiFillon";"0.5412060"
"COP21";"ParisAgreement";"0.5964413"
"COP22";"Marrakech";"0.6282539"
"DirectAN";"QAG";"0.5140913"
"DirectIDF";"IDF";"0.5109410"
"droite";"gauche";"0.5188368"
"E1Matin";"E1Primaire";"0.5322332"
"ElectionDay";"ElectionNight";"0.5306391"
"ElectionNight";"Trump";"0.5395100"
"Erdogan";"Turquie";"0.6000721"
"fichierTes";"TES";"0.5435123"
"Fillon";"Juppé";"0.6735797"
"Fillon";"PrimaireDroite";"0.5009269"
"Fillon";"Sarkozy";"0.6728650"
"Fillon";"Trump";"0.5779460"
"Fillon2017";"FillonGagnant";"0.6581752"
"Fillon2017";"JeVoteFillon";"0.5809818"
"Fillon2017";"PalaisDesCongrès";"0.5032682"
"Fillon2017";"Vérité";"0.5128127"
"FillonGagnant";"Vérité";"0.5161845"
"FillonLyon";"FillonPresident";"0.5145041"
"FillonPresident";"JeVoteFillon";"0.5083959"
"FillonPresident";"Vérité";"0.5509065"
"FluctuatNecMergitur";"ParisSeSouvient";"0.7866152"
"FranceInsoumise";"JLM2017";"0.7648201"
"FranceInsoumise";"Obsinsoumis";"0.5107856"
"HDP";"Turquie";"0.5832203"
"Hollande";"Sarkozy";"0.5430230"
"Hollande";"Valls";"0.5241078"
"innovation";"numérique";"0.5539010"
"ISF";"JLM2017";"0.5741428"
"itele";"JeSoutiensItele";"0.5755560"
"JeVoteFillon";"Vérité";"0.5154395"
"JeVoteJuppé";"JuppéPrésidentCest";"0.5806930"
"JeVoteJuppé";"TousJuppe";"0.5374607"
"JLM2017";"Mélenchon";"0.5345528"
"JLM2017";"Obsinsoumis";"0.7501472"
"Juppé";"Sarkozy";"0.5424962"
"JuppéGagnant";"JuppéPrésidentCest";"0.6359868"
"JuppéGagnant";"LE20H";"0.5714279"
"JuppéPrésidentCest";"LE20H";"0.6431969"
"JuppéPrésidentCest";"TousJuppe";"0.5379353"
"JuppéPrésidentCest";"VivementJuppe";"0.5402708"
"LaBAP";"LeMans";"0.6943441"
"LaBAP";"UEngagement";"0.7955339"
"LaPrimaireLeDebat";"PrimaireLeDebat";"0.6357770"
"LE20H";"TousJuppe";"0.5979857"
"LE20H";"VivementJuppe";"0.5391463"
"LeMans";"UEngagement";"0.6971767"
"Mélenchon";"Obsinsoumis";"0.6278973"
"Meyzieu";"ToutPourLaFrance";"0.6619767"
"Morbihan";"Vannes";"0.5290002"
"Nîmes";"NSNimes";"0.6955266"
"NS2017";"ToutPourLaFrance";"0.6110615"
"NS20H";"NSBordeaux";"0.5741553"
"NS20H";"NSNice";"0.5840594"
"NS20H";"ToutPourLaFrance";"0.6161484"
"NSBordeaux";"NSNice";"0.5184227"
"NSBordeaux";"NSRTL";"0.6893303"
"NSBordeaux";"ToutPourLaFrance";"0.6277733"
"NSNice";"NSNimes";"0.7053179"
"NSNice";"NSRTL";"0.6052120"
"NSNice";"ToutPourLaFrance";"0.6483140"
"NSNimes";"ToutPourLaFrance";"0.6120072"
"NSRTL";"ToutPourLaFrance";"0.5845343"
"PalaisDesCongrès";"Vérité";"0.6520130"
"PLF2017";"PLFSS2017";"0.5323112"
"PLF2017";"QAG";"0.5785418"
"PLF2017";"Sénat";"0.5017216"
"Primaire";"Primaire2016";"0.5193410"
"Sarkozy";"Trump";"0.5273869"
"TousJuppe";"VivementJuppe";"0.6081805"
"VendeeGlobe";"VG2016";"0.5028035"
