"Hashtag1";"Hashtag2";"Correlation"
"6moisBH";"CoeurBattant";"0.5764788"
"6moisBH";"JeVotePour";"0.5099396"
"agriculteurs";"JeVoteMarine";"0.5136848"
"Ajaccio";"ArcisSurAube";"0.5140786"
"Ajaccio";"AuNomDuPeuple";"0.5274257"
"Ajaccio";"JeVoteMarine";"0.5227878"
"Ajaccio";"LeVraiMacron";"0.5172986"
"Ajaccio";"Marine2017";"0.5214162"
"Ajaccio";"MarineAParis";"0.5112544"
"AjaccioMLP";"AuNomDuPeuple";"0.5436020"
"AjaccioMLP";"JeVoteMarine";"0.5561573"
"AjaccioMLP";"LeVraiMacron";"0.5032187"
"AjaccioMLP";"Marine2017";"0.5243823"
"AjaccioMLP";"MarineAParis";"0.5186701"
"AjaccioMLP";"UOIF";"0.5415354"
"ArcisSurAube";"AuNomDuPeuple";"0.6503023"
"ArcisSurAube";"InvitePol";"0.6227284"
"ArcisSurAube";"JeVoteMarine";"0.6589894"
"ArcisSurAube";"LeVraiFillon";"0.5708672"
"ArcisSurAube";"LeVraiMacron";"0.5016633"
"ArcisSurAube";"LilleMLP";"0.5671802"
"ArcisSurAube";"Marine2017";"0.6274040"
"ArcisSurAube";"MarineAParis";"0.5515432"
"ArcisSurAube";"MarseilleMLP";"0.5289166"
"ArcisSurAube";"PerpignanMLP";"0.5295261"
"ArcisSurAube";"TrinitéPorhoët";"0.5005079"
"ArcisSurAube";"UOIF";"0.5876845"
"Arthaud";"Poutou";"0.5728255"
"AuNomDuPeuple";"AvecMarine";"0.6586198"
"AuNomDuPeuple";"BordeauxMLP";"0.5498812"
"AuNomDuPeuple";"InvitePol";"0.5132916"
"AuNomDuPeuple";"JeVoteMarine";"0.7552241"
"AuNomDuPeuple";"LeVraiFillon";"0.5624117"
"AuNomDuPeuple";"LeVraiMacron";"0.5359277"
"AuNomDuPeuple";"LilleMLP";"0.5942750"
"AuNomDuPeuple";"Marine2017";"0.9047638"
"AuNomDuPeuple";"MarineAParis";"0.7375785"
"AuNomDuPeuple";"MarinePrésidente";"0.5751443"
"AuNomDuPeuple";"MarseilleMLP";"0.7090272"
"AuNomDuPeuple";"PerpignanMLP";"0.5548277"
"AuNomDuPeuple";"TrinitéPorhoët";"0.5383265"
"AuNomDuPeuple";"UOIF";"0.7594554"
"AvecHamon";"JeVotePour";"0.5200421"
"AvecMarine";"JeVoteMarine";"0.5411188"
"AvecMarine";"Marine2017";"0.6774199"
"AvecMarine";"MarineAParis";"0.5067097"
"AvecMarine";"MarinePrésidente";"0.5450695"
"AvecMarine";"TrinitéPorhoët";"0.5480558"
"AvecMarine";"UOIF";"0.5306548"
"AvenirEnCommun";"FranceInsoumise";"0.7170465"
"AvenirEnCommun";"JLM2017";"0.7516785"
"AvenirEnCommun";"JLMFrance2";"0.5782699"
"AvenirEnCommun";"JLMLeHavre";"0.6090563"
"BeurFM";"MohamedSaou";"0.6085447"
"BHRennes";"Hamon2017";"0.5586362"
"BHToulouse";"Hamon2017";"0.5373958"
"BHToulouse";"NosQuartiers";"0.5137057"
"BordeauxMLP";"LilleMLP";"0.5248695"
"BordeauxMLP";"Marine2017";"0.5493121"
"BordeauxMLP";"MarinePrésidente";"0.5516415"
"BordeauxMLP";"TrinitéPorhoët";"0.5153368"
"BordeauxMLP";"UOIF";"0.5408758"
"Bretagne";"Morbihan";"0.5082776"
"Bretagne";"passezalouest";"0.6973375"
"CoeurBattant";"Hamon2017";"0.5833799"
"CoeurBattant";"HamonNancy";"0.5437451"
"CoeurBattant";"NotreRepublique";"0.5606774"
"ConfBH";"HamonReunion";"0.5493337"
"ConseildeParis";"Paris";"0.5095646"
"ConseildeParis";"propreté";"0.5914789"
"ConseildeParis";"RivesDeSeine";"0.5385267"
"EmmanuelHollande";"JeVoteFillon";"0.5374354"
"EnMarche";"JeVoteMacron";"0.6910516"
"EnMarche";"Macron2017";"0.5963336"
"EnMarche";"MacronBercy";"0.5523299"
"EnMarche";"MacronMarseille";"0.5350947"
"EnMarche";"MacronPresident";"0.5944736"
"Erdogan";"Turquie";"0.5385956"
"EUROMEDIATIONS";"Filteris";"0.8766766"
"fairebattrelecoeurdelafrance";"Hamon2017";"0.5158714"
"Fillon";"Hamon";"0.5057400"
"Fillon";"Hollande";"0.5644773"
"Fillon";"LEmissionPolitique";"0.5649436"
"Fillon";"LePen";"0.6760136"
"Fillon";"Macron";"0.7039341"
"Fillon";"Mélenchon";"0.6198621"
"Fillon";"Valls";"0.5508878"
"Fillon2017";"FillonParis";"0.6061816"
"Fillon2017";"FillonPresident";"0.6453198"
"Fillon2017";"JeVoteFillon";"0.5629898"
"Fillon2017";"ProjetFillon";"0.5015113"
"FillonNice";"FillonParis";"0.5017768"
"FillonParis";"FillonPresident";"0.5067393"
"FillonParis";"JeVoteFillon";"0.5285498"
"FillonPresident";"JeVoteFillon";"0.6529692"
"FiscalKombat";"JLMChâteauroux";"0.5266699"
"FiscalKombat";"JLMFrance2";"0.5439566"
"FiscalKombat";"JLMLeHavre";"0.5482588"
"FiscalKombat";"JLMRennes";"0.5026660"
"FranceInsoumise";"JLM2017";"0.7133882"
"FranceInsoumise";"JLMMarseille";"0.5096313"
"FranceInsoumise";"JLMToulouse";"0.5105790"
"FuturDesirable";"Hamon2017";"0.6126338"
"Hamon";"Hamon2017";"0.5055435"
"Hamon";"Hollande";"0.5012948"
"Hamon";"LePen";"0.5770093"
"Hamon";"Mélenchon";"0.6042103"
"Hamon";"Valls";"0.5771053"
"Hamon2017";"HamonElysee";"0.7722105"
"Hamon2017";"HamonLille";"0.6498173"
"Hamon2017";"HamonTour";"0.7012824"
"Hamon2017";"JeVotePour";"0.7892108"
"Hamon2017";"JT20h";"0.5656569"
"Hamon2017";"NosQuartiers";"0.5032505"
"Hamon2017";"NotreRepublique";"0.7231251"
"Hamon2017";"RevenuUniversel";"0.7030489"
"Hamon2017";"RUE";"0.6079708"
"Hamon2017";"SPD";"0.5989731"
"HamonElysee";"HamonLille";"0.5690682"
"HamonElysee";"HamonTour";"0.5558354"
"HamonElysee";"JeVotePour";"0.6383614"
"HamonElysee";"NotreRepublique";"0.5655997"
"HamonElysee";"RevenuUniversel";"0.5840766"
"HamonElysee";"RUE";"0.5129918"
"HamonElysee";"SPD";"0.5058195"
"HamonLille";"HamonTour";"0.5371116"
"HamonLille";"JeVotePour";"0.5780992"
"HamonLille";"NotreRepublique";"0.5483227"
"HamonLille";"RevenuUniversel";"0.5975775"
"HamonLille";"SPD";"0.5537251"
"HamonReunion";"NotreRepublique";"0.5169470"
"HamonTour";"JeVotePour";"0.5568370"
"HamonTour";"NotreRepublique";"0.5617966"
"HamonTour";"RevenuUniversel";"0.6525634"
"HamonTour";"RUE";"0.5459409"
"Hollande";"Macron";"0.7174658"
"Hollande";"Mélenchon";"0.5535542"
"Hollande";"Valls";"0.5838680"
"InvitePol";"JeVoteMarine";"0.5463715"
"InvitePol";"Libye";"0.5417804"
"InvitePol";"MarseilleMLP";"0.5208629"
"InvitePol";"PerpignanMLP";"0.6037893"
"JeChoisisMarine";"JeVoteMarine";"0.5409865"
"JeChoisisMarine";"LeVraiMacron";"0.5009411"
"JeChoisisMarine";"LilleMLP";"0.5451975"
"JeChoisisMarine";"MarineAParis";"0.6737634"
"JeChoisisMarine";"PerpignanMLP";"0.5146862"
"JeVoteMacron";"Macron2017";"0.7426013"
"JeVoteMacron";"MacronBercy";"0.5712349"
"JeVoteMacron";"MacronNantes";"0.5589357"
"JeVoteMacron";"MacronPresident";"0.7715969"
"JeVoteMarine";"LeVraiFillon";"0.6673291"
