"Hashtag1";"Hashtag2";"Correlation"
"AJ2017";"AJNancy";"0.5715617"
"AJ2017";"JeVoteJuppé";"0.5818034"
"AJ2017";"JuppéGagnant";"0.6327368"
"AJ2017";"JuppéPrésidentCest";"0.6439645"
"AJ2017";"VivementJuppe";"0.6131661"
"AJLille";"AJNancy";"0.5381726"
"AJLille";"JeVoteJuppé";"0.5090309"
"AJNancy";"AJToulouse";"0.5512645"
"AJNancy";"JuppéPrésidentCest";"0.5282008"
"AJNancy";"LE20H";"0.6609879"
"AJNancy";"VivementJuppe";"0.5228860"
"AJToulouse";"JuppéPrésidentCest";"0.6286261"
"AJToulouse";"LE20H";"0.5063592"
"AJToulouse";"VivementJuppe";"0.5231292"
"ANOC";"ANOCGA2016";"0.8900751"
"ANOC";"Paris2024";"0.7589787"
"ANOCGA2016";"CitiesForLife";"0.5257225"
"ANOCGA2016";"Paris2024";"0.7771532"
"AuNomDuPeuple";"ConventionMLP";"0.7176326"
"AuNomDuPeuple";"DimanchePolitique";"0.6441089"
"AuNomDuPeuple";"LaRéunion";"0.6164986"
"AuNomDuPeuple";"LeGrandJury";"0.5109462"
"AuNomDuPeuple";"LeVraiFillon";"0.5582928"
"AuNomDuPeuple";"Marine2017";"0.6012119"
"AuNomDuPeuple";"Mayotte";"0.6755612"
"AuNomDuPeuple";"MIFexpo";"0.5027353"
"AuNomDuPeuple";"migrants";"0.5461645"
"AuNomDuPeuple";"MLPTF1";"0.6555232"
"AuNomDuPeuple";"referendumcostituzionale";"0.5360541"
"AuNomDuPeuple";"SalonDuCheval";"0.5731846"
"AvecNS";"NSNice";"0.6305541"
"AvecNS";"NSNimes";"0.5851172"
"AvecNS";"NSRTL";"0.5034159"
"AvecNS";"ToutPourLaFrance";"0.8076892"
"Berges";"Paris";"0.5620908"
"Béziers";"migrants";"0.5146420"
"budget";"ConseildeParis";"0.6185672"
"Budget2017";"Paris";"0.5608699"
"Castro";"Royal";"0.5125930"
"Cazeneuve";"Valls";"0.5218912"
"CeQuiNousRassemble";"Valls2017";"0.7350160"
"circulationalternee";"pollution";"0.6453543"
"CitiesForLife";"Paris2024";"0.5202748"
"CitiesForLife";"StopPollution";"0.5502795"
