"Hashtag1";"Hashtag2";"Correlation"
"13Novembre2015";"ParisSeSouvient";"0.5141213"
"AJ2017";"AJNancy";"0.5157650"
"AJ2017";"AJZenith";"0.6639654"
"AJ2017";"JeVoteJuppé";"0.5549280"
"AJ2017";"JuppéGagnant";"0.5562764"
"AJ2017";"JuppéPrésidentCest";"0.6303066"
"AJ2017";"VivementJuppe";"0.6837859"
"AJLille";"AJNancy";"0.5252839"
"AJLille";"JeVoteJuppé";"0.5135643"
"AJNancy";"AJToulouse";"0.5320047"
"AJNancy";"AJZenith";"0.5171066"
"AJNancy";"LE20H";"0.6571973"
"AJToulouse";"JuppéPrésidentCest";"0.5883575"
"AJToulouse";"VivementJuppe";"0.5070172"
"AJZenith";"VivementJuppe";"0.6413913"
"ANOC";"ANOCGA2016";"0.9093819"
"ANOC";"Paris2024";"0.7402032"
"ANOCGA2016";"Paris2024";"0.7710684"
"AuNomDuPeuple";"ConventionMLP";"0.7112528"
"AuNomDuPeuple";"DonaldTrump";"0.5016790"
"AuNomDuPeuple";"HéninBeaumont";"0.6470915"
"AuNomDuPeuple";"LeVraiFillon";"0.6400513"
"AuNomDuPeuple";"Marine2017";"0.6041168"
"AuNomDuPeuple";"Mayotte";"0.7226806"
"AuNomDuPeuple";"MIFexpo";"0.5584596"
"AuNomDuPeuple";"migrants";"0.5170865"
"AuNomDuPeuple";"MLPTF1";"0.6733996"
"AuNomDuPeuple";"referendumcostituzionale";"0.5553618"
"AuNomDuPeuple";"SalonDuCheval";"0.6376473"
"AvecNS";"NS2017";"0.5200410"
"AvecNS";"NS20H";"0.6748465"
"AvecNS";"NSNice";"0.6266845"
"AvecNS";"NSNimes";"0.6172101"
"AvecNS";"NSRTL";"0.5351645"
"AvecNS";"ToutPourLaFrance";"0.8169196"
"Bataclan";"Sting";"0.6293116"
"Cazeneuve";"Valls";"0.5771277"
"CETA";"Turquie";"0.5012039"
"cinéma";"musique";"0.5189502"
"circulationalternee";"pollution";"0.5793757"
"climat";"COP22";"0.5073741"
"Clinton";"Trump";"0.6260486"
"ConventionBAP";"LaBAP";"0.5449841"
"ConventionBAP";"PrendsGarde";"0.5281405"
"ConventionMLP";"LeVraiFillon";"0.5328153"
"ConventionMLP";"Marine2017";"0.5833642"
"ConventionMLP";"Mayotte";"0.6398993"
"ConventionMLP";"MIFexpo";"0.5102661"
"ConventionMLP";"MLPOutremer";"0.5523709"
"ConventionMLP";"MLPTF1";"0.5339714"
"ConventionMLP";"SalonDuCheval";"0.5380834"
"DelitDentraveIVG";"IVG";"0.5715277"
"Dijon";"UEngagement";"0.5109846"
"DimPol";"France3";"0.5053654"
"DirectAN";"QAG";"0.5031026"
"DonaldTrump";"LaRéunion";"0.5526122"
"DonaldTrump";"referendumcostituzionale";"0.5366474"
"Fillon";"Hollande";"0.5044067"
"Fillon";"Juppé";"0.6657397"
"Fillon";"Sarkozy";"0.6657098"
"Fillon";"Trump";"0.5591439"
"Fillon";"Valls";"0.5136680"
"Fillon2017";"FillonGagnant";"0.5787708"
"Fillon2017";"JeVoteFillon";"0.5489504"
"FillonGagnant";"JeVoteFillon";"0.5042233"
"FillonGagnant";"Vérité";"0.5088791"
"FluctuatNecMergitur";"ParisSeSouvient";"0.7978950"
"FranceInsoumise";"ISF";"0.5066412"
"FranceInsoumise";"JLM2017";"0.7958980"
"HéninBeaumont";"LeVraiFillon";"0.5906310"
"Hollande";"Sarkozy";"0.5333882"
"Hollande";"Valls";"0.5755940"
"ISF";"JLM2017";"0.5166966"
"JeVoteJuppé";"JuppéPrésidentCest";"0.5174729"
"JLM2017";"Obsinsoumis";"0.6607444"
"Juppé";"Sarkozy";"0.5304624"
"JuppéGagnant";"JuppéPrésidentCest";"0.6137850"
"JuppéPrésidentCest";"VivementJuppe";"0.5535700"
"LaRéunion";"Mayotte";"0.5314329"
"LeVraiFillon";"Marine2017";"0.5021175"
"LeVraiFillon";"Mayotte";"0.5985396"
"LeVraiFillon";"migrants";"0.5321253"
"LeVraiFillon";"MLPTF1";"0.5231106"
"LeVraiFillon";"SalonDuCheval";"0.5525822"
"MadeInFrance";"MIFexpo";"0.5022811"
"Marine2017";"Mayotte";"0.5359139"
"Mayotte";"MLPOutremer";"0.6871452"
"Mayotte";"outremer";"0.5796545"
"Mayotte";"referendumcostituzionale";"0.5044375"
"Mayotte";"SalonDuCheval";"0.5289877"
"migrants";"TAFTA";"0.5230522"
"Montebourg";"QuestionsPol";"0.6026417"
"Normandie";"Rouen";"0.5291101"
"NS2017";"ToutPourLaFrance";"0.5775969"
"NS20H";"NSBordeaux";"0.5472649"
"NS20H";"NSNice";"0.5830807"
"NS20H";"ToutPourLaFrance";"0.6849473"
"NSBordeaux";"NSNice";"0.5363000"
"NSBordeaux";"NSRTL";"0.7152664"
"NSBordeaux";"ToutPourLaFrance";"0.6232198"
"NSNice";"NSNimes";"0.6638609"
"NSNice";"NSRTL";"0.5904791"
"NSNice";"ToutPourLaFrance";"0.7329851"
"NSNimes";"ToutPourLaFrance";"0.6728781"
"NSRTL";"ToutPourLaFrance";"0.6566153"
"PalaisDesCongrès";"Vérité";"0.6592912"
"Paris";"ParisSeSouvient";"0.5160125"
"PLF2017";"QAG";"0.5353757"
"PLF2017";"Sénat";"0.6249683"
"Primaire";"Primaire2016";"0.5303679"
"RERB";"SNCF";"0.6124471"
"Sarkozy";"Trump";"0.5148212"
"sida";"VIH";"0.5079694"
