"Hashtag1";"Hashtag2";"Correlation"
"19hRuthElkrief";"MacronPresident";"0.5101695"
"6moisBH";"CoeurBattant";"0.6045831"
"6moisBH";"Hamon2017";"0.5042179"
"Ajaccio";"ArcisSurAube";"0.5396479"
"Ajaccio";"AuNomDuPeuple";"0.5342854"
"Ajaccio";"JeVoteMarine";"0.5366754"
"Ajaccio";"Marine2017";"0.5381080"
"Ajaccio";"MarineAParis";"0.5406507"
"AjaccioMLP";"AuNomDuPeuple";"0.5059350"
"AjaccioMLP";"JeVoteMarine";"0.5382940"
"AjaccioMLP";"MarineAParis";"0.5053489"
"ArcisSurAube";"AuNomDuPeuple";"0.6233363"
"ArcisSurAube";"InvitePol";"0.6484911"
"ArcisSurAube";"JeVoteMarine";"0.6015839"
"ArcisSurAube";"LeVraiFillon";"0.5831459"
"ArcisSurAube";"Marine2017";"0.6376715"
"ArcisSurAube";"MarineAParis";"0.5597391"
"ArcisSurAube";"Pageas";"0.7114628"
"ArcisSurAube";"PerpignanMLP";"0.5548652"
"ArcisSurAube";"Rungis";"0.5348896"
"ArcisSurAube";"UOIF";"0.5989875"
"Arthaud";"Poutou";"0.6251801"
"AuNomDuPeuple";"AvecMarine";"0.6362382"
"AuNomDuPeuple";"BordeauxMLP";"0.5701559"
"AuNomDuPeuple";"Élysée2017";"0.5216773"
"AuNomDuPeuple";"JeVoteMarine";"0.6693887"
"AuNomDuPeuple";"JT20h";"0.5709177"
"AuNomDuPeuple";"LeVraiFillon";"0.5704025"
"AuNomDuPeuple";"Marine2017";"0.8990235"
"AuNomDuPeuple";"MarineAParis";"0.7500548"
"AuNomDuPeuple";"MarinePrésidente";"0.6316249"
"AuNomDuPeuple";"MarseilleMLP";"0.7059129"
"AuNomDuPeuple";"Pageas";"0.5893386"
"AuNomDuPeuple";"PerpignanMLP";"0.5244499"
"AuNomDuPeuple";"Rungis";"0.5591639"
"AuNomDuPeuple";"UOIF";"0.7074514"
"AvecMarine";"Marine2017";"0.6359357"
"AvecMarine";"MarineAParis";"0.5132657"
"AvecMarine";"MarinePrésidente";"0.5704175"
"AvecMarine";"Rungis";"0.5167201"
"AvenirEnCommun";"FranceInsoumise";"0.7002392"
"AvenirEnCommun";"JLM2017";"0.7840772"
"AvenirEnCommun";"JLMFrance2";"0.6044729"
"AvenirEnCommun";"JLMLeHavre";"0.6023565"
"AvenirEnCommun";"JLMMarseille";"0.5165352"
"AvenirEnCommun";"JLMToulouse";"0.5009132"
"AvenirEnCommun";"LaForceDuPeuple";"0.5736188"
"BeurFM";"MohamedSaou";"0.6411821"
"BHRennes";"Hamon2017";"0.5732800"
"BHToulouse";"Hamon2017";"0.5372593"
"BHToulouse";"NosQuartiers";"0.5242481"
"BordeauxMLP";"JeVoteMarine";"0.5400882"
"BordeauxMLP";"Marine2017";"0.5708188"
"BordeauxMLP";"MarineAParis";"0.5232593"
"BordeauxMLP";"MarinePrésidente";"0.6157017"
"BordeauxMLP";"UOIF";"0.5466408"
"Bretagne";"Morbihan";"0.5016785"
"CoeurBattant";"Hamon2017";"0.5905145"
"CoeurBattant";"HamonNancy";"0.5474668"
"CoeurBattant";"HamonReunion";"0.5347583"
"CoeurBattant";"NotreRepublique";"0.5538977"
"EmmanuelHollande";"JeVoteFillon";"0.5830304"
"EnMarche";"JeVoteMacron";"0.7047307"
"EnMarche";"Macron2017";"0.6016774"
"EnMarche";"MacronBercy";"0.5547893"
"EnMarche";"MacronMarseille";"0.5602191"
"EnMarche";"MacronPresident";"0.6207008"
"Erdogan";"Turquie";"0.6242121"
"fairebattrelecoeurdelafrance";"Hamon2017";"0.5143494"
"Fillon";"Hamon";"0.5134366"
"Fillon";"Hollande";"0.5093770"
"Fillon";"LEmissionPolitique";"0.5123374"
"Fillon";"LePen";"0.6735314"
"Fillon";"Macron";"0.7446471"
"Fillon";"Mélenchon";"0.6409365"
"Fillon";"Valls";"0.5124908"
"Fillon2017";"FillonParis";"0.5917411"
"Fillon2017";"FillonPresident";"0.6224931"
"Fillon2017";"JeVoteFillon";"0.5921883"
"FillonNice";"Nice06";"0.5081507"
"FillonParis";"JeVoteFillon";"0.5278805"
"FillonPresident";"JeVoteFillon";"0.6200335"
"FiscalKombat";"JLMChâteauroux";"0.5583164"
"FiscalKombat";"JLMFrance2";"0.5723373"
"FiscalKombat";"JLMLeHavre";"0.5895769"
"FN";"LePen";"0.5109599"
"FranceInsoumise";"JLM2017";"0.7182300"
"FranceInsoumise";"JLMMarseille";"0.5067260"
"FranceInsoumise";"JLMToulouse";"0.5254932"
"FuturDesirable";"Hamon2017";"0.6546578"
"FuturDesirable";"HamonTour";"0.5045605"
"FuturDesirable";"JeVotePour";"0.5270427"
"FuturDesirable";"NotreRepublique";"0.5390767"
"Hamon";"Hamon2017";"0.5125283"
"Hamon";"LePen";"0.5783293"
"Hamon";"Mélenchon";"0.6104144"
"Hamon";"Valls";"0.5459722"
"Hamon2017";"HamonElysee";"0.7804126"
"Hamon2017";"HamonLille";"0.6720770"
"Hamon2017";"HamonNancy";"0.5079244"
"Hamon2017";"HamonTour";"0.7140387"
"Hamon2017";"JeVotePour";"0.8028829"
"Hamon2017";"NosQuartiers";"0.5119604"
"Hamon2017";"NotreRepublique";"0.7531665"
"Hamon2017";"République";"0.5248608"
"Hamon2017";"RevenuUniversel";"0.6965145"
"Hamon2017";"RUE";"0.6151506"
"HamonElysee";"HamonLille";"0.6180500"
"HamonElysee";"HamonTour";"0.5332115"
"HamonElysee";"JeVotePour";"0.6400334"
"HamonElysee";"NotreRepublique";"0.5743635"
"HamonElysee";"RevenuUniversel";"0.5624005"
"HamonLille";"HamonTour";"0.5443712"
"HamonLille";"JeVotePour";"0.5892547"
"HamonLille";"NosQuartiers";"0.5126756"
"HamonLille";"NotreRepublique";"0.5671080"
"HamonLille";"RevenuUniversel";"0.6373860"
"HamonReunion";"NotreRepublique";"0.5186130"
"HamonTour";"JeVotePour";"0.5871172"
"HamonTour";"NotreRepublique";"0.5774176"
"HamonTour";"RevenuUniversel";"0.6534532"
"HamonTour";"RUE";"0.5478074"
"Hollande";"Macron";"0.7039445"
"Hollande";"Valls";"0.5170375"
"InvitePol";"LeVraiFillon";"0.5382046"
"InvitePol";"Pageas";"0.6197443"
"InvitePol";"PerpignanMLP";"0.5591521"
"JeChoisisMarine";"JeVoteMarine";"0.5799118"
"JeChoisisMarine";"LeVraiMacron";"0.5449220"
"JeChoisisMarine";"Marine2017";"0.5102701"
"JeChoisisMarine";"MarineAParis";"0.6764736"
"JeChoisisMarine";"MarinePrésidente";"0.5497834"
"JeChoisisMarine";"PerpignanMLP";"0.5606530"
"JeVoteMacron";"Macron2017";"0.7313688"
"JeVoteMacron";"MacronBercy";"0.5949136"
"JeVoteMacron";"MacronNantes";"0.5427948"
"JeVoteMacron";"MacronPresident";"0.7967379"
"JeVoteMacron";"TeamMacron";"0.5014275"
"JeVoteMarine";"JT20h";"0.5070024"
"JeVoteMarine";"LeVraiFillon";"0.6231586"
"JeVoteMarine";"LeVraiMacron";"0.5095700"
"JeVoteMarine";"Marine2017";"0.6960108"
"JeVoteMarine";"MarineAParis";"0.6301714"
"JeVoteMarine";"MarseilleMLP";"0.5561596"
"JeVoteMarine";"Pageas";"0.5128021"
"JeVoteMarine";"PerpignanMLP";"0.5303488"
"JeVoteMarine";"Rungis";"0.5226064"
"JeVoteMarine";"UOIF";"0.6479278"
"JeVotePour";"NosQuartiers";"0.5931125"
"JeVotePour";"NotreRepublique";"0.6663608"
"JeVotePour";"RevenuUniversel";"0.6466560"
"JeVotePour";"RUE";"0.6021897"
"JLM2017";"JLMHologramme";"0.5049630"
"JLM2017";"JLMLille";"0.5395579"
"JLM2017";"JLMMarseille";"0.5669330"
"JLM2017";"JLMToulouse";"0.5343169"
"JLM2017";"LaForceDuPeuple";"0.6845626"
"JLMChâteauroux";"JLMFrance2";"0.5738182"
"JLMChâteauroux";"JLMLeHavre";"0.5838543"
"JLMChâteauroux";"JLMLille";"0.5287602"
"JLMChâteauroux";"JLMMarseille";"0.6079401"
"JLMChâteauroux";"JLMToulouse";"0.5458938"
"JLMChâteauroux";"LaForceDuPeuple";"0.5608676"
"JLMFrance2";"JLMLeHavre";"0.6726199"
"JLMFrance2";"JLMToulouse";"0.6508018"
"JLMFrance2";"LaForceDuPeuple";"0.5825236"
"JLMFrance2";"RMC";"0.6289323"
"JLMHologramme";"LaForceDuPeuple";"0.5809863"
"JLMLeHavre";"JLMMarseille";"0.5655377"
"JLMLeHavre";"LaForceDuPeuple";"0.6173998"
"JLMLille";"JLMMarseille";"0.5229049"
"JLMLille";"LaForceDuPeuple";"0.6814212"
"JLMMarseille";"JLMToulouse";"0.5685638"
"JLMMarseille";"LaForceDuPeuple";"0.6134693"
"JLMToulouse";"LaForceDuPeuple";"0.6103237"
"législatives";"mobilisation";"0.5205733"
"LEmissionPolitique";"Macron";"0.5483608"
"LePen";"Macron";"0.5745634"
"LePen";"Mélenchon";"0.6845008"
"LeVraiFillon";"LeVraiMacron";"0.6489807"
"LeVraiFillon";"Marine2017";"0.6170877"
"LeVraiFillon";"UOIF";"0.5889485"
"LeVraiMacron";"MarineAParis";"0.5178505"
"Macron";"Mélenchon";"0.6308524"
"Macron";"MohamedSaou";"0.5333312"
"Macron";"Valls";"0.6089293"
"Macron2017";"MacronPresident";"0.6736147"
"MacronBercy";"MacronPresident";"0.5957448"
"MacronMarseille";"MacronPresident";"0.5136774"
"MacronNantes";"MacronPresident";"0.5226811"
"Marine2017";"MarineAParis";"0.7244183"
"Marine2017";"MarinePrésidente";"0.6185322"
"Marine2017";"MarseilleMLP";"0.6163423"
"Marine2017";"Monswiller";"0.5254674"
"Marine2017";"Pageas";"0.5427742"
"Marine2017";"PerpignanMLP";"0.5414221"
"Marine2017";"Rungis";"0.5647752"
"Marine2017";"UOIF";"0.6931340"
"MarineAParis";"MarinePrésidente";"0.5719210"
"MarineAParis";"MarseilleMLP";"0.6158572"
"MarineAParis";"Pageas";"0.5487179"
"MarineAParis";"Rungis";"0.6125876"
"MarineAParis";"UOIF";"0.6093796"
"MarinePrésidente";"Pageas";"0.5107472"
"MarinePrésidente";"PerpignanMLP";"0.5431793"
"MarinePrésidente";"UOIF";"0.5117751"
"MarseilleMLP";"Pageas";"0.5472093"
"MarseilleMLP";"UOIF";"0.5847391"
"Mélenchon";"Poutou";"0.5078280"
"Normandie";"Rouen";"0.6859624"
"NosQuartiers";"NotreRepublique";"0.5174621"
"NotreRepublique";"République";"0.5583800"
"NotreRepublique";"RevenuUniversel";"0.5469812"
"Pageas";"PerpignanMLP";"0.6266555"
"Pageas";"Rungis";"0.5565780"
"Pageas";"UOIF";"0.5721303"
"Paris";"RivesDeSeine";"0.5677152"
"Perpignan";"PerpignanMLP";"0.5348430"
"PerpignanMLP";"Rungis";"0.5273256"
"RevenuUniversel";"RUE";"0.6597717"
"Rungis";"UOIF";"0.5592305"
"Stockholm";"Suède";"0.5411553"
"Syrie";"Trump";"0.5342736"
