"Hashtag1";"Hashtag2";"Correlation"
"Alep";"Aleppo";"0.5297458"
"Alep";"Syrie";"0.6644515"
"AnisAmri";"AuNomDuPeuple";"0.5612511"
"AnisAmri";"Marine2017";"0.5104145"
"AnisAmri";"Schengen";"0.6312741"
"AuNomDuPeuple";"ConventionMLP";"0.5894017"
"AuNomDuPeuple";"FaitesLeBonChoix";"0.6308231"
"AuNomDuPeuple";"Fillon";"0.6413905"
"AuNomDuPeuple";"Guyane";"0.6199018"
"AuNomDuPeuple";"LeGrandJury";"0.5753154"
"AuNomDuPeuple";"LeVraiFillon";"0.7414931"
"AuNomDuPeuple";"Marine2017";"0.8237424"
"AuNomDuPeuple";"migrants";"0.5394317"
"AuNomDuPeuple";"Schengen";"0.5035744"
"AvecMV";"CeQuiNousRassemble";"0.5970831"
"AvecMV";"Valls2017";"0.8432563"
"benoithamon2017";"Hamon2017";"0.6302521"
"benoithamon2017";"Japy";"0.6817904"
"benoithamon2017";"RevenuUniversel";"0.5317395"
"Berlin";"Fillon";"0.5107762"
"CeQuiNousRassemble";"Valls2017";"0.7265985"
"circulationalternee";"pollution";"0.6079559"
"CNPS";"PrimairesCitoyennes";"0.5700580"
"ConseildeParis";"Paris";"0.5683340"
"ConventionMLP";"FaitesLeBonChoix";"0.5885349"
"ConventionMLP";"Fillon";"0.6556033"
"ConventionMLP";"Guyane";"0.6039592"
"ConventionMLP";"LeGrandJury";"0.5426710"
"ConventionMLP";"LeVraiFillon";"0.5677646"
"ConventionMLP";"Marine2017";"0.6797586"
"FaitesLeBonChoix";"Fillon";"0.5278749"
"FaitesLeBonChoix";"LeVraiFillon";"0.5630174"
"FaitesLeBonChoix";"Marine2017";"0.6504616"
"FaitesLeBonChoix";"Schengen";"0.5103238"
"Fillon";"Guyane";"0.5010313"
"Fillon";"LeGrandJury";"0.5770261"
"Fillon";"LeVraiFillon";"0.6739628"
"Fillon";"Marine2017";"0.5860957"
"Fillon";"migrants";"0.5590478"
"Fillon";"Schengen";"0.5088694"
"FranceInsoumise";"JLM2017";"0.7967831"
"FranceInter";"QuestionsPol";"0.6987250"
"Guadeloupe";"outremer";"0.5306282"
"Guyane";"LeGrandJury";"0.6471078"
"Guyane";"LeVraiFillon";"0.5396284"
"Guyane";"Marine2017";"0.6435081"
"Hamon2017";"Japy";"0.8453328"
"Hamon2017";"RevenuUniversel";"0.6834329"
"Hollande";"Valls";"0.5335326"
"Japy";"RevenuUniversel";"0.5504571"
"LeGrandJury";"LeVraiFillon";"0.5515780"
"LeVraiFillon";"Marine2017";"0.6563867"
"LeVraiFillon";"migrants";"0.5409532"
"LeVraiFillon";"Schengen";"0.5205075"
"LoiTravail";"smic";"0.5173858"
"Macron";"Valls";"0.5723919"
"Marine2017";"Schengen";"0.5636171"
"Obama";"Poutine";"0.5872913"
"Obama";"Russie";"0.5123840"
"ouijevote";"PrimairesCitoyennes";"0.5807912"
"Peillon";"Valls";"0.5010925"
"peillon2017";"projet";"0.6778747"
"Poutine";"Russie";"0.5609506"
"Russie";"Syrie";"0.5168769"
"Uber";"VTC";"0.6501216"
