"Hashtag1";"Hashtag2";"Correlation"
"Alfortville";"JeVoteValls";"0.6038848"
"Alfortville";"Valls2017";"0.5607080"
"AuNomDuPeuple";"ConventionMLP";"0.6385069"
"AuNomDuPeuple";"Koblenz";"0.6302852"
"AuNomDuPeuple";"Les4Vérités";"0.5208884"
"AuNomDuPeuple";"LeVraiFillon";"0.7169662"
"AuNomDuPeuple";"Marine2017";"0.8774965"
"AuNomDuPeuple";"migrants";"0.5127761"
"AuNomDuPeuple";"RSI";"0.6766884"
"AvecMV";"AvecValls";"0.5196251"
"AvecMV";"Valls2017";"0.7758198"
"AvecMV";"VallsParis";"0.5030860"
"AvecPeillon";"ONPC";"0.6907487"
"AvecPeillon";"peillon2017";"0.8810955"
"AvecValls";"JeVoteValls";"0.5396896"
"AvecValls";"Valls2017";"0.6565936"
"AvecValls";"VallsParis";"0.6102965"
"benoithamon2017";"Hamon2017";"0.6644166"
"benoithamon2017";"INJ";"0.5611078"
"benoithamon2017";"RevenuUniversel";"0.5343192"
"Berlin";"VoeuxFillon";"0.5162430"
"Budget2017";"DirectIDF";"0.6720878"
"CES2017";"FrenchTech";"0.6063581"
"ClermontFerrand";"RevenuUniversel";"0.5442152"
"CNlesRépublicains";"Fillon2017";"0.5981957"
"CNlesRépublicains";"JTFillon";"0.5538055"
"CNlesRépublicains";"VoeuxFillon";"0.5046904"
"concert";"musique";"0.5648175"
"ConfDePresse";"QuestionsPol";"0.6263279"
"ConfDePresse";"RevenuUniversel";"0.5423822"
"Conferasmus";"Erasmus";"0.6150069"
"ConventionMLP";"Koblenz";"0.5479114"
"ConventionMLP";"LeVraiFillon";"0.6658044"
"ConventionMLP";"Marine2017";"0.6461728"
"ConventionMLP";"RSI";"0.6285801"
"ConventionMLP";"Tromelin";"0.5264361"
"DelitDentraveIVG";"IVG";"0.5822727"
"En2017";"StopPollution";"0.5916760"
"EnMarche";"LaMajoritéEnMarche";"0.5681002"
"EnMarche";"MacronLille";"0.5189508"
"Fillon";"Macron";"0.6094150"
"Fillon";"Valls";"0.5040106"
"Fillon2017";"JTFillon";"0.5034366"
"Fillon2017";"VoeuxFillon";"0.5295437"
"FillonNice";"LE20H";"0.5529176"
"FillonNice";"VoeuxFillon";"0.5618157"
"FN";"Trump";"0.5085976"
"FranceInsoumise";"JLM2017";"0.6959601"
"FranceInter";"Uber";"0.5482431"
"Hamon";"Macron";"0.5241137"
"Hamon";"PrimairesGauche";"0.5322344"
"Hamon";"Valls";"0.6888427"
"Hamon2017";"INJ";"0.6929142"
"Hamon2017";"RevenuUniversel";"0.6627403"
"Hamon2017";"RUE";"0.6548467"
"Handball2017";"PhenomenalHandball";"0.7679325"
"Hollande";"Macron";"0.5161200"
"INJ";"Montpellier";"0.5090045"
"INJ";"RevenuUniversel";"0.6758427"
"Israel";"Jerusalem";"0.5666716"
"Jaures";"Montebourg";"0.5718552"
"Jaures";"Montebourg2017";"0.7253924"
"JeVoteValls";"Valls2017";"0.6741070"
"JeVoteValls";"VallsParis";"0.5532074"
"JeVoteValls";"VallsTF1";"0.5272662"
"JRG";"Pinel2017";"0.5837852"
"JRG";"PRG";"0.6167380"
"JRG";"SylviaPinel";"0.6077273"
"Koblenz";"LeVraiFillon";"0.5361898"
"Koblenz";"Marine2017";"0.5842149"
"LEmissionPolitique";"Valls2017";"0.5125491"
"LeVraiFillon";"Marine2017";"0.7244492"
"LeVraiFillon";"RSI";"0.5620357"
"Liévin";"Valls2017";"0.5403560"
"Macron";"Valls";"0.5543953"
"Marine2017";"migrants";"0.5015357"
"Marine2017";"RSI";"0.6131011"
"Montebourg";"Montebourg2017";"0.6271349"
"Montpellier";"RevenuUniversel";"0.5434937"
"neige";"verglas";"0.7555894"
"neige";"VigilanceOrange";"0.6022796"
"Obama";"Poutine";"0.5366663"
"Obama";"Trump";"0.5253623"
"ONPC";"peillon2017";"0.7061518"
"peillon2017";"PeillonLibé";"0.5030822"
"PenelopeFillon";"PenelopeGate";"0.5803407"
"Pinel";"Pinel2017";"0.6766933"
"Pinel";"PRG";"0.5671963"
"Pinel";"SylviaPinel";"0.5027029"
"Pinel2017";"PRG";"0.6537850"
"Pinel2017";"SylviaPinel";"0.6872657"
"Poutine";"Trump";"0.6025571"
"PrimaireGauche";"PrimairesGauche";"0.5316498"
"PrimairesGauche";"Valls";"0.5005689"
"QuestionsPol";"RevenuUniversel";"0.5896025"
"Valls2017";"VallsParis";"0.6875821"
"Valls2017";"VallsTF1";"0.5365904"
"VendeeGlobe";"VG2016";"0.5901136"
"verglas";"VigilanceOrange";"0.6335615"
