"Hashtag1";"Hashtag2";"Correlation"
"AgoraLive";"Blois";"0.5315918"
"AgoraLive";"ConseilCitoyen";"0.5072390"
"AgoraLive";"fairebattrelecoeurdelafrance";"0.5537272"
"AgoraLive";"FuturDesirable";"0.5352198"
"AgoraLive";"Hamon2017";"0.6231249"
"agriculture";"SIA2017";"0.5222678"
"AssisesMLP";"AuNomDuPeuple";"0.5177071"
"AssisesMLP";"Beyrouth";"0.5161591"
"AssisesMLP";"Marine2017";"0.6047653"
"AssisesMLP";"NantesMLP";"0.5390230"
"Aulnay";"Theo";"0.5820034"
"AuNomDuPeuple";"Beyrouth";"0.5302426"
"AuNomDuPeuple";"BFMPolitique";"0.5399384"
"AuNomDuPeuple";"ConférenceMLP";"0.7191192"
"AuNomDuPeuple";"JeSoutiensLaPolice";"0.6029915"
"AuNomDuPeuple";"Jura";"0.6046410"
"AuNomDuPeuple";"LeVraiMacron";"0.5512274"
"AuNomDuPeuple";"Liban";"0.5261619"
"AuNomDuPeuple";"Marine2017";"0.8922686"
"AuNomDuPeuple";"Menton";"0.5294945"
"AuNomDuPeuple";"migrants";"0.5315307"
"AuNomDuPeuple";"MLPTF1";"0.7337624"
"AuNomDuPeuple";"MontSaintMichel";"0.7001070"
"AuNomDuPeuple";"NantesMLP";"0.5596153"
"AuNomDuPeuple";"Pierrelatte";"0.6555404"
"AuNomDuPeuple";"policiers";"0.5429159"
"AvenirEnCommun";"FranceInsoumise";"0.6130640"
"AvenirEnCommun";"JLM2017";"0.7100579"
"AvenirEnCommun";"JLMChiffrage";"0.5538427"
"AvenirEnCommun";"JLMHologramme";"0.5868168"
"Bayrou";"Hollande";"0.5087574"
"Bayrou";"Macron";"0.7471096"
"Beyrouth";"Liban";"0.7301713"
"Beyrouth";"Marine2017";"0.5191034"
"BFMPolitique";"MontSaintMichel";"0.5230445"
"Bobigny";"policiers";"0.5176559"
"Bobigny";"Theo";"0.5471981"
"Brest";"Hamon2017";"0.5366537"
"CETA";"PlenPE";"0.5273856"
"CETA";"StopCETA";"0.7155225"
"Conf";"entrepreneuriat";"0.6696034"
"ConfAlimentation";"LaSouterraine";"0.5222796"
"ConfAlimentation";"Portugal";"0.5156334"
"ConférenceMLP";"Jura";"0.5797041"
"ConférenceMLP";"Marine2017";"0.6973002"
"ConférenceMLP";"Menton";"0.6455744"
"ConférenceMLP";"MLPTF1";"0.6710069"
"ConférenceMLP";"MontSaintMichel";"0.6665011"
"ConférenceMLP";"NantesMLP";"0.5335353"
"ConférenceMLP";"Pierrelatte";"0.6712527"
"ConseilCitoyen";"Hamon2017";"0.6196226"
"ConseilCitoyen";"rassemblement";"0.5150350"
"cotesdarmor";"servicespublics";"0.6701469"
"DelitDentraveIVG";"IVG";"0.5367310"
"EcologieFi";"FranceInsoumise";"0.5975546"
"EcologieFi";"JLM2017";"0.5661400"
"EcologieFi";"JLMChiffrage";"0.5870007"
"EcologieFi";"JLMStrasbourg";"0.5349053"
"EELV";"Jadot";"0.5312326"
"égalité";"liberté";"0.5686518"
"EnMarche";"LaFranceEnMarche";"0.5595080"
"EnMarche";"Macron2017";"0.6226953"
"EnMarche";"MacronToulon";"0.5578410"
"EnMarche";"PandaLive";"0.5396561"
"EnMarche";"ProgrammeEM";"0.5692040"
"EPlenary";"StopCETA";"0.5316515"
"fairebattrelecoeurdelafrance";"Hamon2017";"0.5883934"
"fairebattrelecoeurdelafrance";"rassemblement";"0.5010979"
"Fillon";"Juppé";"0.5225065"
"Fillon";"Macron";"0.5470632"
"Fillon";"PenelopeGate";"0.5321902"
"Fillon2017";"ProjetFillon";"0.6275172"
"FillonCompiègne";"ProjetFillon";"0.5441754"
"FillonNîmes";"FillonSociétéCivile";"0.6962794"
"FillonNîmes";"SoutienFillon";"0.5642709"
"FillonSociétéCivile";"SoutienFillon";"0.5876235"
"FillonTrocadero";"Trocadero";"0.6435122"
"FranceInsoumise";"JLM2017";"0.6925198"
"FranceInsoumise";"JLMChiffrage";"0.5750614"
"FuturDesirable";"Hamon2017";"0.6171927"
"Gueret";"LaSouterraine";"0.6173770"
"Hamon";"Jadot";"0.5090670"
"Hamon";"LePen";"0.6572671"
"Hamon";"Macron";"0.5863375"
"Hamon";"Mélenchon";"0.7452485"
"Hamon2017";"Portugal";"0.5252959"
"Hamon2017";"rassemblement";"0.5737974"
"Hamon2017";"RevenuUniversel";"0.5727594"
"Hamon2017";"servicespublics";"0.5111387"
"Hamon2017";"transparence";"0.5388167"
"Hollande";"Macron";"0.6141534"
"JeSoutiensLaPolice";"Marine2017";"0.5260785"
"JeSoutiensLaPolice";"policiers";"0.5054582"
"JLM2017";"JLMChiffrage";"0.5199584"
"JLM2017";"JLMHologramme";"0.5327888"
"JLM2017";"Obsinsoumis";"0.6427402"
"JLMChiffrage";"JLMStrasbourg";"0.6633780"
"Jura";"Marine2017";"0.5507841"
"Jura";"MLPTF1";"0.5300566"
"justicepourtheo";"ViolencesPolicieres";"0.5503623"
"LaFranceEnMarche";"Macron2017";"0.6801979"
"LaFranceEnMarche";"MacronCaen";"0.5026945"
"LaFranceEnMarche";"ProgrammeEM";"0.5042547"
"LaSouterraine";"Portugal";"0.5350079"
"LePen";"Macron";"0.5179463"
"LePen";"Mélenchon";"0.6184459"
"LeVraiMacron";"Marine2017";"0.5780570"
"LeVraiMacron";"MLPTF1";"0.5662420"
"Liban";"MLPTF1";"0.5173506"
"MacronCaen";"ProgrammeEM";"0.5182963"
"MacronToulon";"ProgrammeEM";"0.5317333"
"Marine2017";"Menton";"0.5040180"
"Marine2017";"migrants";"0.5182579"
"Marine2017";"MLPTF1";"0.6837018"
"Marine2017";"MontSaintMichel";"0.6451210"
"Marine2017";"NantesMLP";"0.5503919"
"Marine2017";"Pierrelatte";"0.6133701"
"Menton";"MLPTF1";"0.5712017"
"Menton";"Pierrelatte";"0.5879034"
"migrants";"MLPTF1";"0.5182839"
"migrants";"Pierrelatte";"0.5155324"
"MLPTF1";"MontSaintMichel";"0.6517951"
"MLPTF1";"Pierrelatte";"0.7141910"
"MLPTF1";"policiers";"0.5100651"
"MontSaintMichel";"NantesMLP";"0.5208485"
"MontSaintMichel";"Pierrelatte";"0.5469812"
"Normandie";"Rouen";"0.6369312"
"PandaLive";"ProgrammeEM";"0.5020488"
"Paris2024";"VenezPartager";"0.5665600"
"SoutienFillon";"Trocadero";"0.5023970"
"Victoires2017";"VictoiresDeLaMusique";"0.5178183"
