"Hashtag1";"Hashtag2";"Correlation"
"18mars2017";"6eRepublique";"0.6132948"
"18mars2017";"AvenirEnCommun";"0.7396719"
"18mars2017";"EcologieFi";"0.6112678"
"18mars2017";"FranceInsoumise";"0.5775344"
"18mars2017";"JLM2017";"0.6674910"
"8mars";"EgaliteFH";"0.5949305"
"8mars";"JourneeDesDroitsDesFemmes";"0.5288281"
"AgoraLive";"Blois";"0.5770703"
"AgoraLive";"Hamon2017";"0.5802196"
"agriculture";"SIA2017";"0.5354547"
"AuNomDuPeuple";"Aveyron";"0.5831356"
"AuNomDuPeuple";"Beyrouth";"0.5166230"
"AuNomDuPeuple";"BFMPolitique";"0.6065506"
"AuNomDuPeuple";"Cazeneuve";"0.6357033"
"AuNomDuPeuple";"ConférenceMLP";"0.6919939"
"AuNomDuPeuple";"LeVraiMacron";"0.6922763"
"AuNomDuPeuple";"Liban";"0.5145051"
"AuNomDuPeuple";"Marine2017";"0.8808171"
"AuNomDuPeuple";"Menton";"0.5804731"
"AuNomDuPeuple";"MLPTF1";"0.7293709"
"AuNomDuPeuple";"MontSaintMichel";"0.6620224"
"AuNomDuPeuple";"NantesMLP";"0.5585673"
"AuNomDuPeuple";"Pierrelatte";"0.6479250"
"AvecHamon";"Bercy";"0.5508661"
"AvenirEnCommun";"EcologieFi";"0.5045281"
"AvenirEnCommun";"FranceInsoumise";"0.5712049"
"AvenirEnCommun";"JLM2017";"0.6175757"
"Aveyron";"Marine2017";"0.5475805"
"Bayrou";"Hollande";"0.5129473"
"Bayrou";"Juppé";"0.5328683"
"Bayrou";"Macron";"0.7325338"
"Beyrouth";"ConférenceMLP";"0.5297324"
"Beyrouth";"Liban";"0.6571572"
"Beyrouth";"Marine2017";"0.5355968"
"Beyrouth";"NantesMLP";"0.5955605"
"BFMPolitique";"LeVraiMacron";"0.5432723"
"BFMPolitique";"Marine2017";"0.5443877"
"BFMPolitique";"MLPTF1";"0.5472476"
"BFMPolitique";"MontSaintMichel";"0.5276033"
"BFMPolitique";"Pierrelatte";"0.5465925"
"BHLeHavre";"Conf";"0.5919432"
"biodiversité";"climat";"0.5318253"
"Bobigny";"Theo";"0.5353733"
"Brest";"Conf";"0.5174546"
"Brest";"Hamon2017";"0.5211050"
"Bretagne";"Zeus";"0.5828438"
"Cazeneuve";"LeVraiMacron";"0.5506463"
"Cazeneuve";"Marine2017";"0.5893528"
"Cazeneuve";"MLPTF1";"0.5648858"
"Cazeneuve";"MontSaintMichel";"0.5322292"
"Cazeneuve";"Pierrelatte";"0.5427106"
"CETA";"EPlenary";"0.5070998"
"CETA";"PlenPE";"0.5558963"
"CETA";"StopCETA";"0.7059709"
"Conf";"entrepreneuriat";"0.5866219"
"Conf";"Europe";"0.5356860"
"ConférenceMLP";"LeVraiMacron";"0.6210164"
"ConférenceMLP";"Marine2017";"0.6671988"
"ConférenceMLP";"Menton";"0.7456457"
"ConférenceMLP";"MLPTF1";"0.6780366"
"ConférenceMLP";"MontSaintMichel";"0.6635874"
"ConférenceMLP";"NantesMLP";"0.5277642"
"ConférenceMLP";"Pierrelatte";"0.6624067"
"ConseilCitoyen";"Hamon2017";"0.6035913"
"ConseilCitoyen";"rassemblement";"0.5596195"
"cotesdarmor";"servicespublics";"0.6819418"
"DelitDentraveIVG";"IVG";"0.5510934"
"DirectAN";"QAG";"0.6028109"
"E1Soir";"TDInfos";"0.5069716"
"EcologieFi";"FranceInsoumise";"0.5432591"
"EcologieFi";"JLM2017";"0.5785304"
"EcologieFi";"JLMChiffrage";"0.5940775"
"EcologieFi";"JLMStrasbourg";"0.5725607"
"EELV";"Hamon";"0.5069549"
"EELV";"Jadot";"0.5662602"
"EllesMarchent";"ProgrammeEM";"0.5511243"
"emploi";"formation";"0.5026533"
"EnMarche";"LaFranceEnMarche";"0.5016591"
"EnMarche";"Macron2017";"0.6126554"
"EnMarche";"MacronCaen";"0.5304965"
"EnMarche";"MacronGironde";"0.5642613"
"EnMarche";"MacronToulon";"0.5771116"
"EnMarche";"ProgrammeEM";"0.5851764"
"Europe";"Portugal";"0.5023120"
"fairebattrelecoeurdelafrance";"Hamon2017";"0.5881506"
"Fillon";"Juppé";"0.6360078"
"Fillon";"Macron";"0.5750957"
"Fillon";"PenelopeGate";"0.5139948"
"Fillon";"Sarkozy";"0.5401834"
"Fillon2017";"ProjetFillon";"0.6497230"
"FillonNîmes";"FillonSociétéCivile";"0.6467931"
"FillonNîmes";"SoutienFillon";"0.5157082"
"FillonOrléans";"FillonPresident";"0.5835712"
"FillonSociétéCivile";"SoutienFillon";"0.5230144"
"FillonTrocadero";"Trocadero";"0.6134380"
"FranceInsoumise";"JLM2017";"0.7066885"
"FranceInsoumise";"PlanB";"0.5399473"
