"Hashtag1";"Hashtag2";"Correlation"
"18mars";"JLM2017";"0.5083662"
"18mars2017";"6eRepublique";"0.7811581"
"18mars2017";"AvenirEnCommun";"0.6895524"
"18mars2017";"Bastille";"0.6831975"
"18mars2017";"EcologieFi";"0.6237707"
"18mars2017";"FranceInsoumise";"0.6350210"
"18mars2017";"JaiBastille";"0.8136438"
"18mars2017";"JLM2017";"0.7642241"
"6eRepublique";"AvenirEnCommun";"0.5881509"
"6eRepublique";"EcologieFi";"0.6000504"
"6eRepublique";"FranceInsoumise";"0.6496596"
"6eRepublique";"JaiBastille";"0.7757510"
"6eRepublique";"JLM2017";"0.7193803"
"ADMD";"Admd2017";"0.8239982"
"ADMD";"findevie";"0.6881266"
"Admd2017";"findevie";"0.7399035"
"AgoraLive";"ConseilCitoyen";"0.5618183"
"AgoraLive";"fairebattrelecoeurdelafrance";"0.5116665"
"AgoraLive";"Hamon2017";"0.5610628"
"agriculteurs";"Gers";"0.5473596"
"agriculteurs";"MLPTF1";"0.5073334"
"agriculteurs";"RSI";"0.5029201"
"agriculture";"SIA2017";"0.5160689"
"AuNomDuPeuple";"AvecMarine";"0.5906310"
"AuNomDuPeuple";"Aveyron";"0.5720368"
"AuNomDuPeuple";"BFMPolitique";"0.5577358"
"AuNomDuPeuple";"Cazeneuve";"0.6379102"
"AuNomDuPeuple";"ConférenceMLP";"0.7539475"
"AuNomDuPeuple";"DebatTF1";"0.5609945"
"AuNomDuPeuple";"ErnotteGate";"0.6209097"
"AuNomDuPeuple";"Gers";"0.7006286"
"AuNomDuPeuple";"LeVraiMacron";"0.6966030"
"AuNomDuPeuple";"Marine2017";"0.9051888"
"AuNomDuPeuple";"MetzMLP";"0.6320996"
"AuNomDuPeuple";"MLPTF1";"0.7420930"
"AuNomDuPeuple";"MontSaintMichel";"0.6654488"
"AuNomDuPeuple";"NantesMLP";"0.5199463"
"AuNomDuPeuple";"Pierrelatte";"0.6670932"
"AuNomDuPeuple";"policiers";"0.6626938"
"AuNomDuPeuple";"RSI";"0.6553849"
"AuNomDuPeuple";"SaintRaphaël";"0.8103909"
"AvecHamon";"Bercy";"0.6052055"
"AvecMarine";"ConférenceMLP";"0.5250296"
"AvecMarine";"Marine2017";"0.5968927"
"AvecMarine";"MLPTF1";"0.5118352"
"AvecMarine";"SaintRaphaël";"0.5630645"
"AvenirEnCommun";"EcologieFi";"0.5253586"
"AvenirEnCommun";"FranceInsoumise";"0.5846481"
"AvenirEnCommun";"JaiBastille";"0.5310981"
"AvenirEnCommun";"JLM2017";"0.6238214"
"Aveyron";"Gers";"0.5412597"
