"Hashtag1";"Hashtag2";"Correlation"
"Alep";"Syrie";"0.5854117"
"AnisAmri";"AuNomDuPeuple";"0.5744284"
"AnisAmri";"ConventionMLP";"0.5403658"
"AnisAmri";"LeVraiFillon";"0.5784009"
"AnisAmri";"Marine2017";"0.5336807"
"AnisAmri";"Schengen";"0.6822659"
"AuNomDuPeuple";"ConventionMLP";"0.8469745"
"AuNomDuPeuple";"FaitesLeBonChoix";"0.6594033"
"AuNomDuPeuple";"Guyane";"0.7041316"
"AuNomDuPeuple";"LeVraiFillon";"0.8180369"
"AuNomDuPeuple";"Marine2017";"0.8756560"
"AuNomDuPeuple";"RSI";"0.5758291"
"AuNomDuPeuple";"Schengen";"0.5468259"
"AvecMV";"Valls2017";"0.7975659"
"AvecPeillon";"ONPC";"0.6208655"
"AvecPeillon";"peillon2017";"0.7373255"
"AvecPeillon";"PeillonLibé";"0.5770363"
"Bayrou";"Fillon";"0.5033303"
"Bayrou";"Macron";"0.5505066"
"benoithamon2017";"Hamon2017";"0.6226995"
"CES2017";"FrenchTech";"0.5465260"
"CES2017";"innovation";"0.5321439"
"CES2017";"LasVegas";"0.5062669"
"CES2017";"startup";"0.5082381"
"Clermont";"Liévin";"0.5062702"
"Clermont";"Valls2017";"0.5686120"
"CNPS";"PrimairesCitoyennes";"0.5194578"
"ConfDePresse";"Hamon2017";"0.5086037"
"ConfDePresse";"QuestionsPol";"0.6392856"
"ConfDePresse";"RevenuUniversel";"0.5749594"
"Conferasmus";"Erasmus";"0.6045595"
"ConventionMLP";"FaitesLeBonChoix";"0.5507782"
"ConventionMLP";"Guyane";"0.7210332"
"ConventionMLP";"LeVraiFillon";"0.7430523"
"ConventionMLP";"Marine2017";"0.7876151"
"ConventionMLP";"RSI";"0.5949534"
"ConventionMLP";"Schengen";"0.5552716"
"DirectAN";"QAG";"0.5061087"
"En2017";"Paris";"0.5546115"
"Europe";"peillon2017";"0.5699379"
"FaitesLeBonChoix";"LeVraiFillon";"0.6026196"
"FaitesLeBonChoix";"Marine2017";"0.6455072"
"Fillon";"Macron";"0.6604809"
"FillonNice";"VoeuxFillon";"0.6071527"
"FrenchTech";"innovation";"0.5749593"
"FrenchTech";"LasVegas";"0.5165481"
"FrenchTech";"startup";"0.5363190"
"Guyane";"LeVraiFillon";"0.5066697"
"Guyane";"Marine2017";"0.6638005"
"Guyane";"RSI";"0.5102032"
"Hamon";"Valls";"0.5248520"
"Hamon2017";"Montpellier";"0.6176915"
"Hamon2017";"QuestionsPol";"0.5054105"
"Hamon2017";"RevenuUniversel";"0.6764751"
"Hollande";"Valls";"0.5334513"
"innovation";"numérique";"0.5273964"
"JLM2017";"Mélenchon";"0.5140827"
"LEmissionPolitique";"Valls2017";"0.5932917"
"LeVraiFillon";"Marine2017";"0.7917214"
"Liévin";"Valls2017";"0.5728600"
"Marine2017";"RSI";"0.5626616"
"Marine2017";"Schengen";"0.5919176"
"Merkel";"Poutine";"0.5843260"
"Merkel";"Trump";"0.5743507"
"Météo";"neige";"0.5026659"
"Météo";"verglas";"0.5197369"
"Montebourg";"Montebourg2017";"0.7279053"
"Montpellier";"QuestionsPol";"0.5394373"
"Montpellier";"RevenuUniversel";"0.6630559"
"neige";"verglas";"0.7411950"
"Obama";"Poutine";"0.5072032"
"Obama";"Russie";"0.5252432"
"Obama";"Trump";"0.5082417"
"ONPC";"peillon2017";"0.7098245"
"Paris";"ParisSeSouvient";"0.5143198"
"peillon2017";"PeillonLibé";"0.6464840"
"peillon2017";"projet";"0.6383456"
"peillon2017";"SécuritéSociale";"0.5132145"
"Pinel2017";"PRG";"0.6909560"
"Poutine";"Russie";"0.6712547"
"Poutine";"Trump";"0.6355840"
"QuestionsPol";"RevenuUniversel";"0.6691905"
"Uber";"VTC";"0.7493871"
