"Hashtag1";"Hashtag2";"Correlation"
"6eRepublique";"AvenirEnCommun";"0.5048552"
"6eRepublique";"JLMHologramme";"0.5358011"
"Alfortville";"JeVoteValls";"0.8121657"
"Alfortville";"Valls2017";"0.5847634"
"Argenteuil";"Bobigny";"0.5066877"
"AssisesMLP";"AuNomDuPeuple";"0.7191362"
"AssisesMLP";"Beyrouth";"0.5482511"
"AssisesMLP";"LeVraiFillon";"0.6186773"
"AssisesMLP";"Marine2017";"0.7471472"
"AssisesMLP";"Menton";"0.5242239"
"AssisesMLP";"MLPTF1";"0.6218222"
"Aulnay";"Theo";"0.5547076"
"AuNomDuPeuple";"Beyrouth";"0.5818219"
"AuNomDuPeuple";"JeChoisisMarine";"0.6044663"
"AuNomDuPeuple";"JeSoutiensLaPolice";"0.7096117"
"AuNomDuPeuple";"LeVraiFillon";"0.6741225"
"AuNomDuPeuple";"LeVraiMacron";"0.5336563"
"AuNomDuPeuple";"Liban";"0.5512133"
"AuNomDuPeuple";"Marine2017";"0.8854257"
"AuNomDuPeuple";"Menton";"0.5775141"
"AuNomDuPeuple";"MLPTF1";"0.7868965"
"AvenirEnCommun";"FranceInsoumise";"0.6218927"
"AvenirEnCommun";"JLM2017";"0.7941435"
"AvenirEnCommun";"JLMChiffrage";"0.6188721"
"AvenirEnCommun";"JLMHologramme";"0.6498304"
"Bayrou";"Macron";"0.6522974"
"benoithamon2017";"Hamon2017";"0.5550197"
"Beyrouth";"JeSoutiensLaPolice";"0.5101910"
"Beyrouth";"Liban";"0.6200639"
"Beyrouth";"Marine2017";"0.5583797"
"Bobigny";"Theo";"0.5452543"
"CETA";"EPlenary";"0.5378326"
"CETA";"StopCETA";"0.6936337"
"ConfAlimentation";"LaSouterraine";"0.5742984"
"ConfAlimentation";"Portugal";"0.5429508"
"DelitDentraveIVG";"IVG";"0.6528730"
"EnMarche";"LaFranceEnMarche";"0.5338736"
"EnMarche";"Macron2017";"0.6450363"
"EnMarche";"MacronLyon";"0.5038310"
"EnMarche";"MacronToulon";"0.5599175"
"EnMarche";"PandaLive";"0.5364771"
"EPlenary";"StopCETA";"0.5353283"
"Fillon";"LePen";"0.5077069"
"Fillon";"Macron";"0.5569846"
"Fillon";"PenelopeGate";"0.7015073"
"Fillon2017";"FillonLaVillette";"0.6118168"
"Fillon2017";"FillonPresident";"0.5523292"
"Fillon2017";"ProjetFillon";"0.5591310"
"FillonCharleville";"Séguin";"0.5273520"
"FillonCompiègne";"ProjetFillon";"0.5228938"
"FillonGate";"PenelopeFillon";"0.5021644"
"FillonGate";"PenelopeGate";"0.5505656"
"FillonPoitiers";"Séguin";"0.5187727"
"FranceInsoumise";"JLM2017";"0.7548479"
"FranceInsoumise";"JLMChiffrage";"0.5644440"
"FranceInsoumise";"JLMHologramme";"0.5763789"
"FRANOR";"Handball2017";"0.7718003"
"Gueret";"LaSouterraine";"0.5150804"
"Hamon";"LePen";"0.5464209"
"Hamon";"Macron";"0.5785093"
"Hamon";"Mélenchon";"0.6496574"
"Hamon";"PrimairesGauche";"0.5223079"
"Hamon";"PS";"0.5208350"
"Hamon";"Valls";"0.6104859"
"Hamon2017";"Mutualité";"0.6783447"
"Hamon2017";"Portugal";"0.5160239"
"Hamon2017";"RevenuUniversel";"0.5388410"
"Hollande";"Macron";"0.5441667"
"JeChoisisMarine";"JeSoutiensLaPolice";"0.6276193"
"JeChoisisMarine";"LePionMacron";"0.5044578"
"JeChoisisMarine";"Marine2017";"0.5778334"
"JeSoutiensLaPolice";"Marine2017";"0.6065739"
"JeSoutiensLaPolice";"MLPTF1";"0.5003792"
"JeVoteValls";"Valls2017";"0.7279782"
"JLM2017";"JLMChiffrage";"0.5668636"
"JLM2017";"JLMHologramme";"0.6398792"
"JLMChiffrage";"JLMHologramme";"0.5656579"
"JLMChiffrage";"JLMStrasbourg";"0.6239422"
"JLMHologramme";"JLMStrasbourg";"0.5308550"
"Jura";"MLPTF1";"0.5003477"
"LaFranceEnMarche";"Macron2017";"0.5469644"
"LaSouterraine";"Portugal";"0.6040642"
"LEmissionPolitique";"Marine2017";"0.5094680"
"LEmissionPolitique";"MLPTF1";"0.5342748"
"LePen";"Macron";"0.5324948"
"LePen";"Mélenchon";"0.5848699"
"LeVraiFillon";"Marine2017";"0.6157029"
"LeVraiFillon";"Menton";"0.5701739"
"LeVraiFillon";"MLPTF1";"0.6047600"
"LeVraiMacron";"Marine2017";"0.5073423"
"Liban";"Marine2017";"0.5146642"
"Liban";"MLPTF1";"0.5537855"
"MadeForSharing";"Paris2024";"0.5754562"
"Marine2017";"Menton";"0.5474292"
"Marine2017";"MLPTF1";"0.7257873"
"Menton";"MLPTF1";"0.6185219"
"Paris2024";"Sharing";"0.7489723"
"Victoires2017";"VictoiresDeLaMusique";"0.6253741"
