"Hashtag1";"Hashtag2";"Correlation"
"13Novembre2015";"FluctuatNecMergitur";"0.5919168"
"13Novembre2015";"ParisSeSouvient";"0.5922652"
"20hMLP";"AuNomDuPeuple";"0.5267918"
"20hMLP";"ConventionMLP";"0.6208613"
"8h30Aphatie";"franceinfo";"0.5132168"
"AccordDeParis";"climat";"0.5896670"
"AccordDeParis";"COP21";"0.6279659"
"AccordDeParis";"COP22";"0.5376863"
"AccordDeParis";"ParisAgreement";"0.6811888"
"AccordDeParis";"SmileForThePlanet";"0.7544326"
"AJ2017";"AJBordeaux";"0.5704507"
"AJ2017";"AJToulon";"0.6051065"
"AJ2017";"AJZenith";"0.6851872"
"AJ2017";"DimanchePolitique";"0.5300341"
"AJ2017";"LE20H";"0.6201427"
"AJ2017";"TousJuppe";"0.7837450"
"AJ2017";"VivementJuppe";"0.7232128"
"AJBordeaux";"AJZenith";"0.5556998"
"AJBordeaux";"TousJuppe";"0.6205828"
"AJBordeaux";"VivementJuppe";"0.5363687"
"AJToulon";"DimanchePolitique";"0.5775254"
"AJToulon";"LE20H";"0.5250677"
"AJToulon";"TousJuppe";"0.6180554"
"AJZenith";"TousJuppe";"0.6308033"
"AJZenith";"VivementJuppe";"0.6261177"
"ANOC";"ANOCGA2016";"0.8992512"
"ANOC";"Paris2024";"0.7687054"
"ANOCGA2016";"Paris2024";"0.7988541"
"ANOCGA2016";"ParisSeSouvient";"0.5241942"
"AuNomDuPeuple";"JeSoutiensLaPolice";"0.5567376"
"AuNomDuPeuple";"migrants";"0.5662517"
"AvecBLM";"renouveau";"0.5612945"
"AvecNS";"NS2017";"0.5849710"
"AvecNS";"NS20H";"0.6639466"
"AvecNS";"NSMarseille";"0.5427361"
"AvecNS";"NSNice";"0.5858132"
"AvecNS";"NSNimes";"0.5178335"
"AvecNS";"ToutPourLaFrance";"0.8263776"
"Bataclan";"Sting";"0.5031222"
"Bayrou";"Juppé";"0.5267235"
"Berges";"ConseildeParis";"0.5095536"
"Calais";"jungleDeCalais";"0.5108158"
"CETA";"TAFTA";"0.5018614"
"climat";"COP21";"0.5211313"
"climat";"COP22";"0.5726680"
"climat";"ParisAgreement";"0.5330648"
"Clinton";"ElectionNight";"0.5926859"
"Clinton";"Trump";"0.7753803"
"ConseildeParis";"Paris";"0.6289396"
"COP21";"ParisAgreement";"0.5963651"
"COP21";"SmileForThePlanet";"0.5461212"
"COP22";"Marrakech";"0.6497623"
"DirectAN";"PLF2017";"0.5177406"
"DirectIDF";"IDF";"0.5146800"
"directsénat";"Sénat";"0.6021260"
"Election2016";"ElectionNight";"0.5194544"
"ElectionNight";"Trump";"0.6058555"
"fichierTes";"TES";"0.6249173"
"Fillon";"Fillon2017";"0.5964482"
"Fillon";"FillonGagnant";"0.6062015"
"Fillon";"Juppé";"0.5168854"
"Fillon";"LEmissionPolitique";"0.5237041"
"Fillon2017";"FillonGagnant";"0.8299899"
"FluctuatNecMergitur";"Paris";"0.5348964"
"FluctuatNecMergitur";"ParisSeSouvient";"0.8510012"
"FluctuatNecMergitur";"stationnement";"0.5137132"
"FranceInsoumise";"JLM2017";"0.6847083"
"HDP";"Turquie";"0.6298842"
"Hollande";"Valls";"0.6413414"
"innovation";"numérique";"0.5571483"
"itele";"JeSoutiensItele";"0.6537399"
"JLM2017";"Mélenchon";"0.5053531"
"Juppé";"Sarkozy";"0.5486110"
"LaBAP";"PrendsGarde";"0.5511547"
"LaBAP";"Tours";"0.5727913"
"LaBAP";"UE";"0.7096414"
"LaBAP";"UEngagement";"0.7195890"
"LaPrimaireLeDebat";"PrimaireLeDebat";"0.6581880"
"LE20H";"TousJuppe";"0.6364905"
"LE20H";"VivementJuppe";"0.5217727"
"LeMans";"UEngagement";"0.5503671"
"ManifPolice";"PoliciersEnColere";"0.5952886"
"Meyzieu";"ToutPourLaFrance";"0.6722671"
"migrants";"Trump";"0.5201831"
"Nîmes";"NSNimes";"0.6498144"
"NS2017";"ToutPourLaFrance";"0.6535769"
"NS20H";"NSBordeaux";"0.5343425"
"NS20H";"NSNice";"0.5673269"
"NS20H";"ToutPourLaFrance";"0.6211505"
"NSBordeaux";"NSRTL";"0.6813428"
"NSBordeaux";"ToutPourLaFrance";"0.5968800"
"NSMarseille";"NSNice";"0.6080440"
"NSMarseille";"NSNimes";"0.6216346"
"NSMarseille";"ToutPourLaFrance";"0.5932480"
"NSNice";"NSNimes";"0.6988854"
"NSNice";"NSRTL";"0.5864989"
"NSNice";"ToutPourLaFrance";"0.6392647"
"NSNimes";"ToutPourLaFrance";"0.5876617"
"NSRTL";"ToutPourLaFrance";"0.5640988"
"Paris";"ParisSeSouvient";"0.5272375"
"Paris";"stationnement";"0.5874928"
"ParisAgreement";"SmileForThePlanet";"0.6596173"
"PrendsGarde";"Tours";"0.5109344"
"PrendsGarde";"UEngagement";"0.5689852"
"Primaire";"Primaire2016";"0.5193546"
"Primaire2016";"PrimaireDroite";"0.5316620"
"TousJuppe";"VivementJuppe";"0.6421226"
