"Hashtag1";"Hashtag2";"Correlation"
"8h30Aphatie";"franceinfo";"0.5567059"
"Alfortville";"JeVoteValls";"0.6257045"
"Alfortville";"Valls2017";"0.5972612"
"AuNomDuPeuple";"Calais";"0.5656993"
"AuNomDuPeuple";"ConventionMLP";"0.5954594"
"AuNomDuPeuple";"Koblenz";"0.6235162"
"AuNomDuPeuple";"LeVraiFillon";"0.7334589"
"AuNomDuPeuple";"Marine2017";"0.8706229"
"AuNomDuPeuple";"migrants";"0.5720040"
"AuNomDuPeuple";"MLPTF1";"0.6376297"
"AuNomDuPeuple";"RSI";"0.5086227"
"AvecMV";"AvecValls";"0.5370834"
"AvecMV";"Valls2017";"0.7632973"
"AvecMV";"VallsParis";"0.5129338"
"AvecPeillon";"ONPC";"0.6830586"
"AvecPeillon";"peillon2017";"0.8700959"
"AvecValls";"JeVoteValls";"0.5513099"
"AvecValls";"Valls2017";"0.6618223"
"AvecValls";"VallsParis";"0.6120661"
"benoithamon2017";"Hamon2017";"0.6262822"
"Brest";"Bretagne";"0.5017285"
"Budget2017";"DirectIDF";"0.6211199"
"Calais";"Koblenz";"0.5149485"
"Calais";"migrants";"0.5613772"
"CES2017";"FrenchTech";"0.5804935"
"ClermontFerrand";"RevenuUniversel";"0.5431939"
"CNlesRépublicains";"Fillon2017";"0.6027262"
"CNlesRépublicains";"JTFillon";"0.5808231"
"concert";"musique";"0.5693970"
"ConfDePresse";"QuestionsPol";"0.6348394"
"ConfDePresse";"RevenuUniversel";"0.5524243"
"Conferasmus";"Erasmus";"0.6153048"
"Conferasmus";"ErasmusPlus";"0.6817872"
"ConventionMLP";"Koblenz";"0.5475887"
"ConventionMLP";"LeVraiFillon";"0.6885386"
"ConventionMLP";"Marine2017";"0.6186739"
"ConventionMLP";"MLPTF1";"0.5851077"
"ConventionMLP";"Tromelin";"0.5315921"
"DelitDentraveIVG";"IVG";"0.6030729"
"En2017";"Paris";"0.5188462"
"En2017";"StopPollution";"0.5663242"
"EnMarche";"LaMajoritéEnMarche";"0.5010945"
"Fillon";"Hamon";"0.5161383"
"Fillon";"Macron";"0.6656272"
"Fillon";"PenelopeFillon";"0.5047913"
"Fillon";"PenelopeGate";"0.5580746"
"Fillon";"Trump";"0.5217320"
"Fillon";"Valls";"0.5547576"
"Fillon2017";"JTFillon";"0.5181253"
"Fillon2017";"VoeuxFillon";"0.5395763"
"FillonNice";"LE20H";"0.5919473"
"FillonNice";"VoeuxFillon";"0.5254944"
"FranceInsoumise";"JLM2017";"0.6618462"
"FranceInter";"Uber";"0.5398417"
"FRASLO";"Paris2024";"0.5025739"
"FrenchTech";"startups";"0.5070536"
"Hamon";"Macron";"0.5249332"
"Hamon";"PrimairesGauche";"0.5103974"
"Hamon";"Valls";"0.6950118"
"Hamon2017";"INJ";"0.6822330"
"Hamon2017";"RevenuUniversel";"0.6475285"
"Hamon2017";"RUE";"0.6499316"
"Handball2017";"PhenomenalHandball";"0.7658599"
"INJ";"Montpellier";"0.5413651"
"INJ";"RevenuUniversel";"0.6590357"
"Israel";"Jerusalem";"0.5953048"
"Jaures";"Montebourg";"0.5806917"
"Jaures";"Montebourg2017";"0.7401443"
"JeVoteValls";"Valls2017";"0.6953006"
"JeVoteValls";"VallsParis";"0.5557859"
"JeVoteValls";"VallsTF1";"0.5691570"
"JRG";"Pinel2017";"0.5286915"
"JRG";"PRG";"0.5468121"
"JRG";"SylviaPinel";"0.5424607"
"Koblenz";"LeVraiFillon";"0.5557620"
"Koblenz";"Marine2017";"0.5690015"
"Koblenz";"MLPTF1";"0.5603673"
"LCI";"Uber";"0.5001327"
"LeVraiFillon";"Marine2017";"0.7247724"
"LeVraiFillon";"MLPTF1";"0.5308846"
"Liévin";"Valls2017";"0.5364085"
"Macron";"Trump";"0.5103440"
"Macron";"Valls";"0.5474162"
"Marine2017";"migrants";"0.5073947"
"Marine2017";"MLPTF1";"0.6069332"
"mer";"VG2016";"0.5475958"
"Montebourg";"Montebourg2017";"0.6135876"
"Montpellier";"RevenuUniversel";"0.5539954"
"neige";"verglas";"0.6870176"
"neige";"vigilance";"0.5071634"
"neige";"VigilanceOrange";"0.5459621"
"ONPC";"peillon2017";"0.6846397"
"peillon2017";"PeillonLibé";"0.5096134"
"PenelopeFillon";"PenelopeGate";"0.6122389"
"Pinel";"Pinel2017";"0.6342440"
"Pinel";"PRG";"0.5335179"
"Pinel2017";"PRG";"0.6321107"
"Pinel2017";"SylviaPinel";"0.6345335"
"Poutine";"Trump";"0.5064059"
"PrimaireGauche";"PrimairesGauche";"0.5475584"
"QuestionsPol";"RevenuUniversel";"0.5852094"
"Valls2017";"VallsParis";"0.6794505"
"Valls2017";"VallsTF1";"0.5397625"
"VendeeGlobe";"VG2016";"0.5495665"
"verglas";"VigilanceOrange";"0.6199636"
