"Hashtag1";"Hashtag2";"Correlation"
"19hRuthElkrief";"LeDirectFerrari";"0.5392743"
"Alep";"Aleppo";"0.5076730"
"Alep";"Syrie";"0.7031583"
"AuNomDuPeuple";"ConventionMLP";"0.5171977"
"AuNomDuPeuple";"Fillon";"0.5163011"
"AuNomDuPeuple";"Guyane";"0.5976843"
"AuNomDuPeuple";"LeGrandJury";"0.5065125"
"AuNomDuPeuple";"LeVraiFillon";"0.6737841"
"AuNomDuPeuple";"Marine2017";"0.6677837"
"AuNomDuPeuple";"Mayotte";"0.5774345"
"AuNomDuPeuple";"MLPTF1";"0.5665290"
"AuNomDuPeuple";"SalonDuCheval";"0.5754930"
"AvecMV";"CeQuiNousRassemble";"0.6075809"
"AvecMV";"Valls2017";"0.7805329"
"AvenirEnCommun";"FranceInsoumise";"0.8001225"
"AvenirEnCommun";"JLM2017";"0.7963510"
"BAP";"ConventionBAP";"0.5759198"
"BAP";"LaBAP";"0.5562334"
"benoithamon2017";"Hamon2017";"0.7053558"
"benoithamon2017";"Japy";"0.7711329"
"benoithamon2017";"RevenuUniversel";"0.5646075"
"Castro";"Royal";"0.5725247"
"Cazeneuve";"Hollande";"0.5423284"
"Cazeneuve";"Valls";"0.5286287"
"CeQuiNousRassemble";"Valls2017";"0.7679277"
"circulationalternee";"IDF";"0.5194660"
"circulationalternee";"PicDePollution";"0.5418816"
"circulationalternee";"pollution";"0.6427050"
"CNPS";"ConventionBAP";"0.5167442"
"CNPS";"LaBAP";"0.5587250"
"CNPS";"PrimairesCitoyennes";"0.5488258"
"ConseildeParis";"Paris";"0.5823583"
"ConventionBAP";"LaBAP";"0.7244418"
"ConventionBAP";"PrendsGarde";"0.5410254"
"ConventionBAP";"PrimairesCitoyennes";"0.5810610"
"ConventionMLP";"Fillon";"0.5034272"
"ConventionMLP";"LeVraiFillon";"0.5538265"
"ConventionMLP";"Marine2017";"0.5260035"
"ConventionMLP";"SalonDuCheval";"0.6021182"
"DelitDentraveIVG";"IVG";"0.6077519"
"diesel";"Paris";"0.6388671"
"DimPol";"France3";"0.6832803"
"DimPol";"FranceInter";"0.5227402"
"DimPol";"QuestionsPol";"0.5257790"
"EnMarche";"revolutionenmarche";"0.5532426"
"Fillon";"LeVraiFillon";"0.5407271"
"Fillon";"Macron";"0.5141033"
"France3";"FranceInter";"0.6128718"
"France3";"QuestionsPol";"0.6557107"
"FranceInsoumise";"JLM2017";"0.7802788"
"FranceInter";"QuestionsPol";"0.6939128"
"Guyane";"LaRéunion";"0.6482211"
"Guyane";"LeVraiFillon";"0.5753286"
"Guyane";"Marine2017";"0.5447990"
"Guyane";"Mayotte";"0.7442328"
"Guyane";"referendumcostituzionale";"0.5047056"
"Guyane";"SalonDuCheval";"0.6109455"
"Hamon2017";"Japy";"0.8456592"
"Hamon2017";"LEmissionPolitique";"0.5710160"
"Hamon2017";"RevenuUniversel";"0.6445315"
"Hollande";"Macron";"0.5478439"
"Hollande";"Valls";"0.5789478"
"IDF";"PicDePollution";"0.5485975"
"innovation";"startup";"0.5196533"
"Japy";"RevenuUniversel";"0.5183928"
"JLM2017";"TF1";"0.5099745"
"LaBAP";"PrimairesCitoyennes";"0.5925253"
"LaRéunion";"LeGrandJury";"0.5571439"
"LaRéunion";"LeVraiFillon";"0.5036052"
"LaRéunion";"Mayotte";"0.6936696"
"LaRéunion";"MLPOutremer";"0.5432193"
"LaRéunion";"SalonDuCheval";"0.5914158"
"LeDirectFerrari";"Les4Vérités";"0.6436859"
"LeGrandJury";"MLPOutremer";"0.6197818"
"LeGrandJury";"MLPTF1";"0.5429498"
"LeVraiFillon";"Marine2017";"0.5659767"
"LeVraiFillon";"Mayotte";"0.5503478"
"LeVraiFillon";"MLPTF1";"0.5513168"
"LeVraiFillon";"SalonDuCheval";"0.6785803"
"LoiTravail";"smic";"0.5475581"
"Macron";"Valls";"0.5224786"
"Mayotte";"SalonDuCheval";"0.5778967"
"Noël";"Telethon2016";"0.5039494"
"Paris";"StopPollution";"0.5740116"
"PLF2017";"Sénat";"0.5001111"
"PrendsGarde";"PrimairesCitoyennes";"0.5358547"
"sida";"VIH";"0.5424621"
"startup";"startups";"0.5386356"
"Uber";"VTC";"0.6711169"
