"Hashtag1";"Hashtag2";"Correlation"
"AccordDeParis";"climat";"0.5423107"
"AccordDeParis";"COP21";"0.5912574"
"AccordDeParis";"COP22";"0.5396133"
"AccordDeParis";"ParisAgreement";"0.6646780"
"AccordDeParis";"SmileForThePlanet";"0.6776310"
"AJ2017";"AJBordeaux";"0.5446260"
"AJ2017";"AJZenith";"0.6654268"
"AJ2017";"JeVoteJuppé";"0.5431358"
"AJ2017";"JuppéGagnant";"0.6296162"
"AJ2017";"JuppéPrésidentCest";"0.6537937"
"AJ2017";"LE20H";"0.5837205"
"AJ2017";"TousJuppe";"0.7612121"
"AJ2017";"VivementJuppe";"0.7216380"
"AJBordeaux";"TousJuppe";"0.6406676"
"AJBordeaux";"VivementJuppe";"0.5148635"
"AJLille";"TousJuppe";"0.5289924"
"AJNancy";"AJToulouse";"0.5294367"
"AJNancy";"LE20H";"0.6411947"
"AJToulouse";"JuppéPrésidentCest";"0.6107280"
"AJToulouse";"LE20H";"0.5278045"
"AJZenith";"TousJuppe";"0.5765651"
"AJZenith";"VivementJuppe";"0.6240849"
"ANOC";"ANOCGA2016";"0.8714400"
"ANOC";"Paris2024";"0.7096008"
"ANOCGA2016";"Paris2024";"0.7737020"
"AuNomDuPeuple";"ConventionMLP";"0.6240822"
"AuNomDuPeuple";"LeVraiFillon";"0.6161753"
"AuNomDuPeuple";"Marine2017";"0.5124700"
"AuNomDuPeuple";"MIFexpo";"0.5879977"
"AuNomDuPeuple";"migrants";"0.5979531"
"AvecNS";"NS2017";"0.5594802"
"AvecNS";"NS20H";"0.6909137"
"AvecNS";"NSBordeaux";"0.5118138"
"AvecNS";"NSNice";"0.5705353"
"AvecNS";"NSNimes";"0.5458427"
"AvecNS";"ToutPourLaFrance";"0.8209848"
"Bataclan";"Sting";"0.5246558"
"Berges";"Paris";"0.5588698"
"Caen";"Normandie";"0.5545510"
"CàVous";"Mayotte";"0.5661299"
"CitiesForLife";"Paris";"0.5251804"
"climat";"COP22";"0.5958907"
"Clinton";"ElectionNight";"0.5340002"
"Clinton";"Trump";"0.7444179"
"ConseildeParis";"Paris";"0.5853693"
"COP21";"ParisAgreement";"0.6044446"
"COP21";"SmileForThePlanet";"0.5785195"
"COP22";"Marrakech";"0.6199752"
"DirectIDF";"IDF";"0.5074828"
"droite";"gauche";"0.5320023"
"E1Matin";"E1Primaire";"0.5450759"
"ElectionDay";"ElectionNight";"0.5243342"
"ElectionNight";"Trump";"0.5508968"
"Erdogan";"HDP";"0.5052387"
"Erdogan";"Turquie";"0.5570173"
"fichierTes";"TES";"0.5159614"
"Fillon";"Juppé";"0.6819763"
"Fillon";"Laprimaire";"0.5018117"
"Fillon";"PrimaireDroite";"0.5024746"
"Fillon";"Sarkozy";"0.6752976"
"Fillon";"Trump";"0.5764078"
"Fillon2017";"FillonGagnant";"0.6776605"
"Fillon2017";"JeVoteFillon";"0.5877257"
"Fillon2017";"PalaisDesCongrès";"0.5107056"
"Fillon2017";"Vérité";"0.5297058"
"FillonGagnant";"JeVoteFillon";"0.5195371"
"FillonGagnant";"Vérité";"0.5241259"
"FillonLyon";"FillonPresident";"0.5861510"
"FillonPresident";"JeVoteFillon";"0.5360524"
"FillonPresident";"Vérité";"0.5424310"
