"Hashtag1";"Hashtag2";"Correlation"
"6eRepublique";"FranceInsoumise";"0.6488294"
"8h30Aphatie";"franceinfo";"0.5691222"
"Alfortville";"JeVoteValls";"0.6345771"
"Alfortville";"Valls2017";"0.6227580"
"AuNomDuPeuple";"Calais";"0.5188251"
"AuNomDuPeuple";"ConventionMLP";"0.5810419"
"AuNomDuPeuple";"JeChoisisMarine";"0.5314502"
"AuNomDuPeuple";"Koblenz";"0.5379473"
"AuNomDuPeuple";"LeVraiFillon";"0.7301350"
"AuNomDuPeuple";"Marine2017";"0.8830906"
"AuNomDuPeuple";"migrants";"0.5509227"
"AuNomDuPeuple";"MLPTF1";"0.7307445"
"AuNomDuPeuple";"RSI";"0.5707743"
"AvecMV";"AvecValls";"0.5406010"
"AvecMV";"JeVoteValls";"0.5182402"
"AvecMV";"Liévin";"0.5133502"
"AvecMV";"Valls2017";"0.6784891"
"AvecMV";"VallsParis";"0.5107727"
"AvecPeillon";"ONPC";"0.6457156"
"AvecPeillon";"peillon2017";"0.9108373"
"AvecValls";"JeVoteValls";"0.5307534"
"AvecValls";"Valls2017";"0.6519650"
"AvecValls";"VallsParis";"0.5650679"
"AvenirEnCommun";"FranceInsoumise";"0.5726948"
"AvenirEnCommun";"JLM2017";"0.7522341"
"AvenirEnCommun";"LCI";"0.5122756"
"Bayrou";"Macron";"0.5071384"
"benoithamon2017";"Hamon2017";"0.6036247"
"Bretagne";"mer";"0.5205192"
"Budget2017";"DirectIDF";"0.5954338"
"BudgetIDF";"TransportsIDF";"0.5478966"
"Calais";"migrants";"0.5714862"
"CES2017";"FrenchTech";"0.5707457"
"ClermontFerrand";"RevenuUniversel";"0.5413014"
"CNlesRépublicains";"Fillon2017";"0.5961494"
"CNlesRépublicains";"FillonLaVillette";"0.6204003"
"ConfDePresse";"QuestionsPol";"0.6298740"
"ConfDePresse";"RevenuUniversel";"0.5280798"
"Conferasmus";"Erasmus";"0.6507596"
"Conferasmus";"ErasmusPlus";"0.7155273"
"ConseildeParis";"Paris";"0.5368015"
"ConventionMLP";"Koblenz";"0.5569220"
"ConventionMLP";"LeVraiFillon";"0.6159762"
"ConventionMLP";"Marine2017";"0.6430375"
"ConventionMLP";"MLPTF1";"0.5741782"
"ConventionMLP";"Tromelin";"0.5380862"
"CPA";"GarantieJeunes";"0.6332799"
"DelitDentraveIVG";"IVG";"0.5396889"
"DémasquonsMacron";"JeChoisisMarine";"0.5385255"
"En2017";"Paris";"0.5498611"
"En2017";"StopPollution";"0.5734369"
"EnMarche";"LaMajoritéEnMarche";"0.5397548"
"Fillon";"Hamon";"0.5265191"
"Fillon";"Macron";"0.6279199"
"Fillon";"PenelopeGate";"0.6702139"
"Fillon";"Valls";"0.5331468"
"Fillon2017";"FillonLaVillette";"0.6554247"
"FillonNice";"VoeuxFillon";"0.5891744"
"FranceInsoumise";"JLM2017";"0.6371083"
"FranceInsoumise";"LCI";"0.5713457"
"FRANOR";"Handball2017";"0.5887099"
"Hamon";"Hollande";"0.5015751"
"Hamon";"Macron";"0.5770785"
"Hamon";"PrimaireGauche";"0.5385414"
"Hamon";"PrimairesGauche";"0.5820347"
"Hamon";"Valls";"0.7455415"
"Hamon2017";"INJ";"0.6795410"
"Hamon2017";"RevenuUniversel";"0.6353102"
"Hamon2017";"RUE";"0.6437563"
"Handball2017";"PhenomenalHandball";"0.6618867"
"Hollande";"Macron";"0.5097739"
"INJ";"RevenuUniversel";"0.6064148"
"INJ";"RUE";"0.5016779"
"interactiv";"le79inter";"0.5310199"
"Israel";"Jerusalem";"0.5500732"
"Jaures";"Montebourg";"0.6040903"
"Jaures";"Montebourg2017";"0.7354910"
"JeChoisisMarine";"Marine2017";"0.5092140"
"JeVoteValls";"Valls2017";"0.7303553"
"JeVoteValls";"VallsParis";"0.5258530"
"JeVoteValls";"VallsTF1";"0.5439685"
"JLM2017";"LCI";"0.5042291"
"Koblenz";"LeVraiFillon";"0.5040806"
"Koblenz";"Marine2017";"0.5341718"
"Koblenz";"MLPTF1";"0.6062413"
"LaPrimaireLeDebat";"PrimaireLeDebat";"0.5374768"
"LCI";"primairePS";"0.5068759"
"LEmissionPolitique";"LEP";"0.5213817"
"LEmissionPolitique";"Valls2017";"0.5389832"
"LeVraiFillon";"Marine2017";"0.7077253"
"LeVraiFillon";"MLPTF1";"0.6603699"
"LeVraiFillon";"RSI";"0.5140925"
"Liévin";"Valls2017";"0.5616348"
"Macron";"Mélenchon";"0.5289039"
"Macron";"Valls";"0.5481538"
"Marine2017";"MLPTF1";"0.7139670"
"Marine2017";"RSI";"0.5126780"
"mer";"VG2016";"0.5471231"
"MLPTF1";"RSI";"0.5111056"
"Montebourg";"Montebourg2017";"0.6125862"
"neige";"verglas";"0.7492340"
"ONPC";"peillon2017";"0.6874654"
"peillon2017";"PeillonLibé";"0.5041688"
"PenelopeFillon";"PenelopeGate";"0.5692370"
"Pinel";"Pinel2017";"0.6552641"
"Pinel";"PRG";"0.6467376"
"Pinel2017";"PRG";"0.6443331"
"Pinel2017";"SylviaPinel";"0.6529123"
"PrimaireGauche";"PrimairesGauche";"0.5660991"
"QuestionsPol";"RevenuUniversel";"0.5622985"
"STIF";"TransportsIDF";"0.6712792"
"Valls2017";"VallsParis";"0.6600935"
"Valls2017";"VallsTF1";"0.5289830"
"VendeeGlobe";"VG2016";"0.5792765"
