"Hashtag1";"Hashtag2";"Correlation"
"13Novembre2015";"FluctuatNecMergitur";"0.5967462"
"13Novembre2015";"ParisSeSouvient";"0.6111051"
"20hMLP";"AuNomDuPeuple";"0.5320833"
"20hMLP";"ConventionMLP";"0.6225126"
"8h30Aphatie";"ToutPourLaFrance";"0.5139296"
"AccordDeParis";"climat";"0.6059176"
"AccordDeParis";"COP21";"0.6402088"
"AccordDeParis";"COP22";"0.5732878"
"AccordDeParis";"ParisAgreement";"0.6721760"
"AccordDeParis";"SmileForThePlanet";"0.7473184"
"AJ2017";"AJBordeaux";"0.5560241"
"AJ2017";"AJToulon";"0.6055042"
"AJ2017";"AJZenith";"0.6797378"
"AJ2017";"DimanchePolitique";"0.5343012"
"AJ2017";"LE20H";"0.5979251"
"AJ2017";"TousJuppe";"0.7509505"
"AJ2017";"VivementJuppe";"0.6612404"
"AJBordeaux";"AJZenith";"0.5337975"
"AJBordeaux";"TousJuppe";"0.6035183"
"AJBordeaux";"VivementJuppe";"0.5056489"
"AJToulon";"DimanchePolitique";"0.5850299"
"AJToulon";"LE20H";"0.5226898"
"AJToulon";"TousJuppe";"0.5865091"
"AJZenith";"TousJuppe";"0.6480115"
"AJZenith";"VivementJuppe";"0.5807660"
"ANOC";"ANOCGA2016";"0.9014647"
"ANOC";"Paris2024";"0.7693869"
"ANOCGA2016";"Paris2024";"0.7948295"
"AuNomDuPeuple";"JeSoutiensLaPolice";"0.5244399"
"AuNomDuPeuple";"migrants";"0.5569989"
"AvecBLM";"renouveau";"0.5476428"
"AvecNS";"NS2017";"0.5561851"
"AvecNS";"NS20H";"0.6691473"
"AvecNS";"NSMarseille";"0.5316313"
"AvecNS";"NSNice";"0.5866392"
"AvecNS";"ToutPourLaFrance";"0.8118816"
"Bataclan";"Sting";"0.5123095"
"Bayrou";"Juppé";"0.5211459"
"CETA";"TAFTA";"0.5088968"
"climat";"COP22";"0.5530481"
"climat";"ParisAgreement";"0.5309915"
"Clinton";"ElectionNight";"0.5844315"
"Clinton";"Trump";"0.7828926"
"ConseildeParis";"Paris";"0.6219527"
"ConseildeParis";"stationnement";"0.5420935"
"COP21";"ParisAgreement";"0.6047156"
"COP21";"SmileForThePlanet";"0.5534304"
"DirectAN";"PLF2017";"0.5511087"
"directsénat";"Sénat";"0.5975932"
"droite";"gauche";"0.6041068"
"droite";"PrendsGarde";"0.5488752"
"Election2016";"ElectionNight";"0.5267074"
"ElectionNight";"Trump";"0.6045741"
"Erdogan";"Turquie";"0.5009888"
"fichierTes";"TES";"0.6488691"
"Fillon";"Fillon2017";"0.5956388"
"Fillon";"FillonGagnant";"0.6184971"
"Fillon";"LEmissionPolitique";"0.5770025"
"Fillon2017";"FillonGagnant";"0.8245027"
"FluctuatNecMergitur";"Paris";"0.5179862"
"FluctuatNecMergitur";"ParisSeSouvient";"0.8348145"
"FranceInsoumise";"JLM2017";"0.6855559"
"HDP";"Turquie";"0.6675627"
"Hollande";"Valls";"0.6161547"
"innovation";"numérique";"0.5527115"
"itele";"JeSoutiensItele";"0.6718393"
"JLM2017";"Mélenchon";"0.5005693"
"LaBAP";"PrendsGarde";"0.5482440"
"LaBAP";"Tours";"0.5719649"
"LaBAP";"UE";"0.7206286"
"LaBAP";"UEngagement";"0.7193354"
"LaPrimaireLeDebat";"PrimaireLeDebat";"0.6465420"
"LE20H";"TousJuppe";"0.6406048"
"LE20H";"VivementJuppe";"0.5236920"
"LeMans";"UEngagement";"0.5494705"
"MadeInFrance";"Montebourg";"0.5017940"
"ManifPolice";"PoliciersEnColere";"0.6453289"
"Meyzieu";"ToutPourLaFrance";"0.6638485"
"migrants";"Trump";"0.5304441"
"NS2017";"ToutPourLaFrance";"0.6304467"
"NS20H";"NSBordeaux";"0.5338792"
"NS20H";"NSNice";"0.5411338"
"NS20H";"NSToulon";"0.5080730"
"NS20H";"ToutPourLaFrance";"0.6120820"
"NSBordeaux";"NSRTL";"0.6943302"
"NSBordeaux";"ToutPourLaFrance";"0.5986620"
"NSMarseille";"NSNice";"0.6253094"
"NSMarseille";"NSToulon";"0.5101231"
"NSMarseille";"ToutPourLaFrance";"0.5792979"
"NSNice";"NSRTL";"0.6055897"
"NSNice";"NSToulon";"0.6147696"
"NSNice";"ToutPourLaFrance";"0.6523209"
"NSRTL";"ToutPourLaFrance";"0.5536382"
"Paris";"ParisSeSouvient";"0.5252508"
"Paris";"stationnement";"0.5909343"
"ParisAgreement";"SmileForThePlanet";"0.6587947"
"PrendsGarde";"Tours";"0.5119375"
"PrendsGarde";"UEngagement";"0.5643854"
"Primaire";"Primaire2016";"0.5292822"
"Primaire2016";"PrimaireDroite";"0.5131391"
"TousJuppe";"VivementJuppe";"0.6103584"
