"Hashtag1";"Hashtag2";"Correlation"
"16oct";"GPA";"0.5039656"
"16oct";"LaManifPourTous";"0.5748383"
"16oct";"ONLR";"0.8699744"
"8h30Aphatie";"franceinfo";"0.5333327"
"8h30Aphatie";"ToutPourLaFrance";"0.5223890"
"AccordDeParis";"climat";"0.5540306"
"AccordDeParis";"COP21";"0.6736239"
"AccordDeParis";"COP22";"0.5324917"
"AccordDeParis";"ParisAgreement";"0.5423511"
"AccordDeParis";"SmileForThePlanet";"0.6885261"
"AEM2016";"LaRochelle";"0.6726988"
"AJ2017";"AJBordeaux";"0.5690050"
"AJ2017";"AJToulon";"0.5836977"
"AJ2017";"AvecJuppe";"0.5689630"
"AJ2017";"LE20H";"0.6316736"
"AJ2017";"TousJuppe";"0.7442568"
"AJBordeaux";"AJRennes";"0.6084141"
"AJBordeaux";"TousJuppe";"0.6166722"
"AJRennes";"AJToulon";"0.5323709"
"AJRennes";"TousJuppe";"0.5152725"
"AJToulon";"LE20H";"0.5294228"
"AJToulon";"TousJuppe";"0.6278634"
"Amiens";"Goodyear";"0.5386084"
"asile";"Immigration";"0.5448064"
"AuNomDuPeuple";"JeSoutiensLaPolice";"0.5528569"
"AuNomDuPeuple";"migrants";"0.5819981"
"AvecBLM";"renouveau";"0.6268181"
"AvecNS";"ToutPourLaFrance";"0.7458811"
"Bayrou";"Juppé";"0.5115660"
"Bayrou";"Sarkozy";"0.5219687"
"BourdinDirect";"ToutPourLaFrance";"0.5427837"
"C8";"Meyzieu";"0.6227518"
"C8";"NSMarseille";"0.5252269"
"C8";"ToutPourLaFrance";"0.5675758"
"Caen";"Normandie";"0.5365100"
"CàVousNS";"NSinter";"0.6489365"
"CETA";"TAFTA";"0.6032853"
"climat";"COP22";"0.5564452"
"climat";"ParisAgreement";"0.5994052"
"Clinton";"ElectionNight";"0.6214434"
"Clinton";"Trump";"0.7350822"
"ConseildeParis";"Paris";"0.6276181"
"ConseildeParis";"stationnement";"0.5231689"
"COP21";"ParisAgreement";"0.6181456"
"COP21";"SmileForThePlanet";"0.6200408"
"DirectAN";"PLF2017";"0.6082979"
"droite";"PrendsGarde";"0.5923261"
"Duflot";"PrimaireEELV";"0.5434417"
"E1Juppé";"Europe1";"0.6468626"
"E1NS";"NSinter";"0.5038633"
"E1NS";"Punchline";"0.5114484"
"E1NS";"ToutPourLaFrance";"0.5079727"
"Election2016";"ElectionNight";"0.5607246"
"ElectionDay";"ElectionNight";"0.5028563"
"ElectionNight";"Trump";"0.6158937"
"Erdogan";"Turquie";"0.5029700"
"Fillon";"Fillon2017";"0.6413338"
"Fillon";"FillonGagnant";"0.6370087"
"Fillon";"LEmissionPolitique";"0.5520512"
"Fillon2017";"FillonGagnant";"0.8502238"
"Fillon2017";"LEmissionPolitique";"0.5210576"
"FN";"migrants";"0.5004065"
"FranceInsoumise";"JLM2017";"0.7112360"
"Fréjus";"racisme";"0.5085831"
"Goodyear";"HDP";"0.5145138"
"Goodyear";"JLM2017";"0.5351362"
"GPA";"ONLR";"0.5653209"
"HDP";"Turquie";"0.7027722"
"Hollande";"Juppé";"0.5045247"
"Hollande";"PS";"0.5742545"
"Hollande";"Valls";"0.6352362"
"innovation";"numérique";"0.5110282"
"innovation";"startup";"0.5080397"
"Irak";"Mossoul";"0.6382411"
"Islam";"LoiTaubira";"0.6613059"
"itele";"JeSoutiensItele";"0.6472911"
"JeSoutiensLaPolice";"ManifPolice";"0.5539428"
"JeSoutiensLaPolice";"migrants";"0.5263466"
"JLM2017";"Mélenchon";"0.5913391"
"Juppé";"Sarkozy";"0.5064614"
"LaBAP";"Tours";"0.6058055"
"LaBAP";"UE";"0.7081245"
"LaBAP";"UEngagement";"0.7184910"
"LaManifPourTous";"ONLR";"0.5368937"
"LaPrimaireLeDebat";"PrimaireLeDebat";"0.5167095"
"LE20H";"TousJuppe";"0.5637505"
"ManifPolice";"PoliciersEnColere";"0.5544208"
"Meyzieu";"ToutPourLaFrance";"0.6599644"
"NS2017";"ToutPourLaFrance";"0.5715716"
"NSBordeaux";"ToutPourLaFrance";"0.5974755"
"NSinter";"ToutPourLaFrance";"0.5775389"
"NSMarseille";"NSToulon";"0.5666191"
"NSMarseille";"ToutPourLaFrance";"0.5597840"
"Paris";"stationnement";"0.5657011"
"ParisAgreement";"SmileForThePlanet";"0.5235227"
"PrendsGarde";"UEngagement";"0.5311320"
"Primaire";"Primaire2016";"0.6395971"
"Primaire2016";"PrimaireDroite";"0.5061140"
"Punchline";"ToutPourLaFrance";"0.5110729"
"Tours";"UEBAP";"0.7013749"
"UEBAP";"UEngagement";"0.5266499"
