"Hashtag1";"Hashtag2";"Correlation"
"19hRuthElkrief";"LeDirectFerrari";"0.5639846"
"Alep";"Aleppo";"0.5053778"
"Alep";"Syrie";"0.7002566"
"AuNomDuPeuple";"ConventionMLP";"0.5342360"
"AuNomDuPeuple";"Fillon";"0.5238965"
"AuNomDuPeuple";"Guyane";"0.6073507"
"AuNomDuPeuple";"LeVraiFillon";"0.6844347"
"AuNomDuPeuple";"Marine2017";"0.6858386"
"AuNomDuPeuple";"Mayotte";"0.5941566"
"AuNomDuPeuple";"MLPTF1";"0.5753919"
"AuNomDuPeuple";"SalonDuCheval";"0.5521763"
"AvecMV";"CeQuiNousRassemble";"0.6331736"
"AvecMV";"Valls2017";"0.7912744"
"AvenirEnCommun";"FranceInsoumise";"0.7327555"
"AvenirEnCommun";"JLM2017";"0.8138424"
"BAP";"ConventionBAP";"0.5380875"
"BAP";"LaBAP";"0.5454345"
"benoithamon2017";"Hamon2017";"0.6870188"
"benoithamon2017";"Japy";"0.7172430"
"benoithamon2017";"RevenuUniversel";"0.5413625"
"budget";"ConseildeParis";"0.5102477"
"Castro";"Royal";"0.5946158"
"Cazeneuve";"Hollande";"0.5318997"
"Cazeneuve";"Valls";"0.5375643"
"CeQuiNousRassemble";"Valls2017";"0.7700601"
"circulationalternee";"IDF";"0.5232470"
"circulationalternee";"PicDePollution";"0.5327361"
"circulationalternee";"pollution";"0.6300188"
"CNPS";"LaBAP";"0.5517033"
"CNPS";"PrimairesCitoyennes";"0.5478229"
"ConseildeParis";"Paris";"0.6223578"
"ConventionBAP";"LaBAP";"0.6977939"
"ConventionBAP";"PrimairesCitoyennes";"0.5756383"
"ConventionMLP";"Fillon";"0.5092874"
"ConventionMLP";"Guyane";"0.5450950"
"ConventionMLP";"LeVraiFillon";"0.5095381"
"ConventionMLP";"Marine2017";"0.5469491"
"ConventionMLP";"Mayotte";"0.5373115"
"ConventionMLP";"SalonDuCheval";"0.5899980"
"DelitDentraveIVG";"IVG";"0.6073234"
"diesel";"Paris";"0.6584146"
"DimPol";"France3";"0.6630557"
"DimPol";"FranceInter";"0.5355577"
"DimPol";"QuestionsPol";"0.5035941"
"EnMarche";"revolutionenmarche";"0.5486093"
"Fillon";"LeVraiFillon";"0.5428312"
"Fillon";"Macron";"0.5329073"
"Fillon";"Valls";"0.5100120"
"France3";"FranceInter";"0.5942755"
"France3";"QuestionsPol";"0.5893999"
"FranceInsoumise";"JLM2017";"0.7871410"
"FranceInter";"QuestionsPol";"0.6518525"
"Guyane";"LaRéunion";"0.6296742"
"Guyane";"LeGrandJury";"0.5203333"
"Guyane";"LeVraiFillon";"0.5564992"
"Guyane";"Marine2017";"0.5621618"
"Guyane";"Mayotte";"0.7566165"
"Guyane";"MLPOutremer";"0.5166886"
"Guyane";"referendumcostituzionale";"0.5097875"
"Guyane";"SalonDuCheval";"0.6330588"
"Hamon2017";"Japy";"0.8517717"
"Hamon2017";"LEmissionPolitique";"0.5367346"
"Hamon2017";"RevenuUniversel";"0.6396404"
"HéninBeaumont";"Mayotte";"0.5096158"
"HéninBeaumont";"SalonDuCheval";"0.5244547"
"Hollande";"Macron";"0.5486856"
"Hollande";"Valls";"0.5716395"
"IDF";"PicDePollution";"0.5285972"
"LaBAP";"PrimairesCitoyennes";"0.5967271"
"LaRéunion";"LeGrandJury";"0.5791433"
"LaRéunion";"Mayotte";"0.6514248"
"LaRéunion";"MLPOutremer";"0.5600001"
"LaRéunion";"SalonDuCheval";"0.5502454"
"LeGrandJury";"MLPOutremer";"0.6666111"
"LeGrandJury";"MLPTF1";"0.5343839"
"LeVraiFillon";"Marine2017";"0.5624276"
"LeVraiFillon";"Mayotte";"0.5143612"
"LeVraiFillon";"MLPTF1";"0.5901047"
"LeVraiFillon";"SalonDuCheval";"0.6016564"
"LoiTravail";"smic";"0.5672909"
"Macron";"Valls";"0.5244177"
"Marine2017";"Mayotte";"0.5164293"
"Mayotte";"SalonDuCheval";"0.5831999"
"MLPOutremer";"SalonDuCheval";"0.5153573"
"Paris";"StopPollution";"0.5450961"
"PLF2017";"Sénat";"0.5105288"
"sida";"VIH";"0.5308100"
"Uber";"VTC";"0.7199290"
