"Hashtag1";"Hashtag2";"Correlation"
"6eRepublique";"AvenirEnCommun";"0.5595044"
"AgoraLive";"Blois";"0.6441426"
"AssisesMLP";"AuNomDuPeuple";"0.6949725"
"AssisesMLP";"Beyrouth";"0.5363119"
"AssisesMLP";"LeVraiFillon";"0.5708255"
"AssisesMLP";"LeVraiMacron";"0.5111631"
"AssisesMLP";"Marine2017";"0.7265676"
"AssisesMLP";"Menton";"0.5209662"
"AssisesMLP";"MLPTF1";"0.6210539"
"AssisesMLP";"MontSaintMichel";"0.6427355"
"AssisesMLP";"NantesMLP";"0.5181824"
"AssisesMLP";"Pierrelatte";"0.5575997"
"Aulnay";"Theo";"0.6195629"
"AuNomDuPeuple";"Beyrouth";"0.5253874"
"AuNomDuPeuple";"JeSoutiensLaPolice";"0.6630081"
"AuNomDuPeuple";"Jura";"0.5277310"
"AuNomDuPeuple";"LeVraiFillon";"0.5512129"
"AuNomDuPeuple";"LeVraiMacron";"0.5790436"
"AuNomDuPeuple";"Marine2017";"0.8871388"
"AuNomDuPeuple";"Menton";"0.5946655"
"AuNomDuPeuple";"migrants";"0.5203635"
"AuNomDuPeuple";"MLPTF1";"0.7713935"
"AuNomDuPeuple";"MontSaintMichel";"0.6337049"
"AuNomDuPeuple";"NantesMLP";"0.5749924"
"AuNomDuPeuple";"Pierrelatte";"0.6584207"
"AvenirEnCommun";"EcologieFi";"0.5929350"
"AvenirEnCommun";"FranceInsoumise";"0.7427605"
"AvenirEnCommun";"JLM2017";"0.7451756"
"AvenirEnCommun";"JLMChiffrage";"0.6495250"
"AvenirEnCommun";"JLMHologramme";"0.6414368"
"AvenirEnCommun";"Obsinsoumis";"0.5001763"
"Bayrou";"Fillon";"0.5231529"
"Bayrou";"Hollande";"0.5102934"
"Bayrou";"Macron";"0.7417613"
"benoithamon2017";"Hamon2017";"0.5785535"
"benoithamon2017";"Mutualité";"0.5134319"
"Beyrouth";"Liban";"0.6508741"
"Beyrouth";"Marine2017";"0.5195272"
"biodiversité";"climat";"0.5143898"
"Bobigny";"Theo";"0.5396804"
"BP2017";"Occitanie";"0.5001925"
"CETA";"EPlenary";"0.5358949"
"CETA";"PlenPE";"0.5259290"
"CETA";"StopCETA";"0.7033966"
"ConfAlimentation";"LaSouterraine";"0.5608343"
"ConfAlimentation";"Portugal";"0.5188745"
"ConseilCitoyen";"Hamon2017";"0.6538234"
"ConseilCitoyen";"rassemblement";"0.5673527"
"DelitDentraveIVG";"IVG";"0.5330403"
"EcologieFi";"FranceInsoumise";"0.5798689"
"EcologieFi";"JLM2017";"0.5625631"
"EcologieFi";"JLMChiffrage";"0.5468068"
"EcologieFi";"JLMHologramme";"0.5693068"
"EcologieFi";"JLMStrasbourg";"0.5140026"
"EELV";"Jadot";"0.5800044"
"EnMarche";"LaFranceEnMarche";"0.6199474"
"EnMarche";"Macron2017";"0.6496888"
"EnMarche";"MacronLyon";"0.5035960"
"EnMarche";"MacronToulon";"0.5455443"
"EnMarche";"PandaLive";"0.5026914"
"Europe";"Portugal";"0.5165298"
"Fillon";"Hamon";"0.5152632"
"Fillon";"LePen";"0.5075300"
"Fillon";"Macron";"0.5861313"
"Fillon";"PenelopeGate";"0.6717057"
"Fillon2017";"FillonPresident";"0.5004128"
"Fillon2017";"ProjetFillon";"0.6154016"
"FillonCharleville";"FillonPresident";"0.5008597"
"FillonCompiègne";"ProjetFillon";"0.5050849"
"FranceInsoumise";"JLM2017";"0.6877904"
"FranceInsoumise";"JLMChiffrage";"0.5654929"
"FranceInsoumise";"JLMHologramme";"0.5758479"
"FuturDesirable";"Hamon2017";"0.5211381"
"Gueret";"LaSouterraine";"0.5941844"
"Hamon";"Jadot";"0.5519185"
"Hamon";"LePen";"0.6486591"
"Hamon";"Macron";"0.5975972"
"Hamon";"Mélenchon";"0.7251854"
"Hamon2017";"Mutualité";"0.6899026"
"Hamon2017";"Portugal";"0.5211374"
"Hamon2017";"rassemblement";"0.6032332"
"Hamon2017";"RevenuUniversel";"0.5521369"
"Hollande";"Macron";"0.6029711"
"JeSoutiensLaPolice";"Marine2017";"0.5806993"
"JLM2017";"JLMChiffrage";"0.5270886"
"JLM2017";"JLMHologramme";"0.6421955"
"JLM2017";"Obsinsoumis";"0.6419618"
"JLMChiffrage";"JLMHologramme";"0.6092012"
"JLMChiffrage";"JLMStrasbourg";"0.6292836"
"JLMHologramme";"JLMStrasbourg";"0.5594982"
"JLMHologramme";"Obsinsoumis";"0.5479741"
"LaFranceEnMarche";"Macron2017";"0.5962885"
"LaFranceEnMarche";"MacronToulon";"0.5065827"
"LaSouterraine";"Portugal";"0.5585968"
"LeGrandRDV";"MLPTF1";"0.5176627"
"LePen";"Macron";"0.5498231"
"LePen";"Mélenchon";"0.6198337"
"LeVraiFillon";"LeVraiMacron";"0.5031434"
"LeVraiFillon";"Marine2017";"0.5203991"
"LeVraiFillon";"Menton";"0.5140227"
"LeVraiFillon";"MLPTF1";"0.5853096"
"LeVraiFillon";"MontSaintMichel";"0.5068208"
"LeVraiMacron";"Marine2017";"0.6314056"
"LeVraiMacron";"MLPTF1";"0.6288984"
"LeVraiMacron";"Pierrelatte";"0.5110475"
"Liban";"MLPTF1";"0.5179849"
"Liban";"Pierrelatte";"0.5069413"
"Macron";"Mélenchon";"0.5262938"
"MadeForSharing";"Paris2024";"0.6271949"
"Marine2017";"Menton";"0.5511759"
"Marine2017";"migrants";"0.5530022"
"Marine2017";"MLPTF1";"0.7094304"
"Marine2017";"MontSaintMichel";"0.5766784"
"Marine2017";"NantesMLP";"0.5351425"
"Marine2017";"Pierrelatte";"0.6468516"
"Menton";"MLPTF1";"0.6104885"
"Menton";"Pierrelatte";"0.6352811"
"MLPTF1";"MontSaintMichel";"0.6387459"
"MLPTF1";"Pierrelatte";"0.6976177"
"MontSaintMichel";"Pierrelatte";"0.5373846"
"Paris";"Paris2024";"0.5299623"
"Paris2024";"Sharing";"0.6769883"
"Victoires2017";"VictoiresDeLaMusique";"0.5941778"
