"Hashtag1";"Hashtag2";"Correlation"
"19hRuthElkrief";"LeDirectFerrari";"0.5658343"
"Alep";"Aleppo";"0.5364848"
"Alep";"Syrie";"0.6733158"
"AnisAmri";"AuNomDuPeuple";"0.6099292"
"AnisAmri";"Schengen";"0.5647601"
"AuNomDuPeuple";"ConventionMLP";"0.7043546"
"AuNomDuPeuple";"FaitesLeBonChoix";"0.5817968"
"AuNomDuPeuple";"Fillon";"0.6760429"
"AuNomDuPeuple";"Guyane";"0.5974373"
"AuNomDuPeuple";"LeGrandJury";"0.5760525"
"AuNomDuPeuple";"LeVraiFillon";"0.7387492"
"AuNomDuPeuple";"Marine2017";"0.7334066"
"AuNomDuPeuple";"MLPTF1";"0.6174709"
"AuNomDuPeuple";"Schengen";"0.5468102"
"AvecMV";"CeQuiNousRassemble";"0.7116728"
"AvecMV";"Valls2017";"0.8787953"
"benoithamon2017";"Hamon2017";"0.6897535"
"benoithamon2017";"Japy";"0.6791768"
"benoithamon2017";"LEmissionPolitique";"0.5076792"
"CàVous";"peillon2017";"0.5049955"
"Cazeneuve";"Hollande";"0.5754424"
"Cazeneuve";"Valls";"0.5418597"
"CeQuiNousRassemble";"Valls2017";"0.8155790"
"circulationalternee";"pollution";"0.6068475"
"CNPS";"PrimairesCitoyennes";"0.5633390"
"ConseildeParis";"Paris";"0.5843587"
"ConventionMLP";"FaitesLeBonChoix";"0.5579136"
"ConventionMLP";"Fillon";"0.6884882"
"ConventionMLP";"Guyane";"0.6619768"
"ConventionMLP";"LeGrandJury";"0.6063100"
"ConventionMLP";"Les4Vérités";"0.5473460"
"ConventionMLP";"LeVraiFillon";"0.5958494"
"ConventionMLP";"Marine2017";"0.6579769"
"ConventionMLP";"MLPTF1";"0.6178290"
"ConventionMLP";"Schengen";"0.5306992"
"diesel";"Paris";"0.6555449"
"FaitesLeBonChoix";"Marine2017";"0.5408461"
"FaitesLeBonChoix";"MLPTF1";"0.5486317"
"Fillon";"Guyane";"0.5555356"
"Fillon";"LeGrandJury";"0.5700968"
"Fillon";"LeVraiFillon";"0.6363567"
"Fillon";"Marine2017";"0.5467769"
"Fillon";"migrants";"0.5172314"
"Fillon";"MLPTF1";"0.5427245"
"Fillon";"Schengen";"0.5525975"
"Fillon";"Valls";"0.5028669"
"FranceInter";"QuestionsPol";"0.7046446"
"gauche";"primaires";"0.5004816"
"Guyane";"LeGrandJury";"0.6809453"
"Guyane";"LeVraiFillon";"0.6032981"
"Guyane";"Marine2017";"0.5842436"
"Hamon2017";"Japy";"0.8449706"
"Hamon2017";"LEmissionPolitique";"0.5149822"
"Hamon2017";"RevenuUniversel";"0.6686101"
"Hollande";"Valls";"0.5313708"
"LeGrandJury";"LeVraiFillon";"0.5142061"
"LeGrandJury";"MLPTF1";"0.5375497"
"LePen";"Mélenchon";"0.5347712"
"LeVraiFillon";"Marine2017";"0.6237678"
"LeVraiFillon";"MLPTF1";"0.6054078"
"LeVraiFillon";"Schengen";"0.5483563"
"Macron";"Valls";"0.5615318"
"Marine2017";"Schengen";"0.5554141"
"Obama";"Poutine";"0.5481414"
"ouijevote";"PrimairesCitoyennes";"0.5421680"
"Paris";"StopPollution";"0.5595522"
"Peillon";"peillon2017";"0.5151756"
"Poutine";"Russie";"0.5552447"
"Poutine";"Syrie";"0.5292328"
"Primaire";"PrimairesCitoyennes";"0.5062064"
"primaires";"PrimairesCitoyennes";"0.5189675"
"RERB";"SNCF";"0.5113751"
"Russie";"Syrie";"0.5484012"
"Uber";"VTC";"0.7757981"
