"Hashtag1";"Hashtag2";"Correlation"
"18mars2017";"AvenirEnCommun";"0.6413144"
"18mars2017";"EcologieFi";"0.5367124"
"18mars2017";"JLM2017";"0.5489349"
"AgoraLive";"ConseilCitoyen";"0.5054575"
"AgoraLive";"fairebattrelecoeurdelafrance";"0.5454457"
"AgoraLive";"FuturDesirable";"0.5719435"
"AgoraLive";"Hamon2017";"0.5936486"
"agriculture";"SIA2017";"0.5451226"
"AuNomDuPeuple";"Aveyron";"0.5495659"
"AuNomDuPeuple";"Beyrouth";"0.5317327"
"AuNomDuPeuple";"BFMPolitique";"0.5822734"
"AuNomDuPeuple";"Cazeneuve";"0.5474892"
"AuNomDuPeuple";"ConférenceMLP";"0.7108999"
"AuNomDuPeuple";"JeSoutiensLaPolice";"0.6037089"
"AuNomDuPeuple";"Jura";"0.5591856"
"AuNomDuPeuple";"LeVraiMacron";"0.5916160"
"AuNomDuPeuple";"Liban";"0.5076554"
"AuNomDuPeuple";"Marine2017";"0.8893908"
"AuNomDuPeuple";"Menton";"0.5779763"
"AuNomDuPeuple";"migrants";"0.5599168"
"AuNomDuPeuple";"MLPTF1";"0.7241656"
"AuNomDuPeuple";"MontSaintMichel";"0.6837317"
"AuNomDuPeuple";"NantesMLP";"0.5615536"
"AuNomDuPeuple";"Pierrelatte";"0.6372987"
"AuNomDuPeuple";"policiers";"0.5201023"
"AvenirEnCommun";"EcologieFi";"0.5263669"
"AvenirEnCommun";"FranceInsoumise";"0.6268661"
"AvenirEnCommun";"JLM2017";"0.7145305"
"AvenirEnCommun";"JLMChiffrage";"0.5487371"
"AvenirEnCommun";"nucléaire";"0.5234952"
"Aveyron";"Marine2017";"0.5283943"
"Bayrou";"Fillon";"0.5052635"
"Bayrou";"Juppé";"0.5718731"
"Bayrou";"Macron";"0.7416572"
"Beyrouth";"Liban";"0.7131721"
"Beyrouth";"Marine2017";"0.5323984"
"Beyrouth";"NantesMLP";"0.5408735"
"BFMPolitique";"Marine2017";"0.5295356"
"BFMPolitique";"MLPTF1";"0.5345387"
"BFMPolitique";"MontSaintMichel";"0.5103195"
"BFMPolitique";"Pierrelatte";"0.5191467"
"Bobigny";"policiers";"0.5296941"
"Bobigny";"Theo";"0.5511296"
"Brest";"Hamon2017";"0.5418566"
"Cazeneuve";"Marine2017";"0.5216377"
"CETA";"PlenPE";"0.5374190"
"CETA";"StopCETA";"0.6910084"
"Conf";"entrepreneuriat";"0.6502569"
"ConfAlimentation";"Portugal";"0.5077513"
"ConférenceMLP";"Jura";"0.5931784"
"ConférenceMLP";"Marine2017";"0.6828350"
"ConférenceMLP";"Menton";"0.7067220"
"ConférenceMLP";"MLPTF1";"0.6729979"
"ConférenceMLP";"MontSaintMichel";"0.6898372"
"ConférenceMLP";"NantesMLP";"0.5190773"
"ConférenceMLP";"Pierrelatte";"0.6503704"
"ConseilCitoyen";"Hamon2017";"0.6708855"
"ConseilCitoyen";"rassemblement";"0.5472242"
"cotesdarmor";"servicespublics";"0.7028833"
"DelitDentraveIVG";"IVG";"0.5251838"
"DirectFerrari";"GalziMinuit";"0.5451026"
"EcologieFi";"FranceInsoumise";"0.6064676"
"EcologieFi";"JLM2017";"0.5875582"
"EcologieFi";"JLMChiffrage";"0.5800196"
"EcologieFi";"JLMStrasbourg";"0.5318103"
"EELV";"Jadot";"0.5350397"
"EnMarche";"LaFranceEnMarche";"0.5296213"
"EnMarche";"Macron2017";"0.6180406"
"EnMarche";"MacronCaen";"0.5001195"
"EnMarche";"MacronToulon";"0.5637543"
"EnMarche";"PandaLive";"0.5445070"
"EnMarche";"ProgrammeEM";"0.5777333"
"EPlenary";"StopCETA";"0.5085617"
"fairebattrelecoeurdelafrance";"Hamon2017";"0.6039242"
"Fillon";"Juppé";"0.6199507"
"Fillon";"Macron";"0.5433790"
"Fillon";"PenelopeGate";"0.5130829"
"Fillon2017";"ProjetFillon";"0.6411641"
"FillonNîmes";"FillonSociétéCivile";"0.6466098"
"FillonNîmes";"SoutienFillon";"0.5207765"
"FillonOrléans";"FillonSociétéCivile";"0.5161443"
"FillonSociétéCivile";"SoutienFillon";"0.5324579"
"FillonTrocadero";"Trocadero";"0.6497357"
"FranceInsoumise";"JLM2017";"0.7022851"
"FranceInsoumise";"JLMChiffrage";"0.5933107"
"FuturDesirable";"gauche";"0.5170256"
"FuturDesirable";"Hamon2017";"0.5908688"
"Gueret";"LaSouterraine";"0.6200276"
"Hamon";"LePen";"0.6467972"
"Hamon";"Macron";"0.5477308"
"Hamon";"Mélenchon";"0.7500306"
"Hamon2017";"LE20H";"0.5421356"
"Hamon2017";"Portugal";"0.5103391"
"Hamon2017";"rassemblement";"0.5570198"
"Hamon2017";"RevenuUniversel";"0.5591526"
"Hamon2017";"transparence";"0.5493445"
"Hollande";"Macron";"0.6162010"
"JeSoutiensLaPolice";"Marine2017";"0.5177093"
"JLM2017";"JLMChiffrage";"0.5448707"
"JLM2017";"Obsinsoumis";"0.5965537"
"JLMChiffrage";"JLMStrasbourg";"0.6316396"
"Juppé";"Macron";"0.5112401"
"Jura";"Marine2017";"0.5081263"
"Jura";"Menton";"0.5201135"
"Jura";"MLPTF1";"0.5323252"
"LaFranceEnMarche";"Macron2017";"0.5871302"
"LaFranceEnMarche";"ProgrammeEM";"0.5287146"
"LaSouterraine";"Portugal";"0.5300872"
"LePen";"Macron";"0.5207800"
"LePen";"Mélenchon";"0.5731645"
"LeVraiMacron";"Marine2017";"0.6177137"
"LeVraiMacron";"Menton";"0.5217144"
"LeVraiMacron";"MLPTF1";"0.5751228"
"LeVraiMacron";"Pierrelatte";"0.5024342"
"Liban";"MLPTF1";"0.5137885"
"MacronCaen";"ProgrammeEM";"0.5332397"
"MacronToulon";"ProgrammeEM";"0.5671860"
"Marine2017";"Menton";"0.5450964"
"Marine2017";"migrants";"0.5321382"
"Marine2017";"MLPTF1";"0.6732946"
"Marine2017";"MontSaintMichel";"0.6337562"
"Marine2017";"NantesMLP";"0.5437806"
"Marine2017";"Pierrelatte";"0.6128336"
"Menton";"MLPTF1";"0.6330931"
"Menton";"MontSaintMichel";"0.5028709"
"Menton";"Pierrelatte";"0.6400790"
"migrants";"MLPTF1";"0.5524186"
"migrants";"Pierrelatte";"0.5414106"
"migrants";"policiers";"0.5131538"
"MLPTF1";"MontSaintMichel";"0.6591198"
"MLPTF1";"Pierrelatte";"0.7045164"
"MLPTF1";"policiers";"0.5105347"
"MontSaintMichel";"NantesMLP";"0.5172013"
"MontSaintMichel";"Pierrelatte";"0.5435234"
"Normandie";"Rouen";"0.5254417"
"PandaLive";"ProgrammeEM";"0.5283113"
"Paris";"Paris2024";"0.5145911"
"Paris2024";"VenezPartager";"0.6100299"
"Pierrelatte";"policiers";"0.5116158"
"SoutienFillon";"Trocadero";"0.5135089"
"tempête";"Zeus";"0.6821578"
