"Hashtag1";"Hashtag2";"Correlation"
"18mars2017";"6eRepublique";"0.7617435"
"18mars2017";"AvenirEnCommun";"0.6987766"
"18mars2017";"Bastille";"0.6424431"
"18mars2017";"FranceInsoumise";"0.6519575"
"18mars2017";"JaiBastille";"0.8864432"
"18mars2017";"JLM2017";"0.7608960"
"18mars2017";"JLMChâteauroux";"0.5217325"
"18mars2017";"JLMLeHavre";"0.5866607"
"18mars2017";"JLMRennes";"0.6610163"
"19H45";"SaintRaphaël";"0.5066996"
"6eRepublique";"AvenirEnCommun";"0.5388549"
"6eRepublique";"FranceInsoumise";"0.5365510"
"6eRepublique";"JaiBastille";"0.7882895"
"6eRepublique";"JLM2017";"0.6524909"
"ADMD";"Admd2017";"0.6323469"
"ADMD";"euthanasie";"0.6242914"
"ADMD";"findevie";"0.6867559"
"Admd2017";"findevie";"0.6918467"
"Ajaccio";"AuNomDuPeuple";"0.5178633"
"AjaccioMLP";"AuNomDuPeuple";"0.5369358"
"Arthaud";"Poutou";"0.5518613"
"AuNomDuPeuple";"AvecMarine";"0.7368017"
"AuNomDuPeuple";"BordeauxMLP";"0.6018110"
"AuNomDuPeuple";"DebatTF1";"0.5517501"
"AuNomDuPeuple";"ErnotteGate";"0.5440838"
"AuNomDuPeuple";"LeVraiFillon";"0.6159409"
"AuNomDuPeuple";"LeVraiMacron";"0.6522395"
"AuNomDuPeuple";"LilleMLP";"0.6773850"
"AuNomDuPeuple";"Marine2017";"0.9158285"
"AuNomDuPeuple";"MarinePrésidente";"0.5300645"
"AuNomDuPeuple";"MetzMLP";"0.6287420"
"AuNomDuPeuple";"Monswiller";"0.5230918"
"AuNomDuPeuple";"policiers";"0.5759486"
"AuNomDuPeuple";"RSI";"0.6529163"
"AuNomDuPeuple";"SaintRaphaël";"0.7697671"
"AuNomDuPeuple";"Tchad";"0.6585185"
"AuNomDuPeuple";"TrinitéPorhoët";"0.5921616"
"AvecHamon";"Bercy";"0.5323538"
"AvecMarine";"Marine2017";"0.7479604"
"AvecMarine";"MarinePrésidente";"0.5011208"
"AvecMarine";"RSI";"0.5132612"
"AvecMarine";"SaintRaphaël";"0.6211466"
"AvecMarine";"Tchad";"0.5553910"
"AvecMarine";"TrinitéPorhoët";"0.5778297"
"AvenirEnCommun";"FranceInsoumise";"0.6501508"
"AvenirEnCommun";"JaiBastille";"0.6181092"
"AvenirEnCommun";"JLM2017";"0.8202848"
"AvenirEnCommun";"JLMLeHavre";"0.5796837"
"AvenirEnCommun";"JLMRennes";"0.5654365"
"Bastille";"JaiBastille";"0.5006327"
