"Hashtag1";"Hashtag2";"Correlation"
"6eRepublique";"AvenirEnCommun";"0.5053945"
"6eRepublique";"FranceInsoumise";"0.5067130"
"6eRepublique";"JLMHologramme";"0.5638083"
"Alfortville";"JeVoteValls";"0.6987428"
"Alfortville";"Valls2017";"0.5778138"
"Argenteuil";"Bobigny";"0.5189116"
"AssisesMLP";"AuNomDuPeuple";"0.7405202"
"AssisesMLP";"GrandeSynthe";"0.5157885"
"AssisesMLP";"LeVraiFillon";"0.5812579"
"AssisesMLP";"Marine2017";"0.7396259"
"AssisesMLP";"Menton";"0.5378607"
"AssisesMLP";"MLPTF1";"0.6457302"
"Aulnay";"Theo";"0.5440526"
"AuNomDuPeuple";"GrandeSynthe";"0.7266170"
"AuNomDuPeuple";"JeChoisisMarine";"0.5692288"
"AuNomDuPeuple";"JeSoutiensLaPolice";"0.6740419"
"AuNomDuPeuple";"Jura";"0.5398285"
"AuNomDuPeuple";"LEmissionPolitique";"0.5362878"
"AuNomDuPeuple";"LeVraiFillon";"0.6662929"
"AuNomDuPeuple";"Marine2017";"0.9021500"
"AuNomDuPeuple";"Menton";"0.6328162"
"AuNomDuPeuple";"migrants";"0.5900318"
"AuNomDuPeuple";"MLPTF1";"0.7663668"
"AvenirEnCommun";"FranceInsoumise";"0.7111150"
"AvenirEnCommun";"JLM2017";"0.8117912"
"AvenirEnCommun";"JLMChiffrage";"0.5520963"
"AvenirEnCommun";"JLMHologramme";"0.6557706"
"benoithamon2017";"Hamon2017";"0.5445515"
"benoithamon2017";"Mutualité";"0.5052816"
"Bobigny";"Theo";"0.5289146"
"Budget2017";"DirectIDF";"0.5125449"
"burnout";"LaSouterraine";"0.5628481"
"burnout";"RevenuUniversel";"0.5761818"
"Calais";"GrandeSynthe";"0.5827050"
"Calais";"migrants";"0.5659273"
"CETA";"EPlenary";"0.5089296"
"CETA";"PlenPE";"0.5026550"
"CETA";"StopCETA";"0.6808066"
"concert";"exposition";"0.5059275"
"concert";"theatre";"0.5084057"
"ConfAlimentation";"LaSouterraine";"0.5701639"
"ConfAlimentation";"Portugal";"0.5318928"
"DelitDentraveIVG";"IVG";"0.6423963"
"EnMarche";"LaFranceEnMarche";"0.5075115"
"EnMarche";"Macron2017";"0.6211216"
"EnMarche";"MacronLyon";"0.5219967"
"EnMarche";"MacronToulon";"0.5773279"
"EnMarche";"PandaLive";"0.5781726"
"Fillon";"FillonGate";"0.5022849"
"Fillon";"Macron";"0.5665119"
"Fillon";"PenelopeGate";"0.6781362"
"Fillon2017";"FillonLaVillette";"0.6021156"
"Fillon2017";"FillonPresident";"0.5323135"
"FillonCharleville";"Séguin";"0.5268939"
"FillonCompiègne";"ProjetFillon";"0.5079273"
"FillonGate";"PenelopeFillon";"0.5014268"
"FillonGate";"PenelopeGate";"0.5648840"
"FranceInsoumise";"JLM2017";"0.7326869"
"FranceInsoumise";"JLMHologramme";"0.6361891"
"FRANOR";"Handball2017";"0.7268552"
"GrandeSynthe";"JeSoutiensLaPolice";"0.5546235"
"GrandeSynthe";"Marine2017";"0.5274307"
"GrandeSynthe";"migrants";"0.6978187"
"GrandeSynthe";"MLPTF1";"0.5129324"
"Gueret";"LaSouterraine";"0.5199477"
"Hamon";"Macron";"0.6097781"
"Hamon";"Mélenchon";"0.5827158"
"Hamon";"PrimairesGauche";"0.5714922"
"Hamon";"Valls";"0.7196198"
"Hamon2017";"Mutualité";"0.6705818"
"Hamon2017";"PrimaireLeDebat";"0.5316841"
"Hamon2017";"RevenuUniversel";"0.5780697"
"Hamon2017";"transparence";"0.5031163"
"Hollande";"Macron";"0.5113231"
"innovation";"numérique";"0.5415445"
"JeChoisisMarine";"JeSoutiensLaPolice";"0.5321957"
"JeChoisisMarine";"Marine2017";"0.5519496"
"JeSoutiensLaPolice";"Marine2017";"0.5878532"
"JeSoutiensLaPolice";"MLPTF1";"0.5034071"
"JeVoteValls";"Valls2017";"0.7306010"
"JeVoteValls";"VallsTF1";"0.6338458"
"JLM2017";"JLMChiffrage";"0.5102505"
"JLM2017";"JLMHologramme";"0.6559140"
"JLMChiffrage";"JLMHologramme";"0.5605126"
"JLMChiffrage";"JLMStrasbourg";"0.6311203"
"JLMHologramme";"JLMStrasbourg";"0.5649879"
"Jura";"MLPTF1";"0.5211952"
"LaFranceEnMarche";"Macron2017";"0.5024748"
"LaFranceEnMarche";"MacronToulon";"0.5094131"
"LaSouterraine";"Portugal";"0.5993832"
"LEmissionPolitique";"Marine2017";"0.5387864"
"LEmissionPolitique";"MLPTF1";"0.5251449"
"LePen";"Macron";"0.5281735"
"LePen";"Mélenchon";"0.5489338"
"LeVraiFillon";"Marine2017";"0.6081239"
"LeVraiFillon";"Menton";"0.5066244"
"MadeForSharing";"Paris2024";"0.5220374"
"Marine2017";"Menton";"0.5962756"
"Marine2017";"migrants";"0.5011970"
"Marine2017";"MLPTF1";"0.7258852"
"Menton";"MLPTF1";"0.6791861"
"Morbihan";"Vannes";"0.7487996"
"Paris2024";"Sharing";"0.7141931"
"PenelopeFillon";"PenelopeGate";"0.5246965"
"PrimaireLeDebat";"RevenuUniversel";"0.5097791"
"PrimairesGauche";"Valls";"0.5246457"
"Valls2017";"VallsTF1";"0.6046356"
"Victoires2017";"VictoiresDeLaMusique";"0.6449643"
