"Hashtag1";"Hashtag2";"Correlation"
"13Novembre2015";"ParisSeSouvient";"0.5244900"
"AJ2017";"AJNancy";"0.5420449"
"AJ2017";"AJToulouse";"0.5121561"
"AJ2017";"AJZenith";"0.6691212"
"AJ2017";"JeVoteJuppé";"0.5382225"
"AJ2017";"JuppéGagnant";"0.6012680"
"AJ2017";"JuppéPrésidentCest";"0.6388737"
"AJ2017";"VivementJuppe";"0.6727202"
"AJLille";"AJNancy";"0.5293462"
"AJLille";"AJZenith";"0.5002032"
"AJLille";"JeVoteJuppé";"0.5103644"
"AJNancy";"AJToulouse";"0.5385858"
"AJNancy";"AJZenith";"0.5058577"
"AJNancy";"JuppéPrésidentCest";"0.5177824"
"AJNancy";"LE20H";"0.6644427"
"AJToulouse";"JuppéPrésidentCest";"0.6165886"
"AJToulouse";"VivementJuppe";"0.5209453"
"AJZenith";"VivementJuppe";"0.6340617"
"Alep";"Syrie";"0.5344330"
"ANOC";"ANOCGA2016";"0.8995537"
"ANOC";"Paris2024";"0.7517272"
"ANOCGA2016";"CitiesForLife";"0.5085983"
"ANOCGA2016";"Paris2024";"0.7821798"
"AuNomDuPeuple";"ConventionMLP";"0.6976823"
"AuNomDuPeuple";"LaRéunion";"0.5339283"
"AuNomDuPeuple";"LeVraiFillon";"0.5955951"
"AuNomDuPeuple";"Marine2017";"0.5291129"
"AuNomDuPeuple";"Mayotte";"0.7250661"
"AuNomDuPeuple";"MIFexpo";"0.5238917"
"AuNomDuPeuple";"migrants";"0.5342268"
"AuNomDuPeuple";"MLPTF1";"0.7196775"
"AuNomDuPeuple";"referendumcostituzionale";"0.5753710"
"AuNomDuPeuple";"SalonDuCheval";"0.6225956"
"AvecNS";"NS20H";"0.6620655"
"AvecNS";"NSNice";"0.6090075"
"AvecNS";"NSNimes";"0.5945886"
"AvecNS";"NSRTL";"0.5412211"
"AvecNS";"ToutPourLaFrance";"0.8173833"
"Béziers";"migrants";"0.5007787"
"Bretagne";"Morbihan";"0.5342614"
"Castro";"Royal";"0.5206368"
"Cazeneuve";"Valls";"0.5532007"
"CeQuiNousRassemble";"Valls2017";"0.7292961"
"circulationalternee";"pollution";"0.6713386"
"CitiesForLife";"Paris2024";"0.5239579"
"CitiesForLife";"StopPollution";"0.5002690"
"climat";"COP22";"0.5030037"
"Clinton";"Trump";"0.6000487"
"ConventionBAP";"LaBAP";"0.5619598"
"ConventionBAP";"PrendsGarde";"0.5117111"
"ConventionMLP";"LeVraiFillon";"0.5298088"
"ConventionMLP";"Marine2017";"0.5936063"
"ConventionMLP";"Mayotte";"0.6312989"
"ConventionMLP";"MLPOutremer";"0.5339089"
"ConventionMLP";"MLPTF1";"0.5651325"
"ConventionMLP";"SalonDuCheval";"0.5960217"
"DelitDentraveIVG";"IVG";"0.5773140"
"DimPol";"France3";"0.5101134"
"DirectAN";"QAG";"0.5296100"
"droite";"gauche";"0.5051561"
"EnMarche";"revolutionenmarche";"0.6888067"
"Fillon";"Juppé";"0.6489254"
"Fillon";"PrimaireDroite";"0.5010520"
"Fillon";"Sarkozy";"0.6471961"
"Fillon";"Valls";"0.5112470"
"Fillon2017";"FillonGagnant";"0.5235397"
