"Hashtag1";"Hashtag2";"Correlation"
"Alep";"Syrie";"0.6036599"
"AnisAmri";"AuNomDuPeuple";"0.5271034"
"AnisAmri";"ConventionMLP";"0.5167582"
"AnisAmri";"LeVraiFillon";"0.5141276"
"AnisAmri";"Marine2017";"0.5363987"
"AnisAmri";"Schengen";"0.6520427"
"AuNomDuPeuple";"ConventionMLP";"0.8236907"
"AuNomDuPeuple";"FaitesLeBonChoix";"0.6683963"
"AuNomDuPeuple";"Guyane";"0.7310682"
"AuNomDuPeuple";"Les4Vérités";"0.5049573"
"AuNomDuPeuple";"LeVraiFillon";"0.7945159"
"AuNomDuPeuple";"Marine2017";"0.8965029"
"AuNomDuPeuple";"Schengen";"0.5054752"
"AvecMV";"Valls2017";"0.8049090"
"AvecPeillon";"ONPC";"0.6081425"
"AvecPeillon";"peillon2017";"0.7022689"
"AvecPeillon";"PeillonLibé";"0.5658244"
"Bayrou";"Macron";"0.5562989"
"benoithamon2017";"Hamon2017";"0.6463995"
"CES2017";"FrenchTech";"0.5531176"
"CES2017";"innovation";"0.5428586"
"CES2017";"LasVegas";"0.5112132"
"CNPS";"PrimairesCitoyennes";"0.5408681"
"ConfDePresse";"Hamon2017";"0.5122597"
"ConfDePresse";"Montpellier";"0.5270894"
"ConfDePresse";"QuestionsPol";"0.6440020"
"ConfDePresse";"RevenuUniversel";"0.5698181"
"Conferasmus";"Erasmus";"0.6285954"
"ConventionMLP";"FaitesLeBonChoix";"0.5766297"
"ConventionMLP";"Guyane";"0.7619509"
"ConventionMLP";"Les4Vérités";"0.5116592"
"ConventionMLP";"LeVraiFillon";"0.7165194"
"ConventionMLP";"Marine2017";"0.7557561"
"ConventionMLP";"Schengen";"0.5319269"
"En2017";"Paris";"0.5986941"
"Europe";"peillon2017";"0.5404713"
"FaitesLeBonChoix";"LeVraiFillon";"0.5657971"
"FaitesLeBonChoix";"Marine2017";"0.6275459"
"Fillon";"Macron";"0.6457814"
"FillonNice";"VoeuxFillon";"0.6437134"
"FrenchTech";"innovation";"0.5714417"
"FrenchTech";"startup";"0.6038624"
"Guyane";"Les4Vérités";"0.5258781"
"Guyane";"LeVraiFillon";"0.5138092"
"Guyane";"Marine2017";"0.6597140"
"Guyane";"outremer";"0.5711959"
"Hamon";"Valls";"0.5271186"
"Hamon2017";"Montpellier";"0.6469847"
"Hamon2017";"QuestionsPol";"0.5085925"
"Hamon2017";"RevenuUniversel";"0.6911312"
"Hollande";"Valls";"0.5069862"
"innovation";"numérique";"0.5112967"
"innovation";"startup";"0.5245813"
"JLM2017";"Mélenchon";"0.5003261"
"LEmissionPolitique";"Valls2017";"0.5800156"
"LeVraiFillon";"Marine2017";"0.7748729"
"Liévin";"Valls2017";"0.5839105"
"Marine2017";"Schengen";"0.5581762"
"Merkel";"Obama";"0.5077202"
"Merkel";"Poutine";"0.5972029"
"Merkel";"Trump";"0.5862500"
"Météo";"verglas";"0.5263346"
"Montebourg";"Montebourg2017";"0.7101448"
"Montpellier";"QuestionsPol";"0.5222722"
"Montpellier";"RevenuUniversel";"0.6930360"
"neige";"verglas";"0.6923797"
"Obama";"Poutine";"0.5512478"
"Obama";"Russie";"0.5437786"
"ONPC";"peillon2017";"0.7220758"
"ouijevote";"PrimairesCitoyennes";"0.5104333"
"Paris";"StopPollution";"0.5449071"
"peillon2017";"PeillonLibé";"0.6554616"
"peillon2017";"projet";"0.6602513"
"Pinel2017";"PRG";"0.6936734"
"Poutine";"Russie";"0.6927441"
"Poutine";"Trump";"0.6615502"
"QuestionsPol";"RevenuUniversel";"0.6617867"
"Russie";"Syrie";"0.5297443"
"Uber";"VTC";"0.7739541"
