"Hashtag1";"Hashtag2";"Correlation"
"16oct";"GPA";"0.6135437"
"16oct";"LaManifPourTous";"0.5333607"
"16oct";"NePlusSubir";"0.5749695"
"16oct";"ONLR";"0.9051778"
"19h20h";"BFMPolitique";"0.6150629"
"8h30Aphatie";"ToutPourLaFrance";"0.5322829"
"AccordDeParis";"climat";"0.5171816"
"AccordDeParis";"COP21";"0.6253453"
"AccordDeParis";"SmileForThePlanet";"0.7275055"
"AJ2017";"AJToulon";"0.5898138"
"AJ2017";"AvecJuppe";"0.7385763"
"AJ2017";"LE20H";"0.7154244"
"AJ2017";"TousJuppe";"0.7079655"
"AJRennes";"AJToulon";"0.5233478"
"AJRennes";"AvecJuppe";"0.5037542"
"AJToulon";"AvecJuppe";"0.5389235"
"AJToulon";"LE20H";"0.5601581"
"AJToulon";"TousJuppe";"0.6088693"
"art";"streetart";"0.5080381"
"AuNomDuPeuple";"JeSoutiensLaPolice";"0.5441034"
"AvecBLM";"renouveau";"0.7005912"
"AvecJuppe";"E1Juppé";"0.5024191"
"AvecJuppe";"LE20H";"0.5748596"
"AvecJuppe";"TousJuppe";"0.6961482"
"AvecNS";"Punchline";"0.5156368"
"AvecNS";"ToutPourLaFrance";"0.7775570"
"Bayrou";"Juppé";"0.5634435"
"Béziers";"Ménard";"0.5540869"
"BourdinDirect";"ToutPourLaFrance";"0.5032607"
"C8";"NSMarseille";"0.5141035"
"C8";"ToutPourLaFrance";"0.5102692"
"Caen";"Normandie";"0.5576321"
"Calais";"migrants";"0.5377437"
"CàVousNS";"DimPol";"0.5305707"
"CàVousNS";"NSinter";"0.5504073"
"CETA";"TAFTA";"0.6579633"
"climat";"COP22";"0.5975238"
"climat";"ParisAgreement";"0.5903340"
"Clinton";"Trump";"0.7911265"
"ConseildeParis";"Paris";"0.6651216"
"ConseildeParis";"stationnement";"0.5564162"
"COP21";"ParisAgreement";"0.5412900"
"COP21";"SmileForThePlanet";"0.6774035"
"DirectAN";"PLF2017";"0.6020242"
"directsénat";"Sénat";"0.5104499"
"droite";"PrendsGarde";"0.5186068"
"E1Juppé";"Europe1";"0.6403204"
"E1Juppé";"LE20H";"0.5366774"
"E1NS";"NSToulon";"0.5101913"
"E1NS";"Punchline";"0.5371823"
"Estrosi";"PACA";"0.5863828"
"Fillon";"Fillon2017";"0.6391393"
"Fillon";"FillonGagnant";"0.6023424"
"Fillon";"LEmissionPolitique";"0.5758569"
"Fillon2017";"FillonGagnant";"0.8330943"
"Fillon2017";"LEmissionPolitique";"0.5049008"
"FillonGagnant";"LEmissionPolitique";"0.5291052"
"FranceInsoumise";"JLM2017";"0.8192263"
"FranceInsoumise";"RMC";"0.5407735"
"Fréjus";"racisme";"0.5948554"
"Fréjus";"sexisme";"0.5470057"
"Goodyear";"JLM2017";"0.6447110"
"GPA";"ONLR";"0.5545059"
"Hollande";"Valls";"0.6325273"
"Islam";"LoiTaubira";"0.5666011"
"itele";"JeSoutiensItele";"0.6302444"
"JeSoutiensLaPolice";"ManifPolice";"0.6014069"
"JeSoutiensLaPolice";"migrants";"0.5045651"
"JFPoisson";"Poisson";"0.6470387"
"LaBAP";"PrendsGarde";"0.5404263"
"LaBAP";"Tours";"0.5810596"
"LaBAP";"UE";"0.6734056"
"LaBAP";"UEBAP";"0.5157724"
"LaBAP";"UEngagement";"0.7356563"
"LaManifPourTous";"ONLR";"0.5260504"
"LaPrimaireLeDebat";"PrimaireLeDebat";"0.5548058"
"LE20H";"TousJuppe";"0.5780784"
"Loire";"SaintEtienne";"0.7612303"
"MadeInFrance";"Montebourg";"0.5424555"
"ManifPolice";"PoliciersEnColere";"0.6369466"
"NePlusSubir";"ONLR";"0.5283623"
"NS2017";"ToutPourLaFrance";"0.5319111"
"NSinter";"ToutPourLaFrance";"0.5835349"
"NSMarseille";"NSToulon";"0.5547552"
"NSMarseille";"ToutPourLaFrance";"0.5727735"
"NSToulon";"ToutPourLaFrance";"0.5169820"
"Paris";"stationnement";"0.5189064"
"ParisAgreement";"SmileForThePlanet";"0.5208909"
"PrendsGarde";"UEngagement";"0.5740331"
"Primaire";"Primaire2016";"0.5759972"
"Punchline";"ToutPourLaFrance";"0.5535202"
"racisme";"sexisme";"0.6996473"
"Tours";"UEBAP";"0.6990831"
"Tours";"UEngagement";"0.5092250"
"UEBAP";"UEngagement";"0.5293756"
"Vendée";"VG2016";"0.6001971"
"VendeeGlobe";"VG2016";"0.5148146"
