"Hashtag1";"Hashtag2";"Correlation"
"18mars2017";"6eRepublique";"0.7926170"
"18mars2017";"AvenirEnCommun";"0.7372177"
"18mars2017";"Bastille";"0.6341549"
"18mars2017";"FranceInsoumise";"0.6734554"
"18mars2017";"JaiBastille";"0.8436688"
"18mars2017";"JLM2017";"0.8048074"
"18mars2017";"JLMLeHavre";"0.5762496"
"18mars2017";"JLMRennes";"0.7131583"
"18mars2017";"LuttesSociales";"0.5560546"
"6eRepublique";"AvenirEnCommun";"0.5978877"
"6eRepublique";"FranceInsoumise";"0.6287123"
"6eRepublique";"JaiBastille";"0.7479110"
"6eRepublique";"JLM2017";"0.7306164"
"6eRepublique";"JLMRennes";"0.6006405"
"ADMD";"Admd2017";"0.6783743"
"ADMD";"findevie";"0.7136508"
"Admd2017";"findevie";"0.6692895"
"Asselineau";"Frexit";"0.5899868"
"AuNomDuPeuple";"AvecMarine";"0.7031563"
"AuNomDuPeuple";"Aveyron";"0.5416816"
"AuNomDuPeuple";"DebatTF1";"0.6110094"
"AuNomDuPeuple";"ErnotteGate";"0.6342040"
"AuNomDuPeuple";"Gers";"0.6360055"
"AuNomDuPeuple";"LeVraiMacron";"0.7157044"
"AuNomDuPeuple";"LilleMLP";"0.6582580"
"AuNomDuPeuple";"Marine2017";"0.8980946"
"AuNomDuPeuple";"MetzMLP";"0.6132892"
"AuNomDuPeuple";"policiers";"0.5855406"
"AuNomDuPeuple";"RSI";"0.6204078"
"AuNomDuPeuple";"SablesdOlonne";"0.6848519"
"AuNomDuPeuple";"SaintRaphaël";"0.7952609"
"AuNomDuPeuple";"Tchad";"0.6680461"
"AvecHamon";"Bercy";"0.6070335"
"AvecMarine";"DebatTF1";"0.5168981"
"AvecMarine";"Marine2017";"0.7232783"
"AvecMarine";"SablesdOlonne";"0.5257632"
"AvecMarine";"SaintRaphaël";"0.6485607"
"AvenirEnCommun";"FranceInsoumise";"0.5913011"
"AvenirEnCommun";"JaiBastille";"0.6246824"
"AvenirEnCommun";"JLM2017";"0.7006955"
"AvenirEnCommun";"JLMRennes";"0.6096678"
"Aveyron";"Tchad";"0.5384346"
"Bastille";"JLM2017";"0.5045430"
"Bercy";"fairebattrelecoeurdelafrance";"0.6160014"
"Bercy";"FuturDesirable";"0.5670947"
"Bercy";"gauche";"0.5229702"
"Bercy";"Hamon2017";"0.6787075"
"Bercy";"HamonBercy";"0.5990542"
"BHBruxelles";"Conf";"0.5061998"
"BHLeHavre";"Conf";"0.5534450"
"BHNice";"Hamon2017";"0.5004251"
"Bretagne";"passezalouest";"0.6934419"
"Bretagne";"Zeus";"0.5085164"
"Conf";"ConfDefense";"0.5061934"
"Conf";"entrepreneuriat";"0.5122354"
"ConseildeParis";"Paris";"0.6211119"
"ConseildeParis";"propreté";"0.7022768"
"DebatTF1";"LeGrandDebat";"0.5595105"
"DebatTF1";"Marine2017";"0.5727300"
"DebatTF1";"policiers";"0.5897716"
"E1Bus";"E1Soir";"0.5419830"
"EllesMarchent";"ProgrammeEM";"0.5413616"
"EnMarche";"Macron2017";"0.5249273"
"EnMarche";"MacronCaen";"0.5080720"
"EnMarche";"MacronGironde";"0.5923377"
"EnMarche";"ProgrammeEM";"0.5391208"
"EnvoyeSpecial";"ErnotteGate";"0.5486855"
"ErnotteGate";"Marine2017";"0.6172885"
"ErnotteGate";"SablesdOlonne";"0.5529113"
"ErnotteGate";"SaintRaphaël";"0.5442188"
"EU60";"Europe";"0.5463220"
"fairebattrelecoeurdelafrance";"FuturDesirable";"0.5348131"
"fairebattrelecoeurdelafrance";"Hamon2017";"0.6418214"
"fairebattrelecoeurdelafrance";"HamonBercy";"0.5025987"
"Fillon";"Juppé";"0.6531245"
"Fillon";"LePen";"0.5179306"
"Fillon";"Macron";"0.6133320"
"Fillon";"Sarkozy";"0.5173563"
"Fillon";"Trocadero";"0.5330357"
"Fillon";"Valls";"0.5124733"
"Fillon2017";"FillonPresident";"0.6420075"
"Fillon2017";"ProjetFillon";"0.5602197"
"FillonBesançon";"FillonBiarritz";"0.5383458"
"FillonBesançon";"FillonNîmes";"0.6147968"
"FillonBesançon";"FillonSociétéCivile";"0.5349196"
"FillonBiarritz";"FillonPertuis";"0.5657840"
