"Hashtag1";"Hashtag2";"Correlation"
"13Novembre2015";"FluctuatNecMergitur";"0.6273410"
"13Novembre2015";"ParisSeSouvient";"0.6299374"
"19hRuthElkrief";"QuestionsPol";"0.5218761"
"8h30Aphatie";"franceinfo";"0.5210027"
"8h30Aphatie";"ToutPourLaFrance";"0.5476691"
"AccordDeParis";"climat";"0.5684699"
"AccordDeParis";"COP21";"0.6673358"
"AccordDeParis";"COP22";"0.5667611"
"AccordDeParis";"ParisAgreement";"0.6671098"
"AccordDeParis";"SmileForThePlanet";"0.7296438"
"AEM2016";"LaRochelle";"0.6573910"
"AJ2017";"AJBordeaux";"0.5863025"
"AJ2017";"AJToulon";"0.5806980"
"AJ2017";"AJZenith";"0.6576688"
"AJ2017";"DimanchePolitique";"0.5548164"
"AJ2017";"LE20H";"0.5865644"
"AJ2017";"TousJuppe";"0.7589964"
"AJBordeaux";"AJRennes";"0.6069662"
"AJBordeaux";"AJZenith";"0.5409782"
"AJBordeaux";"TousJuppe";"0.5970433"
"AJRennes";"AJToulon";"0.5116176"
"AJRennes";"AJZenith";"0.5114926"
"AJToulon";"DimanchePolitique";"0.6183411"
"AJToulon";"TousJuppe";"0.6279829"
"AJZenith";"TousJuppe";"0.6742619"
"ANOC";"Paris2024";"0.7365743"
"AuNomDuPeuple";"JeSoutiensLaPolice";"0.5755787"
"AuNomDuPeuple";"migrants";"0.5293282"
"AvecBLM";"renouveau";"0.6114502"
"AvecNS";"NS2017";"0.5425999"
"AvecNS";"NS20H";"0.6961454"
"AvecNS";"NSMarseille";"0.5249859"
"AvecNS";"NSNice";"0.5041909"
"AvecNS";"ToutPourLaFrance";"0.7709471"
"Bataclan";"Sting";"0.5109141"
"BourdinDirect";"ToutPourLaFrance";"0.5375335"
"CETA";"TAFTA";"0.5115429"
"climat";"COP22";"0.5274597"
"Clinton";"ElectionNight";"0.6016477"
"Clinton";"Trump";"0.7595254"
"ConseildeParis";"Paris";"0.6038727"
"COP21";"ParisAgreement";"0.6378716"
"COP21";"SmileForThePlanet";"0.6246986"
"DimPol";"NSNice";"0.5026396"
"DirectAN";"PLF2017";"0.5882866"
"DonaldTrump";"Election2016";"0.5345457"
"droite";"PrendsGarde";"0.6031273"
"E1NS";"NSNice";"0.5111212"
"E1NS";"NSRTL";"0.6584575"
"Election2016";"ElectionNight";"0.5121604"
"ElectionNight";"Trump";"0.5931487"
"Erdogan";"Turquie";"0.5275208"
"Fillon";"Fillon2017";"0.6371898"
"Fillon";"FillonGagnant";"0.6281269"
"Fillon";"Juppé";"0.5345256"
"Fillon";"LEmissionPolitique";"0.5600779"
"Fillon2017";"FillonGagnant";"0.8463452"
"FluctuatNecMergitur";"Paris";"0.5381309"
"FluctuatNecMergitur";"ParisSeSouvient";"0.8729340"
"FluctuatNecMergitur";"stationnement";"0.5447674"
"FranceInsoumise";"JLM2017";"0.6592475"
"HDP";"Turquie";"0.7050236"
"Hollande";"Valls";"0.5906851"
"innovation";"numérique";"0.5663917"
"itele";"JeSoutiensItele";"0.6545941"
"JeSoutiensLaPolice";"ManifPolice";"0.5243614"
"JLM2017";"Mélenchon";"0.5246942"
"Juppé";"Sarkozy";"0.5016534"
"LaBAP";"Tours";"0.6015784"
"LaBAP";"UE";"0.7248297"
"LaBAP";"UEngagement";"0.7137360"
"LaPrimaireLeDebat";"PrimaireLeDebat";"0.5121062"
"LE20H";"TousJuppe";"0.6140673"
"LeMans";"UEngagement";"0.5040191"
"MadeInFrance";"Montebourg";"0.6605296"
"ManifPolice";"PoliciersEnColere";"0.5641385"
"Meyzieu";"NSRTL";"0.5258821"
"Meyzieu";"ToutPourLaFrance";"0.6501115"
"migrants";"Trump";"0.5276518"
"NS2017";"ToutPourLaFrance";"0.6100686"
"NS20H";"NSToulon";"0.5239130"
"NS20H";"ToutPourLaFrance";"0.6412915"
"NSBordeaux";"NSRTL";"0.6565087"
"NSBordeaux";"ToutPourLaFrance";"0.6251023"
"NSMarseille";"NSNice";"0.5675251"
"NSMarseille";"NSRTL";"0.6129673"
"NSMarseille";"ToutPourLaFrance";"0.6081863"
"NSNice";"NSRTL";"0.5823218"
"NSNice";"NSToulon";"0.6439463"
"NSNice";"ToutPourLaFrance";"0.6118341"
"NSRTL";"ToutPourLaFrance";"0.5414186"
"NSToulon";"ToutPourLaFrance";"0.5182909"
"Paris";"ParisSeSouvient";"0.5507525"
"Paris";"stationnement";"0.5833222"
"ParisAgreement";"SmileForThePlanet";"0.6540177"
"PrendsGarde";"UEngagement";"0.5543913"
"Primaire";"Primaire2016";"0.5820600"
"Primaire2016";"PrimaireDroite";"0.5221902"
