"Hashtag1";"Hashtag2";"Correlation"
"8h30Aphatie";"franceinfo";"0.5603436"
"Alfortville";"JeVoteValls";"0.6098682"
"Alfortville";"Valls2017";"0.5832039"
"AuNomDuPeuple";"Calais";"0.5702360"
"AuNomDuPeuple";"ConventionMLP";"0.6297641"
"AuNomDuPeuple";"Koblenz";"0.6535437"
"AuNomDuPeuple";"Les4Vérités";"0.5104506"
"AuNomDuPeuple";"LeVraiFillon";"0.7096606"
"AuNomDuPeuple";"Marine2017";"0.8704328"
"AuNomDuPeuple";"migrants";"0.5554916"
"AuNomDuPeuple";"RSI";"0.5340572"
"AvecMV";"AvecValls";"0.5328316"
"AvecMV";"Valls2017";"0.7645403"
"AvecMV";"VallsParis";"0.5105810"
"AvecPeillon";"ONPC";"0.6854498"
"AvecPeillon";"peillon2017";"0.8723099"
"AvecValls";"JeVoteValls";"0.5439680"
"AvecValls";"Valls2017";"0.6621451"
"AvecValls";"VallsParis";"0.6110918"
"benoithamon2017";"Hamon2017";"0.6374350"
"Brest";"Bretagne";"0.5035043"
"Budget2017";"DirectIDF";"0.6424586"
"Calais";"Koblenz";"0.5397817"
"Calais";"migrants";"0.5557033"
"CES2017";"FrenchTech";"0.5853670"
"CES2017";"startup";"0.5052834"
"ClermontFerrand";"RevenuUniversel";"0.5434159"
"CNlesRépublicains";"Fillon2017";"0.6009582"
"CNlesRépublicains";"JTFillon";"0.5504630"
"concert";"musique";"0.5980872"
"ConfDePresse";"QuestionsPol";"0.6310905"
"ConfDePresse";"RevenuUniversel";"0.5565244"
"Conferasmus";"Erasmus";"0.6102986"
"Conferasmus";"ErasmusPlus";"0.6818418"
"ConventionMLP";"Koblenz";"0.5641575"
"ConventionMLP";"LeVraiFillon";"0.6616670"
"ConventionMLP";"Marine2017";"0.6497062"
"ConventionMLP";"RSI";"0.5018408"
"ConventionMLP";"Tromelin";"0.5320697"
"DelitDentraveIVG";"IVG";"0.6025928"
"En2017";"Paris";"0.5143155"
"En2017";"StopPollution";"0.5715713"
"EnMarche";"LaMajoritéEnMarche";"0.5310876"
"Fillon";"Hamon";"0.5095143"
"Fillon";"Macron";"0.6418443"
"Fillon";"PenelopeGate";"0.5212316"
"Fillon";"Trump";"0.5036598"
"Fillon";"Valls";"0.5232629"
"Fillon2017";"JTFillon";"0.5133831"
"Fillon2017";"VoeuxFillon";"0.5392207"
"FillonNice";"LE20H";"0.5772987"
"FillonNice";"VoeuxFillon";"0.5595364"
"FranceInsoumise";"JLM2017";"0.6678452"
"FranceInsoumise";"LCI";"0.5106403"
"FranceInter";"Uber";"0.5457388"
"FRASLO";"Paris2024";"0.5026608"
"FrenchTech";"startups";"0.5055414"
"Hamon";"Macron";"0.5276061"
"Hamon";"PrimairesGauche";"0.5085063"
"Hamon";"Valls";"0.6861051"
"Hamon2017";"INJ";"0.6797972"
"Hamon2017";"RevenuUniversel";"0.6500142"
"Hamon2017";"RUE";"0.6461964"
"Handball2017";"PhenomenalHandball";"0.7677026"
"INJ";"Montpellier";"0.5383241"
"INJ";"RevenuUniversel";"0.6603627"
"Israel";"Jerusalem";"0.5844127"
"Jaures";"Montebourg";"0.5818848"
"Jaures";"Montebourg2017";"0.7406010"
"JeVoteValls";"Valls2017";"0.6851397"
"JeVoteValls";"VallsParis";"0.5497798"
"JeVoteValls";"VallsTF1";"0.5373731"
"JRG";"Pinel2017";"0.5367282"
"JRG";"PRG";"0.5550566"
"JRG";"SylviaPinel";"0.5441572"
"Koblenz";"LeVraiFillon";"0.5715259"
"Koblenz";"Marine2017";"0.5936672"
"LE20H";"VoeuxFillon";"0.5029683"
"LEmissionPolitique";"LEP";"0.5050526"
"LeVraiFillon";"Marine2017";"0.7153892"
"Liévin";"Valls2017";"0.5383892"
"Macron";"Valls";"0.5501874"
"Marine2017";"migrants";"0.5225227"
"mer";"VG2016";"0.5376247"
"Montebourg";"Montebourg2017";"0.6150067"
"Montpellier";"RevenuUniversel";"0.5542029"
"neige";"verglas";"0.6942571"
"neige";"vigilance";"0.5157898"
"neige";"VigilanceOrange";"0.5545570"
"ONPC";"peillon2017";"0.6868231"
"peillon2017";"PeillonLibé";"0.5066457"
"PenelopeFillon";"PenelopeGate";"0.5946075"
"Pinel";"Pinel2017";"0.6381706"
"Pinel";"PRG";"0.5382193"
"Pinel2017";"PRG";"0.6325981"
"Pinel2017";"SylviaPinel";"0.6362982"
"Poutine";"Trump";"0.5636427"
"PrimaireGauche";"PrimairesGauche";"0.5431697"
"QuestionsPol";"RevenuUniversel";"0.5850244"
"Valls2017";"VallsParis";"0.6838834"
"Valls2017";"VallsTF1";"0.5378139"
"VendeeGlobe";"VG2016";"0.5477133"
"verglas";"VigilanceOrange";"0.6155740"
