"Hashtag1";"Hashtag2";"Correlation"
"6eRepublique";"AvenirEnCommun";"0.5588672"
"6eRepublique";"FranceInsoumise";"0.6741008"
"6eRepublique";"JLMHologramme";"0.5494038"
"Alfortville";"JeVoteValls";"0.6973326"
"Alfortville";"Valls2017";"0.6133822"
"AssisesMLP";"AuNomDuPeuple";"0.7251530"
"AssisesMLP";"Koblenz";"0.5443835"
"AssisesMLP";"LEmissionPolitique";"0.5357006"
"AssisesMLP";"LeVraiFillon";"0.5712235"
"AssisesMLP";"Marine2017";"0.7336886"
"AssisesMLP";"migrants";"0.5184905"
"AssisesMLP";"MLPTF1";"0.6231344"
"Aulnay";"Theo";"0.5104727"
"AuNomDuPeuple";"GrandeSynthe";"0.7086656"
"AuNomDuPeuple";"JeChoisisMarine";"0.5486862"
"AuNomDuPeuple";"Koblenz";"0.5981011"
"AuNomDuPeuple";"LEmissionPolitique";"0.5703634"
"AuNomDuPeuple";"LeVraiFillon";"0.6616266"
"AuNomDuPeuple";"Marine2017";"0.9352274"
"AuNomDuPeuple";"migrants";"0.6421989"
"AuNomDuPeuple";"MLPTF1";"0.7165313"
"AvecMV";"Valls2017";"0.5967160"
"AvecPeillon";"Peillon";"0.5580792"
"AvecPeillon";"peillon2017";"0.9099886"
"AvecValls";"JeVoteValls";"0.5575667"
"AvecValls";"Valls2017";"0.5926794"
"AvenirEnCommun";"FranceInsoumise";"0.7311942"
"AvenirEnCommun";"JLM2017";"0.7522601"
"AvenirEnCommun";"JLMHologramme";"0.6267352"
"AvenirEnCommun";"LCI";"0.6220224"
"benoithamon2017";"Hamon2017";"0.5748217"
"benoithamon2017";"Mutualité";"0.5142798"
"Budget2017";"DirectIDF";"0.5920167"
"BudgetIDF";"CPER";"0.5291055"
"Calais";"GrandeSynthe";"0.5797039"
"Calais";"migrants";"0.5572646"
"ClermontFerrand";"INJ";"0.5809370"
"ClermontFerrand";"RevenuUniversel";"0.5961658"
"ConseildeParis";"Paris";"0.5145996"
"DirectFerrari";"GalziMinuit";"0.5518248"
"E1Primaire";"E1Soir";"0.5054524"
"EgaliteReelle";"outremer";"0.6621212"
"EnMarche";"Macron2017";"0.5576863"
"Europe";"UE";"0.5306953"
"Fillon";"FillonGate";"0.5147157"
"Fillon";"Macron";"0.5438626"
"Fillon";"PenelopeGate";"0.6893493"
"Fillon2017";"FillonLaVillette";"0.6139226"
"Fillon2017";"FillonPresident";"0.5175499"
"Fillon2017";"JTFillon";"0.5104734"
"FillonCharleville";"FillonPresident";"0.5004057"
"FillonCharleville";"Séguin";"0.5360990"
"FillonGate";"PenelopeGate";"0.5826227"
"FillonOyonnax";"Séguin";"0.5424860"
"FillonOyonnax";"StopChasseàLHomme";"0.5275020"
"FillonPoitiers";"Séguin";"0.5164079"
"FN";"MarineLePen";"0.5095691"
"Forbach";"Koblenz";"0.5297165"
"FranceInsoumise";"JLM2017";"0.7120084"
"FranceInsoumise";"JLMHologramme";"0.6795023"
"FranceInsoumise";"LCI";"0.5556068"
"FRANOR";"Handball2017";"0.6895621"
"GrandeSynthe";"Marine2017";"0.5766466"
"GrandeSynthe";"migrants";"0.6755726"
"GrandeSynthe";"MLPTF1";"0.5050039"
"Hamon";"Macron";"0.5763000"
"Hamon";"Mélenchon";"0.5068135"
"Hamon";"PrimairesGauche";"0.5738572"
"Hamon";"Valls";"0.6783285"
"Hamon2017";"INJ";"0.6438423"
"Hamon2017";"Mutualité";"0.6172779"
"Hamon2017";"PrimaireLeDebat";"0.5216036"
"Hamon2017";"RevenuUniversel";"0.6474054"
"Hamon2017";"RUE";"0.5149302"
"Handball2017";"PhenomenalHandball";"0.5297856"
"Hollande";"Macron";"0.5242670"
"INJ";"RevenuUniversel";"0.5979013"
"innovation";"numérique";"0.5527493"
"interactiv";"le79inter";"0.5588454"
"Jaures";"Montebourg";"0.6508704"
"Jaures";"Montebourg2017";"0.7561249"
"JeChoisisMarine";"Marine2017";"0.5208040"
"JeVoteValls";"Valls2017";"0.7672505"
"JeVoteValls";"VallsParis";"0.5894589"
"JeVoteValls";"VallsTF1";"0.5584275"
"JLM2017";"JLMHologramme";"0.6160514"
