"Hashtag1";"Hashtag2";"Correlation"
"19hRuthElkrief";"LeDirectFerrari";"0.5110642"
"AJ2017";"JuppéGagnant";"0.5385821"
"AJNancy";"JuppéGagnant";"0.5278463"
"AJNancy";"LE20H";"0.5985400"
"Alep";"Syrie";"0.6714741"
"AuNomDuPeuple";"ConventionMLP";"0.5084620"
"AuNomDuPeuple";"Guyane";"0.5728875"
"AuNomDuPeuple";"LeGrandJury";"0.5092067"
"AuNomDuPeuple";"LeVraiFillon";"0.5679847"
"AuNomDuPeuple";"Marine2017";"0.5282741"
"AuNomDuPeuple";"Mayotte";"0.5901152"
"AuNomDuPeuple";"MLPTF1";"0.5841700"
"AvecMV";"CeQuiNousRassemble";"0.6619656"
"AvecMV";"Valls2017";"0.7886983"
"benoithamon2017";"Hamon2017";"0.6318847"
"benoithamon2017";"Japy";"0.6785041"
"benoithamon2017";"LEmissionPolitique";"0.5328462"
"benoithamon2017";"RevenuUniversel";"0.5342080"
"Berges";"Paris";"0.5315477"
"Budget2017";"Paris";"0.5017773"
"Cazeneuve";"Valls";"0.5426832"
"CeQuiNousRassemble";"Valls2017";"0.7933293"
"circulationalternee";"pollution";"0.6556389"
"CNPS";"LaBAP";"0.5125368"
"CNPS";"PrendsGarde";"0.5005637"
"CNPS";"PrimairesCitoyennes";"0.5004489"
"ConseildeParis";"Paris";"0.6269409"
"ConventionBAP";"LaBAP";"0.6665152"
"ConventionBAP";"PrendsGarde";"0.5140741"
"ConventionBAP";"PrimairesCitoyennes";"0.5547545"
"ConventionMLP";"Guyane";"0.6061799"
"ConventionMLP";"HéninBeaumont";"0.5153727"
"ConventionMLP";"Mayotte";"0.6395676"
"ConventionMLP";"MLPOutremer";"0.5087061"
"ConventionMLP";"SalonDuCheval";"0.5849539"
"DelitDentraveIVG";"IVG";"0.5954427"
"diesel";"Paris";"0.5766662"
"DimPol";"France3";"0.5888639"
"EnMarche";"revolutionenmarche";"0.5499768"
"Fillon";"Hollande";"0.5306316"
"Fillon";"Juppé";"0.5894220"
"Fillon";"Macron";"0.5125026"
"Fillon";"Sarkozy";"0.5336199"
"FillonGagnant";"FillonPresident";"0.6003692"
"France3";"FranceInter";"0.6087583"
"France3";"QuestionsPol";"0.6358326"
"FranceInsoumise";"JLM2017";"0.7889877"
"FranceInter";"QuestionsPol";"0.6392241"
"Guyane";"LaRéunion";"0.5602384"
"Guyane";"LeGrandJury";"0.5333162"
"Guyane";"LeVraiFillon";"0.5661734"
"Guyane";"Mayotte";"0.7347155"
"Guyane";"MLPOutremer";"0.5768190"
"Guyane";"outremer";"0.5209268"
"Guyane";"SalonDuCheval";"0.6376712"
"Hamon2017";"Japy";"0.8388937"
"Hamon2017";"LEmissionPolitique";"0.5343183"
"Hamon2017";"RevenuUniversel";"0.5920544"
"HéninBeaumont";"Mayotte";"0.5790020"
"Hollande";"Macron";"0.5104440"
"Hollande";"PrimaireDroite";"0.5023975"
"Hollande";"Valls";"0.5274199"
"LaBAP";"PrimairesCitoyennes";"0.6373362"
"LaRéunion";"Mayotte";"0.5687263"
"LaRéunion";"MLPOutremer";"0.5218816"
"LeDirectFerrari";"Les4Vérités";"0.6517231"
"LeGrandJury";"MLPOutremer";"0.5227733"
"LeGrandJury";"MLPTF1";"0.5437681"
"LeVraiFillon";"Mayotte";"0.5561768"
"LeVraiFillon";"MLPTF1";"0.5640375"
"LeVraiFillon";"SalonDuCheval";"0.5821961"
"LoiTravail";"smic";"0.5529382"
"Mayotte";"MLPOutremer";"0.6888797"
"Mayotte";"SalonDuCheval";"0.5974625"
"MLPOutremer";"SalonDuCheval";"0.5210229"
"Noël";"Telethon2016";"0.5083494"
"Normandie";"Rouen";"0.5077076"
"Peillon";"peillon2017";"0.5527164"
"PLF2017";"Sénat";"0.5292938"
"PrendsGarde";"PrimairesCitoyennes";"0.5710640"
"sida";"VIH";"0.5381842"
