"Hashtag1";"Hashtag2";"Correlation"
"13Novembre2015";"FluctuatNecMergitur";"0.5871547"
"13Novembre2015";"ParisSeSouvient";"0.6185809"
"19hRuthElkrief";"QuestionsPol";"0.5125510"
"8h30Aphatie";"franceinfo";"0.5141354"
"8h30Aphatie";"ToutPourLaFrance";"0.5300356"
"AccordDeParis";"climat";"0.6105949"
"AccordDeParis";"COP21";"0.7098962"
"AccordDeParis";"COP22";"0.5830725"
"AccordDeParis";"ParisAgreement";"0.5740184"
"AccordDeParis";"SmileForThePlanet";"0.7143253"
"AEM2016";"LaRochelle";"0.6511372"
"AJ2017";"AJBordeaux";"0.5655053"
"AJ2017";"AJToulon";"0.6034912"
"AJ2017";"AvecJuppe";"0.5488519"
"AJ2017";"DimanchePolitique";"0.5372786"
"AJ2017";"LE20H";"0.6145557"
"AJ2017";"TousJuppe";"0.7518356"
"AJBordeaux";"AJRennes";"0.5880163"
"AJBordeaux";"TousJuppe";"0.6204281"
"AJRennes";"AJToulon";"0.5222883"
"AJRennes";"TousJuppe";"0.5241572"
"AJToulon";"DimanchePolitique";"0.5901145"
"AJToulon";"LE20H";"0.5046532"
"AJToulon";"TousJuppe";"0.6572638"
"Amiens";"Goodyear";"0.5539046"
"asile";"Immigration";"0.5197291"
"AuNomDuPeuple";"JeSoutiensLaPolice";"0.5089415"
"AuNomDuPeuple";"migrants";"0.5254620"
"AvecBLM";"renouveau";"0.6532026"
"AvecNS";"NS2017";"0.5059823"
"AvecNS";"NS20H";"0.6763377"
"AvecNS";"NSMarseille";"0.5034763"
"AvecNS";"ToutPourLaFrance";"0.7697416"
"Bataclan";"Sting";"0.5118951"
"BourdinDirect";"ToutPourLaFrance";"0.5595623"
"Caen";"Normandie";"0.6207399"
"CàVousNS";"NSinter";"0.6414253"
"CETA";"TAFTA";"0.5051406"
"climat";"COP22";"0.5665817"
"climat";"ParisAgreement";"0.5867201"
"Clinton";"ElectionNight";"0.6065563"
"Clinton";"Trump";"0.7700342"
"ConseildeParis";"Paris";"0.6112303"
"ConseildeParis";"stationnement";"0.5074020"
"COP21";"ParisAgreement";"0.6219031"
"COP21";"SmileForThePlanet";"0.6113291"
"DirectAN";"PLF2017";"0.6188352"
"droite";"PrendsGarde";"0.6140425"
"Duflot";"PrimaireEELV";"0.5474438"
"E1Juppé";"Europe1";"0.6518139"
"Election2016";"ElectionNight";"0.5454600"
"ElectionNight";"Trump";"0.6256566"
"Erdogan";"Turquie";"0.5392393"
"Fillon";"Fillon2017";"0.6362935"
"Fillon";"FillonGagnant";"0.6246300"
"Fillon";"LEmissionPolitique";"0.5324585"
"Fillon2017";"FillonGagnant";"0.8571862"
"FluctuatNecMergitur";"Paris";"0.5245929"
"FluctuatNecMergitur";"ParisSeSouvient";"0.8082031"
"FluctuatNecMergitur";"stationnement";"0.5325375"
"FranceInsoumise";"JLM2017";"0.6645505"
"Fréjus";"racisme";"0.5478056"
"Goodyear";"HDP";"0.5207334"
"Goodyear";"JLM2017";"0.5168852"
"HDP";"Turquie";"0.7228548"
"Hollande";"PS";"0.5633614"
"Hollande";"Valls";"0.6199959"
"innovation";"numérique";"0.5387326"
"innovation";"startup";"0.5215132"
"Irak";"Mossoul";"0.5521857"
"itele";"JeSoutiensItele";"0.6439261"
"JeSoutiensLaPolice";"ManifPolice";"0.5327394"
"JLM2017";"Mélenchon";"0.6041276"
"Juppé";"Sarkozy";"0.5237215"
"LaBAP";"Tours";"0.5929514"
"LaBAP";"UE";"0.7205441"
"LaBAP";"UEngagement";"0.7191581"
"LE20H";"TousJuppe";"0.5818731"
"LeMans";"UEngagement";"0.5157968"
"MadeInFrance";"Montebourg";"0.6072376"
"ManifPolice";"PoliciersEnColere";"0.5190606"
"Meyzieu";"ToutPourLaFrance";"0.6412855"
"migrants";"Trump";"0.5237604"
"NS2017";"ToutPourLaFrance";"0.5966390"
"NS20H";"NSToulon";"0.5735908"
"NS20H";"ToutPourLaFrance";"0.6153093"
"NSBordeaux";"ToutPourLaFrance";"0.6005474"
"NSinter";"ToutPourLaFrance";"0.5523852"
"NSMarseille";"ToutPourLaFrance";"0.5863830"
"NSToulon";"ToutPourLaFrance";"0.5145106"
"numérique";"startup";"0.5060211"
"Paris";"ParisSeSouvient";"0.5367814"
"Paris";"stationnement";"0.5919733"
"ParisAgreement";"SmileForThePlanet";"0.5376795"
"PrendsGarde";"UEngagement";"0.5577000"
"Primaire";"Primaire2016";"0.6292450"
"Primaire2016";"PrimaireDroite";"0.5029298"
"Punchline";"RevenuUniversel";"0.6474762"
