"Hashtag1";"Hashtag2";"Correlation"
"16oct";"GPA";"0.5922093"
"16oct";"LaManifPourTous";"0.5697384"
"16oct";"ONLR";"0.9053748"
"19h20h";"BFMPolitique";"0.6105102"
"8h30Aphatie";"ToutPourLaFrance";"0.5193736"
"AccordDeParis";"climat";"0.6065032"
"AccordDeParis";"COP21";"0.6269831"
"AccordDeParis";"ParisAgreement";"0.5327818"
"AccordDeParis";"SmileForThePlanet";"0.7500733"
"AJ2017";"AJToulon";"0.5845813"
"AJ2017";"AvecJuppe";"0.7417015"
"AJ2017";"LE20H";"0.7032885"
"AJ2017";"TousJuppe";"0.7018636"
"AJRennes";"AJToulon";"0.5123713"
"AJRennes";"AvecJuppe";"0.5291196"
"AJToulon";"AvecJuppe";"0.5498217"
"AJToulon";"LE20H";"0.5526174"
"AJToulon";"TousJuppe";"0.5943437"
"Amiens";"Goodyear";"0.5026334"
"AuNomDuPeuple";"JeSoutiensLaPolice";"0.5295702"
"AuNomDuPeuple";"migrants";"0.5273504"
"AvecBLM";"renouveau";"0.7159516"
"AvecJuppe";"E1Juppé";"0.5261436"
"AvecJuppe";"LE20H";"0.5793059"
"AvecJuppe";"TousJuppe";"0.6867205"
"AvecNS";"NS2017";"0.5063500"
"AvecNS";"NSMarseille";"0.5085556"
"AvecNS";"Punchline";"0.5294720"
"AvecNS";"ToutPourLaFrance";"0.7696510"
"Bayrou";"Juppé";"0.5392631"
"Béziers";"Ménard";"0.5552802"
"Caen";"Normandie";"0.5111304"
"Calais";"migrants";"0.5706336"
"CàVousNS";"DimPol";"0.5023871"
"CàVousNS";"NSinter";"0.5681003"
"CàVousNS";"ToutPourLaFrance";"0.5095486"
"CETA";"TAFTA";"0.6691472"
"climat";"COP21";"0.5528851"
"climat";"COP22";"0.7154381"
"climat";"ParisAgreement";"0.7273106"
"climat";"SmileForThePlanet";"0.5196616"
"Clinton";"Trump";"0.7596280"
"CNPCF";"PCF";"0.5810725"
"COP21";"ParisAgreement";"0.5712548"
"COP21";"SmileForThePlanet";"0.6578266"
"COP22";"ParisAgreement";"0.5352852"
"DirectAN";"PLF2017";"0.5964589"
"droite";"PrendsGarde";"0.5121126"
"Duflot";"PrimaireEELV";"0.5096838"
"E1Juppé";"Europe1";"0.6194233"
"E1Juppé";"LE20H";"0.5378815"
"E1NS";"NSinter";"0.5271423"
"E1NS";"Punchline";"0.5299030"
"EELV";"PrimaireEELV";"0.5225879"
"Estrosi";"PACA";"0.6529705"
"Fillon";"Fillon2017";"0.6412678"
"Fillon";"FillonGagnant";"0.5842774"
"Fillon";"LEmissionPolitique";"0.5386273"
"Fillon2017";"FillonGagnant";"0.8388081"
"Fillon2017";"LEmissionPolitique";"0.5402438"
"FillonGagnant";"LEmissionPolitique";"0.5311977"
"FranceInsoumise";"Goodyear";"0.5775608"
"FranceInsoumise";"JLM2017";"0.8603182"
"FranceInsoumise";"RMC";"0.5572293"
"Fréjus";"racisme";"0.5429143"
"Goodyear";"JLM2017";"0.6593869"
"GPA";"ONLR";"0.5158541"
"GrandParis";"Inventonslametropole";"0.5668960"
"Hollande";"Valls";"0.5819240"
"itele";"JeSoutiensItele";"0.5780584"
"JeSoutiensLaPolice";"ManifPolice";"0.5743475"
"JeSoutiensLaPolice";"migrants";"0.5026392"
"JFPoisson";"Poisson";"0.6576996"
"Juppé";"Sarkozy";"0.5881629"
"LaBAP";"PrendsGarde";"0.5450411"
"LaBAP";"Tours";"0.5769915"
"LaBAP";"UE";"0.6556616"
"LaBAP";"UEBAP";"0.5047195"
"LaBAP";"UEngagement";"0.7339978"
"LaManifPourTous";"ONLR";"0.5697902"
"LaPrimaireLeDebat";"PrimaireLeDebat";"0.5494732"
"LE20H";"TousJuppe";"0.5678393"
"Loire";"SaintEtienne";"0.7842810"
"MadeInFrance";"Montebourg";"0.6178204"
"ManifPolice";"PoliciersEnColere";"0.6285943"
"NS2017";"ToutPourLaFrance";"0.5695568"
"NSinter";"ToutPourLaFrance";"0.5801426"
"NSMarseille";"NSToulon";"0.5692306"
"NSMarseille";"ToutPourLaFrance";"0.6110604"
"ParisAgreement";"SmileForThePlanet";"0.5484928"
"Poutine";"Syrie";"0.5103615"
"PrendsGarde";"UEngagement";"0.5803145"
"Primaire";"Primaire2016";"0.5749042"
"Punchline";"ToutPourLaFrance";"0.5422762"
"Tours";"UEBAP";"0.7007044"
"Tours";"UEngagement";"0.5099250"
"UEBAP";"UEngagement";"0.5211219"
"Vendée";"VG2016";"0.5595030"
