"Hashtag1";"Hashtag2";"Correlation"
"19hRuthElkrief";"LeDirectFerrari";"0.5741915"
"19hRuthElkrief";"Les4Vérités";"0.5360015"
"1anAvecValerie";"Berges";"0.5090814"
"25novembre";"violencesfaitesauxfemmes";"0.5669972"
"AJ2017";"AJNancy";"0.5766985"
"AJ2017";"JeVoteJuppé";"0.5605382"
"AJ2017";"JuppéGagnant";"0.6168506"
"AJ2017";"JuppéPrésidentCest";"0.6253748"
"AJLille";"AJNancy";"0.5299166"
"AJLille";"VivementJuppe";"0.5280254"
"AJNancy";"AJToulouse";"0.6026426"
"AJNancy";"JuppéGagnant";"0.5101958"
"AJNancy";"JuppéPrésidentCest";"0.5517589"
"AJNancy";"LE20H";"0.6702934"
"AJNancy";"VivementJuppe";"0.5724605"
"AJToulouse";"JuppéGagnant";"0.5054985"
"AJToulouse";"JuppéPrésidentCest";"0.6344353"
"AJToulouse";"LE20H";"0.5704191"
"Alep";"Syrie";"0.6301019"
"AuNomDuPeuple";"ConventionMLP";"0.6644964"
"AuNomDuPeuple";"DimanchePolitique";"0.6074268"
"AuNomDuPeuple";"LaRéunion";"0.6050989"
"AuNomDuPeuple";"LeGrandJury";"0.5214291"
"AuNomDuPeuple";"LeVraiFillon";"0.6030902"
"AuNomDuPeuple";"Marine2017";"0.5515899"
"AuNomDuPeuple";"Mayotte";"0.6462523"
"AuNomDuPeuple";"MIFexpo";"0.5516114"
"AuNomDuPeuple";"migrants";"0.5527523"
"AuNomDuPeuple";"MLPTF1";"0.6116609"
"AuNomDuPeuple";"referendumcostituzionale";"0.5005157"
"AuNomDuPeuple";"SalonDuCheval";"0.5327575"
"AvecNS";"NSNimes";"0.7106068"
"AvecNS";"ToutPourLaFrance";"0.8186298"
"AvenirEnCommun";"FranceInsoumise";"0.8034512"
"AvenirEnCommun";"JLM2017";"0.6602425"
"AvenirEnCommun";"Obsinsoumis";"0.5566543"
"benoithamon2017";"Hamon2017";"0.5860247"
"benoithamon2017";"Japy";"0.6629576"
"Berges";"Paris";"0.5410823"
"Castro";"Royal";"0.5375422"
"CàVous";"peillon2017";"0.6061135"
"Cazeneuve";"Hollande";"0.5328479"
"Cazeneuve";"Valls";"0.5439055"
"CeQuiNousRassemble";"Valls2017";"0.7969721"
"circulationalternee";"pollution";"0.6806305"
"CitiesForLife";"Paris";"0.5091035"
"CitiesForLife";"StopPollution";"0.5123833"
"ConseildeParis";"Paris";"0.6121863"
"ConventionBAP";"LaBAP";"0.5941724"
"ConventionBAP";"PrendsGarde";"0.5387465"
"ConventionMLP";"DimanchePolitique";"0.6112196"
"ConventionMLP";"LaRéunion";"0.5611327"
"ConventionMLP";"LeVraiFillon";"0.5114206"
"ConventionMLP";"Mayotte";"0.6507674"
"ConventionMLP";"SalonDuCheval";"0.5483964"
"DelitDentraveIVG";"IVG";"0.5737311"
"diesel";"Paris";"0.6332684"
"DimanchePolitique";"LaRéunion";"0.6521210"
"DimanchePolitique";"Mayotte";"0.6078561"
"DimanchePolitique";"MIFexpo";"0.5318205"
"DimanchePolitique";"MLPOutremer";"0.6932046"
"DimanchePolitique";"MLPTF1";"0.5406065"
"DimanchePolitique";"SalonDuCheval";"0.5345708"
"DimPol";"France3";"0.5291917"
"DirectAN";"QAG";"0.5071429"
"EnMarche";"revolutionenmarche";"0.5328279"
"Fillon";"Juppé";"0.6237864"
"Fillon";"Sarkozy";"0.6373987"
"FillonGagnant";"FillonPresident";"0.5108711"
"FillonLyon";"FillonPresident";"0.5518982"
"FillonPresident";"Vérité";"0.5131047"
"France3";"FranceInter";"0.5402091"
"France3";"QuestionsPol";"0.5667832"
"FranceInsoumise";"JLM2017";"0.8293268"
"FranceInter";"QuestionsPol";"0.6173074"
"Hamon2017";"Japy";"0.7981356"
"Hamon2017";"LEmissionPolitique";"0.5294804"
"HéninBeaumont";"LeVraiFillon";"0.5050545"
"HéninBeaumont";"Mayotte";"0.6114930"
"Hollande";"PrimaireDroite";"0.5547327"
"Hollande";"Valls";"0.5780410"
"JeVoteJuppé";"JuppéPrésidentCest";"0.5659198"
"JLM2017";"Obsinsoumis";"0.5705802"
"Juppé";"Sarkozy";"0.5041444"
"JuppéGagnant";"JuppéPrésidentCest";"0.6695823"
