"Hashtag1";"Hashtag2";"Correlation"
"18mars2017";"6eRepublique";"0.6801537"
"18mars2017";"AvenirEnCommun";"0.6742933"
"18mars2017";"Bastille";"0.6751377"
"18mars2017";"FranceInsoumise";"0.6391243"
"18mars2017";"JaiBastille";"0.8550287"
"18mars2017";"JLM2017";"0.7197967"
"18mars2017";"JLMLeHavre";"0.5513819"
"18mars2017";"JLMRennes";"0.6423085"
"6eRepublique";"AvenirEnCommun";"0.5301515"
"6eRepublique";"Bastille";"0.5193918"
"6eRepublique";"FranceInsoumise";"0.5571693"
"6eRepublique";"JaiBastille";"0.7080507"
"6eRepublique";"JLM2017";"0.6632564"
"6eRepublique";"JLMRennes";"0.5041696"
"ADMD";"Admd2017";"0.6696247"
"ADMD";"euthanasie";"0.5651998"
"ADMD";"findevie";"0.6935404"
"Admd2017";"findevie";"0.6098981"
"Ajaccio";"AuNomDuPeuple";"0.5600377"
"Ajaccio";"LeVraiMacron";"0.5174736"
"Ajaccio";"Marine2017";"0.5599955"
"Ajaccio";"SaintRaphaël";"0.5167414"
"AjaccioMLP";"AuNomDuPeuple";"0.5157497"
"AjaccioMLP";"Marine2017";"0.5038112"
"Arthaud";"Poutou";"0.5485689"
"AuNomDuPeuple";"AvecMarine";"0.7211576"
"AuNomDuPeuple";"BordeauxMLP";"0.5855771"
"AuNomDuPeuple";"DebatTF1";"0.5586123"
"AuNomDuPeuple";"ErnotteGate";"0.5427809"
"AuNomDuPeuple";"LeVraiFillon";"0.6220933"
"AuNomDuPeuple";"LeVraiMacron";"0.6555653"
"AuNomDuPeuple";"LilleMLP";"0.6571140"
"AuNomDuPeuple";"Marine2017";"0.9199352"
"AuNomDuPeuple";"MarinePrésidente";"0.5049699"
"AuNomDuPeuple";"MetzMLP";"0.6393637"
"AuNomDuPeuple";"Monswiller";"0.5023739"
"AuNomDuPeuple";"policiers";"0.5170540"
"AuNomDuPeuple";"RSI";"0.6467537"
"AuNomDuPeuple";"SaintRaphaël";"0.7566541"
"AuNomDuPeuple";"Tchad";"0.6466274"
"AuNomDuPeuple";"TrinitéPorhoët";"0.5678970"
"AvecHamon";"Bercy";"0.5328060"
"AvecHamon";"Hamon2017";"0.5011689"
"AvecMarine";"Marine2017";"0.7415092"
"AvecMarine";"RSI";"0.5017493"
"AvecMarine";"SaintRaphaël";"0.6043891"
"AvecMarine";"Tchad";"0.5476842"
"AvecMarine";"TrinitéPorhoët";"0.5738431"
"AvenirEnCommun";"FiscalKombat";"0.5363367"
"AvenirEnCommun";"FranceInsoumise";"0.6090966"
"AvenirEnCommun";"JaiBastille";"0.6108256"
"AvenirEnCommun";"JLM2017";"0.8318029"
"AvenirEnCommun";"JLMLeHavre";"0.6404769"
"AvenirEnCommun";"JLMRennes";"0.5360547"
"Bercy";"fairebattrelecoeurdelafrance";"0.5532248"
"Bercy";"FuturDesirable";"0.5484833"
"Bercy";"Hamon2017";"0.6874316"
"Bercy";"HamonBercy";"0.6026618"
"Bercy";"JeVotePour";"0.5000304"
"BienvenuePlaceBeauvau";"CabinetNoir";"0.5175299"
"BordeauxMLP";"LilleMLP";"0.6036219"
"BordeauxMLP";"Marine2017";"0.5696664"
"BordeauxMLP";"MarinePrésidente";"0.6985418"
"BordeauxMLP";"Monswiller";"0.5267786"
"BordeauxMLP";"SaintRaphaël";"0.5174477"
"Bretagne";"Morbihan";"0.5336179"
"Bretagne";"passezalouest";"0.7460259"
"CabinetNoir";"Hollande";"0.5111104"
"concert";"printemps";"0.5244353"
"ConfBH";"HamonReunion";"0.5082836"
"ConseildeParis";"Paris";"0.5644121"
"ConseildeParis";"propreté";"0.6576767"
"ConseildeParis";"RivesDeSeine";"0.5396829"
"DebatTF1";"LeGrandDebat";"0.5389690"
"DebatTF1";"Marine2017";"0.5507074"
"DebatTF1";"policiers";"0.6119391"
"DimPol";"MetzMLP";"0.5058023"
"EmmanuelHollande";"JeVoteFillon";"0.5060042"
"EnMarche";"JeVoteMacron";"0.6142279"
"EnMarche";"Macron2017";"0.5370187"
"EnMarche";"MacronMarseille";"0.5315117"
"EnvoyeSpecial";"ErnotteGate";"0.5211594"
"ErnotteGate";"Marine2017";"0.5677016"
"EU60";"Europe";"0.5327115"
"EU60";"TraiteDeRome";"0.5080221"
"Europe";"UE";"0.5010913"
"fairebattrelecoeurdelafrance";"FuturDesirable";"0.5098659"
"fairebattrelecoeurdelafrance";"Hamon2017";"0.6281789"
"fairebattrelecoeurdelafrance";"HamonBercy";"0.5172143"
"Fillon";"Hamon";"0.5219967"
"Fillon";"Hollande";"0.5251814"
"Fillon";"LEmissionPolitique";"0.5732805"
"Fillon";"LePen";"0.6280126"
"Fillon";"Macron";"0.6617806"
"Fillon";"Mélenchon";"0.5893608"
"Fillon";"Valls";"0.5926928"
"Fillon2017";"FillonParis";"0.5869550"
"Fillon2017";"FillonPresident";"0.6209490"
"Fillon2017";"JeVoteFillon";"0.5429313"
"Fillon2017";"ProjetFillon";"0.6135081"
"FillonBiarritz";"FillonPertuis";"0.5458642"
"FillonCaen";"FillonParis";"0.5046289"
"FillonPresident";"ImpostureMacron";"0.5431559"
"FillonPresident";"JeVoteFillon";"0.6575904"
"FillonPresident";"ProjetFillon";"0.5424912"
"FiscalKombat";"JLM2017";"0.5203842"
"FiscalKombat";"JLMChâteauroux";"0.5386628"
"FiscalKombat";"JLMLeHavre";"0.5130166"
"FranceInsoumise";"JaiBastille";"0.5890775"
"FranceInsoumise";"JLM2017";"0.6799817"
"FranceInsoumise";"JLMMarseille";"0.5457529"
"FranceInsoumise";"JLMRennes";"0.5049375"
"FranceInsoumise";"LaForceDuPeuple";"0.5060282"
"FuturDesirable";"Hamon2017";"0.6502794"
"gauche";"Hamon2017";"0.5397845"
"Hamon";"LePen";"0.5518151"
"Hamon";"Mélenchon";"0.5948158"
"Hamon";"Valls";"0.6150405"
"Hamon2017";"HamonBercy";"0.7485755"
"Hamon2017";"HamonDebat";"0.7115382"
"Hamon2017";"HamonElysee";"0.7122222"
"Hamon2017";"HamonLille";"0.6257074"
"Hamon2017";"HamonPresident";"0.5072187"
"Hamon2017";"HamonTour";"0.6054930"
"Hamon2017";"JeVotePour";"0.7728717"
"Hamon2017";"LE20H";"0.5008427"
"Hamon2017";"ProjetBH";"0.5413987"
"Hamon2017";"RevenuUniversel";"0.6752032"
"Hamon2017";"RUE";"0.5461630"
"HamonBercy";"HamonDebat";"0.5857269"
"HamonBercy";"HamonLille";"0.5083535"
"HamonBercy";"JeVotePour";"0.5984967"
"HamonBercy";"RevenuUniversel";"0.5688527"
"HamonDebat";"HamonElysee";"0.5491654"
"HamonDebat";"HamonLille";"0.5181571"
"HamonDebat";"JeVotePour";"0.6452348"
"HamonDebat";"RevenuUniversel";"0.5322605"
"HamonElysee";"HamonLille";"0.5864843"
"HamonElysee";"HamonTour";"0.5439056"
"HamonElysee";"JeVotePour";"0.6315470"
"HamonElysee";"RevenuUniversel";"0.5292740"
"HamonLille";"HamonReunion";"0.5352038"
"HamonLille";"JeVotePour";"0.6026375"
"HamonLille";"Réunion";"0.5117186"
"HamonLille";"RevenuUniversel";"0.5625029"
"HamonNancy";"HamonReunion";"0.5699916"
"HamonPresident";"JeVotePour";"0.5747232"
"HamonTour";"JeVotePour";"0.5061056"
"HamonTour";"RevenuUniversel";"0.5494970"
"HamonTour";"RUE";"0.5660297"
"Hollande";"Macron";"0.7434622"
"Hollande";"Valls";"0.5402031"
"Immigration";"migrants";"0.5637208"
"JaiBastille";"JLM2017";"0.7034168"
"JaiBastille";"JLMLeHavre";"0.5115536"
"JaiBastille";"JLMRennes";"0.6643349"
"JeVoteMacron";"Macron2017";"0.6891672"
"JeVotePour";"RevenuUniversel";"0.6314006"
"JeVotePour";"RUE";"0.5130520"
"JLM2017";"JLMLeHavre";"0.6137253"
"JLM2017";"JLMRennes";"0.6662465"
"JLMChâteauroux";"JLMLeHavre";"0.5011612"
"JLMChâteauroux";"JLMMarseille";"0.5353808"
"JLMChâteauroux";"JLMRennes";"0.5374999"
"JLMChâteauroux";"LuttesSociales";"0.5390342"
"JLMLeHavre";"JLMRennes";"0.6750135"
"JLMLeHavre";"LuttesSociales";"0.5686799"
"JLMMarseille";"LaForceDuPeuple";"0.7361509"
"JLMRennes";"LuttesSociales";"0.6410457"
"LEmissionPolitique";"Macron";"0.5664858"
"LePen";"Mélenchon";"0.6072068"
"LeVraiFillon";"LeVraiMacron";"0.7011058"
"LeVraiFillon";"Marine2017";"0.6374573"
"LeVraiFillon";"MetzMLP";"0.5290615"
"LeVraiFillon";"Monswiller";"0.5293428"
"LeVraiFillon";"SaintRaphaël";"0.5196797"
"LeVraiMacron";"LilleMLP";"0.5750348"
"LeVraiMacron";"Marine2017";"0.6767005"
"LeVraiMacron";"MetzMLP";"0.6535000"
"LeVraiMacron";"RSI";"0.5790656"
"LeVraiMacron";"SaintRaphaël";"0.5988648"
"LeVraiMacron";"TrinitéPorhoët";"0.5625487"
"LilleMLP";"Marine2017";"0.6489696"
"LilleMLP";"MetzMLP";"0.5393699"
"LilleMLP";"SaintRaphaël";"0.6453231"
"LilleMLP";"Tchad";"0.5438444"
"LilleMLP";"TrinitéPorhoët";"0.5350711"
"Londres";"Westminster";"0.5190059"
"Lorient";"Morbihan";"0.5246034"
"LuttesSociales";"RMC";"0.5060602"
"Macron";"Mélenchon";"0.5940606"
"Macron";"Valls";"0.6515631"
"Marine2017";"MetzMLP";"0.6991879"
"Marine2017";"Monswiller";"0.5332354"
"Marine2017";"RSI";"0.6381786"
"Marine2017";"SaintRaphaël";"0.7114010"
"Marine2017";"Tchad";"0.6185790"
"Marine2017";"TrinitéPorhoët";"0.5289398"
"MarinePrésidente";"Monswiller";"0.5314281"
"Mélenchon";"Valls";"0.5508970"
"MetzMLP";"RSI";"0.5837488"
"MetzMLP";"SaintRaphaël";"0.6270587"
"Nantes";"PaysDeLaLoire";"0.5043755"
"Paris";"RivesDeSeine";"0.6003967"
"Paris2024";"VenezPartager";"0.7175848"
"RevenuUniversel";"RUE";"0.5603567"
"RSI";"SaintRaphaël";"0.5581763"
"SaintRaphaël";"Tchad";"0.5568739"
"Syrie";"Trump";"0.5405604"
"Tchad";"TrinitéPorhoët";"0.5679633"
