"Hashtag1";"Hashtag2";"Correlation"
"6eRepublique";"AvenirEnCommun";"0.5335784"
"AgoraLive";"Blois";"0.6522782"
"Argenteuil";"Bobigny";"0.5228813"
"AssisesMLP";"AuNomDuPeuple";"0.7268811"
"AssisesMLP";"Beyrouth";"0.5342338"
"AssisesMLP";"JeChoisisMarine";"0.5099337"
"AssisesMLP";"JeSoutiensLaPolice";"0.5136810"
"AssisesMLP";"LeVraiFillon";"0.6225886"
"AssisesMLP";"Marine2017";"0.7433141"
"AssisesMLP";"Menton";"0.5246353"
"AssisesMLP";"MLPTF1";"0.6411580"
"AssisesMLP";"Pierrelatte";"0.5719811"
"Aulnay";"Theo";"0.6000177"
"AuNomDuPeuple";"Beyrouth";"0.5031885"
"AuNomDuPeuple";"JeChoisisMarine";"0.5874328"
"AuNomDuPeuple";"JeSoutiensLaPolice";"0.6557938"
"AuNomDuPeuple";"LeVraiFillon";"0.6125590"
"AuNomDuPeuple";"Marine2017";"0.9037778"
"AuNomDuPeuple";"Menton";"0.6157926"
"AuNomDuPeuple";"MLPTF1";"0.7954276"
"AuNomDuPeuple";"Pierrelatte";"0.6571412"
"AvenirEnCommun";"FranceInsoumise";"0.7188224"
"AvenirEnCommun";"JLM2017";"0.7574217"
"AvenirEnCommun";"JLMChiffrage";"0.6269086"
"AvenirEnCommun";"JLMHologramme";"0.6229249"
"Bayrou";"Fillon";"0.5061766"
"Bayrou";"Macron";"0.7426268"
"benoithamon2017";"Hamon2017";"0.5906485"
"Beyrouth";"JeSoutiensLaPolice";"0.5087789"
"Beyrouth";"LeVraiFillon";"0.5050631"
"Beyrouth";"Liban";"0.6357568"
"Beyrouth";"Marine2017";"0.5131896"
"Bobigny";"Theo";"0.5471388"
"CETA";"EPlenary";"0.5252865"
"CETA";"PlenPE";"0.5143665"
"CETA";"StopCETA";"0.7109899"
"ConfAlimentation";"LaSouterraine";"0.5240028"
"ConfAlimentation";"Portugal";"0.5165931"
"ConseilCitoyen";"Hamon2017";"0.5768016"
"DelitDentraveIVG";"IVG";"0.5706652"
"DirectAN";"QAG";"0.5029831"
"EELV";"Jadot";"0.5209171"
"EnMarche";"LaFranceEnMarche";"0.5994040"
"EnMarche";"Macron2017";"0.6629105"
"EnMarche";"MacronToulon";"0.5407371"
"EnMarche";"PandaLive";"0.5234644"
"EPlenary";"StopCETA";"0.5283829"
"expo";"theatre";"0.5340785"
"Fillon";"Macron";"0.5794786"
"Fillon";"PenelopeGate";"0.6967648"
"Fillon2017";"FillonLaVillette";"0.5647635"
"Fillon2017";"FillonPresident";"0.5519364"
"Fillon2017";"ProjetFillon";"0.5916739"
"FillonGate";"PenelopeGate";"0.5207011"
"FranceInsoumise";"JLM2017";"0.7281925"
"FranceInsoumise";"JLMChiffrage";"0.5668107"
"FranceInsoumise";"JLMHologramme";"0.6182128"
"FRANOR";"Handball2017";"0.6485691"
"FuturDesirable";"Hamon2017";"0.5377064"
"Gueret";"LaSouterraine";"0.5398592"
"Hamon";"LePen";"0.5802547"
"Hamon";"Macron";"0.5918975"
"Hamon";"Mélenchon";"0.6903880"
"Hamon";"Valls";"0.5448259"
"Hamon2017";"Mutualité";"0.6869325"
"Hamon2017";"Portugal";"0.5328052"
"Hamon2017";"PrimairesCitoyennes";"0.5319997"
"Hamon2017";"rassemblement";"0.5708414"
"Hamon2017";"RevenuUniversel";"0.5270393"
"Hollande";"Macron";"0.5631963"
"JeChoisisMarine";"JeSoutiensLaPolice";"0.5229989"
"JeChoisisMarine";"Marine2017";"0.5982171"
"JeSoutiensLaPolice";"Marine2017";"0.6004710"
"JeSoutiensLaPolice";"MLPTF1";"0.5350090"
"JLM2017";"JLMChiffrage";"0.5517290"
"JLM2017";"JLMHologramme";"0.6499061"
"JLM2017";"Obsinsoumis";"0.6692970"
"JLMChiffrage";"JLMHologramme";"0.5963593"
"JLMChiffrage";"JLMStrasbourg";"0.6310796"
"JLMHologramme";"JLMStrasbourg";"0.5585038"
"JLMHologramme";"Obsinsoumis";"0.5615986"
"LaFranceEnMarche";"Macron2017";"0.5190410"
"LaFranceEnMarche";"MacronToulon";"0.5028714"
"LaSouterraine";"Portugal";"0.5876827"
"LePen";"Macron";"0.5461460"
"LePen";"Mélenchon";"0.6210184"
"LeVraiFillon";"Marine2017";"0.5873875"
"LeVraiFillon";"Menton";"0.5297337"
"LeVraiFillon";"MLPTF1";"0.5782194"
"LeVraiMacron";"Marine2017";"0.5239061"
"Liban";"MLPTF1";"0.5139243"
"MadeForSharing";"Paris2024";"0.5944674"
"Marine2017";"Menton";"0.5755879"
"Marine2017";"MLPTF1";"0.7151228"
"Marine2017";"Pierrelatte";"0.6263954"
"Menton";"MLPTF1";"0.6030634"
"Menton";"Pierrelatte";"0.6432007"
"MLPTF1";"Pierrelatte";"0.7214585"
"Paris2024";"Sharing";"0.6857483"
"Victoires2017";"VictoiresDeLaMusique";"0.6185727"
