"Hashtag1";"Hashtag2";"Correlation"
"19hRuthElkrief";"Hamon2017";"0.5031904"
"Alep";"Syrie";"0.6918341"
"AnisAmri";"AuNomDuPeuple";"0.5323828"
"AnisAmri";"ConventionMLP";"0.5150290"
"AnisAmri";"LeVraiFillon";"0.5390544"
"AnisAmri";"Schengen";"0.6714186"
"AuNomDuPeuple";"ConventionMLP";"0.8245196"
"AuNomDuPeuple";"FaitesLeBonChoix";"0.6270705"
"AuNomDuPeuple";"Guyane";"0.7385865"
"AuNomDuPeuple";"LeVraiFillon";"0.7778312"
"AuNomDuPeuple";"Marine2017";"0.8421552"
"AvecMV";"Liévin";"0.5051240"
"AvecMV";"Valls2017";"0.8502965"
"CàVous";"SécuritéSociale";"0.5096188"
"CES2017";"FrenchTech";"0.5373905"
"CES2017";"innovation";"0.5652999"
"CharlieHebdo";"JeSuisCharlie";"0.5890840"
"CNPS";"PrimairesCitoyennes";"0.5234038"
"ConfDePresse";"Hamon2017";"0.5845685"
"ConfDePresse";"QuestionsPol";"0.5918532"
"ConfDePresse";"RevenuUniversel";"0.5973837"
"Conferasmus";"Erasmus";"0.6285181"
"ConventionMLP";"FaitesLeBonChoix";"0.5841160"
"ConventionMLP";"Guyane";"0.7526148"
"ConventionMLP";"LeVraiFillon";"0.7244114"
"ConventionMLP";"Marine2017";"0.7493241"
"ConventionMLP";"Schengen";"0.5297407"
"En2017";"Paris";"0.5759741"
"Europe";"peillon2017";"0.5120604"
"FaitesLeBonChoix";"LeVraiFillon";"0.5588204"
"FaitesLeBonChoix";"Marine2017";"0.6339476"
"Fillon";"LeVraiFillon";"0.5361209"
"Fillon";"Macron";"0.6105634"
"FillonNice";"VoeuxFillon";"0.6518320"
"FrenchTech";"innovation";"0.5221276"
"FrenchTech";"startup";"0.5841303"
"Guyane";"LeVraiFillon";"0.5302880"
"Guyane";"Marine2017";"0.6517403"
"Guyane";"outremer";"0.5822391"
"Hamon2017";"Montpellier";"0.6673311"
"Hamon2017";"QuestionsPol";"0.6130414"
"Hamon2017";"RevenuUniversel";"0.7653302"
"innovation";"numérique";"0.5802968"
"JLM2017";"Mélenchon";"0.5456366"
"JTFillon";"VoeuxFillon";"0.5237360"
"LEmissionPolitique";"Valls2017";"0.6129584"
"LeVraiFillon";"Marine2017";"0.7678443"
"Liévin";"Valls2017";"0.6790762"
"LoiTravail";"smic";"0.5062322"
"Macron";"Valls";"0.5086388"
"Marine2017";"Schengen";"0.5530143"
"Montebourg";"Montebourg2017";"0.8183627"
"Montpellier";"QuestionsPol";"0.5574772"
"Montpellier";"RevenuUniversel";"0.7381187"
"Obama";"Poutine";"0.5074662"
"ONPC";"peillon2017";"0.7056185"
"ONU";"Syrie";"0.5040495"
"ouijevote";"PrimairesCitoyennes";"0.5545709"
"peillon2017";"PeillonLibé";"0.6364886"
"peillon2017";"projet";"0.6424581"
"Pinel2017";"PRG";"0.8398782"
"Poutine";"Russie";"0.6994467"
"Poutine";"Syrie";"0.5144216"
"Poutine";"Trump";"0.5836014"
"QuestionsPol";"RevenuUniversel";"0.7381931"
"RevenuUniversel";"travail";"0.5100224"
"Russie";"Syrie";"0.5588100"
"Uber";"VTC";"0.6354652"
