"Hashtag1";"Hashtag2";"Correlation"
"20hMLP";"ConventionMLP";"0.5030283"
"20hMLP";"Mayotte";"0.6651065"
"20hMLP";"MLPOutremer";"0.6076703"
"AJ2017";"AJBordeaux";"0.5700889"
"AJ2017";"AJNancy";"0.5547349"
"AJ2017";"AJToulouse";"0.5244119"
"AJ2017";"AJZenith";"0.6502807"
"AJ2017";"JeVoteJuppé";"0.5727545"
"AJ2017";"JuppéGagnant";"0.5893066"
"AJ2017";"JuppéPrésidentCest";"0.6590620"
"AJ2017";"VivementJuppe";"0.7327869"
"AJBordeaux";"AJZenith";"0.5161084"
"AJBordeaux";"VivementJuppe";"0.5739712"
"AJLille";"AJNancy";"0.5268143"
"AJLille";"JeVoteJuppé";"0.5122560"
"AJNancy";"AJToulouse";"0.5298753"
"AJNancy";"AJZenith";"0.5231157"
"AJNancy";"LE20H";"0.6548330"
"AJToulouse";"JuppéPrésidentCest";"0.5961578"
"AJToulouse";"LE20H";"0.5054030"
"AJToulouse";"VivementJuppe";"0.5091103"
"AJZenith";"VivementJuppe";"0.6644273"
"ANOC";"ANOCGA2016";"0.8817887"
"ANOC";"Paris2024";"0.7052712"
"ANOCGA2016";"Paris2024";"0.7583741"
"AuNomDuPeuple";"ConventionMLP";"0.6347586"
"AuNomDuPeuple";"HéninBeaumont";"0.6683626"
"AuNomDuPeuple";"LeVraiFillon";"0.6183862"
"AuNomDuPeuple";"Marine2017";"0.5897585"
"AuNomDuPeuple";"Mayotte";"0.5849319"
"AuNomDuPeuple";"referendumcostituzionale";"0.5520092"
"AvecNS";"NS2017";"0.5657983"
"AvecNS";"NS20H";"0.6869594"
"AvecNS";"NSBordeaux";"0.5189412"
"AvecNS";"NSNice";"0.6203983"
"AvecNS";"NSNimes";"0.6180606"
"AvecNS";"NSRTL";"0.5108673"
"AvecNS";"ToutPourLaFrance";"0.8149184"
"Bataclan";"Sting";"0.5845354"
"Cazeneuve";"Valls";"0.5814351"
"cinéma";"musique";"0.5622673"
"circulationalternee";"pollution";"0.5089013"
"CitiesForLife";"Paris";"0.5019152"
"climat";"COP22";"0.5150652"
"Clinton";"ElectionNight";"0.5223072"
"Clinton";"Trump";"0.7039841"
"ConventionBAP";"LaBAP";"0.5470588"
"ConventionBAP";"PrendsGarde";"0.5315158"
"ConventionMLP";"LeVraiFillon";"0.5490576"
"ConventionMLP";"Marine2017";"0.5325338"
"ConventionMLP";"Mayotte";"0.5465265"
"ConventionMLP";"MLPOutremer";"0.5488689"
"DelitDentraveIVG";"IVG";"0.5955757"
"DimanchePolitique";"MLPOutremer";"0.5008553"
"DimPol";"France3";"0.6140424"
"droite";"gauche";"0.5138026"
"ElectionNight";"Trump";"0.5360645"
"Fillon";"Juppé";"0.6787030"
"Fillon";"Sarkozy";"0.6621423"
"Fillon";"Trump";"0.5987339"
"Fillon";"Valls";"0.5144037"
"Fillon2017";"FillonGagnant";"0.5810768"
"Fillon2017";"JeVoteFillon";"0.5562055"
"FillonGagnant";"JeVoteFillon";"0.5202539"
"FillonGagnant";"Vérité";"0.5316908"
"FluctuatNecMergitur";"ParisSeSouvient";"0.7861561"
"FranceInsoumise";"JLM2017";"0.7457269"
"HéninBeaumont";"LeVraiFillon";"0.5895193"
"Hollande";"Sarkozy";"0.5385193"
"Hollande";"Valls";"0.5743320"
"ISF";"JLM2017";"0.5057325"
"JeVoteJuppé";"JuppéPrésidentCest";"0.5214277"
"JLM2017";"Obsinsoumis";"0.6617269"
"Juppé";"Sarkozy";"0.5476364"
"Juppé";"Trump";"0.5244962"
"JuppéGagnant";"JuppéPrésidentCest";"0.6204681"
"JuppéPrésidentCest";"VivementJuppe";"0.5484293"
"LaRéunion";"Mayotte";"0.5146244"
"LeVraiFillon";"Mayotte";"0.5713578"
"MadeInFrance";"MIFexpo";"0.6061750"
"Mayotte";"MLPOutremer";"0.6277392"
"Mayotte";"outremer";"0.5220259"
"Meyzieu";"NSNice";"0.5124961"
"Meyzieu";"ToutPourLaFrance";"0.6168384"
"migrants";"TAFTA";"0.5058190"
"Montebourg";"QuestionsPol";"0.5788525"
"Normandie";"Rouen";"0.5112640"
"NS2017";"ToutPourLaFrance";"0.5659954"
"NS20H";"NSBordeaux";"0.5559248"
"NS20H";"NSNice";"0.5764261"
"NS20H";"ToutPourLaFrance";"0.6572072"
"NSBordeaux";"NSNice";"0.5212020"
"NSBordeaux";"NSRTL";"0.7113762"
"NSBordeaux";"ToutPourLaFrance";"0.6491952"
"NSNice";"NSNimes";"0.7053833"
"NSNice";"NSRTL";"0.5865411"
"NSNice";"ToutPourLaFrance";"0.7116878"
"NSNimes";"ToutPourLaFrance";"0.6696965"
"NSRTL";"ToutPourLaFrance";"0.6387972"
"PalaisDesCongrès";"Vérité";"0.6484313"
"Paris";"ParisSeSouvient";"0.5082787"
"PLF2017";"QAG";"0.5520922"
"PLF2017";"Sénat";"0.5748194"
"Primaire";"Primaire2016";"0.5419187"
"Sarkozy";"Trump";"0.5214416"
"sida";"VIH";"0.5055327"
"UEBAP";"UEngagement";"0.5462870"
