"Hashtag1";"Hashtag2";"Correlation"
"6moisBH";"CoeurBattant";"0.5709383"
"6moisBH";"Hamon2017";"0.5218439"
"6moisBH";"JeVotePour";"0.5128413"
"Ajaccio";"ArcisSurAube";"0.5079287"
"Ajaccio";"AuNomDuPeuple";"0.5329197"
"Ajaccio";"Marine2017";"0.5240293"
"AjaccioMLP";"AuNomDuPeuple";"0.5527763"
"AjaccioMLP";"JeVoteMarine";"0.5445103"
"AjaccioMLP";"Marine2017";"0.5215741"
"AjaccioMLP";"MarseilleMLP";"0.5078355"
"AjaccioMLP";"UOIF";"0.5547220"
"ArcisSurAube";"AuNomDuPeuple";"0.6345821"
"ArcisSurAube";"InvitePol";"0.6097425"
"ArcisSurAube";"JeVoteMarine";"0.5771397"
"ArcisSurAube";"LeVraiFillon";"0.5784052"
"ArcisSurAube";"Marine2017";"0.6412082"
"ArcisSurAube";"MarineAParis";"0.5335558"
"ArcisSurAube";"MarseilleMLP";"0.5124058"
"ArcisSurAube";"PerpignanMLP";"0.5091936"
"ArcisSurAube";"UOIF";"0.6378107"
"Arthaud";"Poutou";"0.6094832"
"AuNomDuPeuple";"AvecMarine";"0.6216370"
"AuNomDuPeuple";"BordeauxMLP";"0.5519193"
"AuNomDuPeuple";"InvitePol";"0.5073306"
"AuNomDuPeuple";"JeVoteMarine";"0.7262265"
"AuNomDuPeuple";"LeVraiFillon";"0.5556426"
"AuNomDuPeuple";"Marine2017";"0.8991526"
"AuNomDuPeuple";"MarineAParis";"0.7493348"
"AuNomDuPeuple";"MarinePrésidente";"0.5838804"
"AuNomDuPeuple";"MarseilleMLP";"0.7174597"
"AuNomDuPeuple";"Perpignan";"0.5082069"
"AuNomDuPeuple";"PerpignanMLP";"0.5464030"
"AuNomDuPeuple";"TrinitéPorhoët";"0.5330320"
"AuNomDuPeuple";"UOIF";"0.7887089"
"AvecHamon";"Hamon2017";"0.5010061"
"AvecMarine";"Marine2017";"0.6211537"
"AvecMarine";"MarinePrésidente";"0.5295990"
"AvecMarine";"TrinitéPorhoët";"0.5372486"
"AvecMarine";"UOIF";"0.5466403"
"AvenirEnCommun";"FiscalKombat";"0.5049568"
"AvenirEnCommun";"FranceInsoumise";"0.7098053"
"AvenirEnCommun";"JLM2017";"0.7803909"
"AvenirEnCommun";"JLMFrance2";"0.6245942"
"AvenirEnCommun";"JLMLeHavre";"0.6081600"
"AvenirEnCommun";"JLMMarseille";"0.5227954"
"AvenirEnCommun";"JLMToulouse";"0.5084584"
"AvenirEnCommun";"JoursHeureux";"0.5170898"
"AvenirEnCommun";"LaForceDuPeuple";"0.5385300"
"BeurFM";"MohamedSaou";"0.6070183"
"BHRennes";"Hamon2017";"0.5709976"
"BHToulouse";"Hamon2017";"0.5096593"
"BHToulouse";"NosQuartiers";"0.5066795"
"BordeauxMLP";"JeVoteMarine";"0.5328238"
"BordeauxMLP";"Marine2017";"0.5454537"
"BordeauxMLP";"MarinePrésidente";"0.5891536"
"BordeauxMLP";"TrinitéPorhoët";"0.5279399"
"BordeauxMLP";"UOIF";"0.5978583"
"Bretagne";"Morbihan";"0.5349034"
"Bretagne";"passezalouest";"0.6669613"
"Cazeneuve";"JeVoteMarine";"0.5258846"
"CoeurBattant";"Hamon2017";"0.5822742"
"CoeurBattant";"HamonNancy";"0.5416871"
"CoeurBattant";"HamonReunion";"0.5216792"
"CoeurBattant";"NotreRepublique";"0.5647286"
"ConseildeParis";"Paris";"0.5915324"
"ConseildeParis";"propreté";"0.6620557"
"ConseildeParis";"RivesDeSeine";"0.6276091"
"EmmanuelHollande";"JeVoteFillon";"0.5512176"
"EnMarche";"JeVoteMacron";"0.6852052"
"EnMarche";"Macron2017";"0.5924913"
"EnMarche";"MacronBercy";"0.5361513"
"EnMarche";"MacronMarseille";"0.5370607"
"EnMarche";"MacronPresident";"0.5921108"
"Erdogan";"Turquie";"0.5677995"
"EUROMEDIATIONS";"Filteris";"0.8252810"
"fairebattrelecoeurdelafrance";"Hamon2017";"0.5103779"
"Fillon";"Hamon";"0.5061255"
"Fillon";"LEmissionPolitique";"0.5243553"
"Fillon";"LePen";"0.6611192"
"Fillon";"Macron";"0.7350336"
"Fillon";"Mélenchon";"0.6284122"
"Fillon";"Sarkozy";"0.5042772"
"Fillon";"Valls";"0.5305520"
"Fillon2017";"FillonNice";"0.5201648"
"Fillon2017";"FillonParis";"0.6033048"
"Fillon2017";"FillonPresident";"0.6323285"
"Fillon2017";"JeVoteFillon";"0.5821763"
"FillonMarseille";"FillonToulon";"0.5228913"
"FillonNantes";"FillonNice";"0.5197175"
"FillonNice";"Nice06";"0.5303795"
"FillonParis";"FillonPresident";"0.5023855"
"FillonParis";"JeVoteFillon";"0.5348635"
"FillonPresident";"JeVoteFillon";"0.6522317"
"FiscalKombat";"JLMChâteauroux";"0.5622951"
"FiscalKombat";"JLMFrance2";"0.5751292"
"FiscalKombat";"JLMLeHavre";"0.5969113"
"FranceInsoumise";"JLM2017";"0.7359535"
"FranceInsoumise";"JLMMarseille";"0.5318213"
"FranceInsoumise";"JLMToulouse";"0.5024765"
"FuturDesirable";"Hamon2017";"0.6655361"
"FuturDesirable";"HamonLille";"0.5114110"
"FuturDesirable";"JeVotePour";"0.5251111"
"FuturDesirable";"NotreRepublique";"0.5377953"
"Hamon";"Hamon2017";"0.5109123"
"Hamon";"LePen";"0.5696147"
"Hamon";"Mélenchon";"0.6076129"
"Hamon";"Valls";"0.5762321"
"Hamon2017";"HamonElysee";"0.7719908"
"Hamon2017";"HamonLille";"0.6715830"
"Hamon2017";"HamonTour";"0.7149609"
"Hamon2017";"JeVotePour";"0.7978577"
"Hamon2017";"NosQuartiers";"0.5128847"
"Hamon2017";"NotreRepublique";"0.7386950"
"Hamon2017";"République";"0.5025276"
"Hamon2017";"RevenuUniversel";"0.6981044"
"Hamon2017";"RUE";"0.6107059"
"Hamon2017";"SPD";"0.5650144"
"HamonElysee";"HamonLille";"0.5988283"
"HamonElysee";"HamonTour";"0.5567066"
"HamonElysee";"JeVotePour";"0.6487238"
"HamonElysee";"NotreRepublique";"0.5699348"
"HamonElysee";"RevenuUniversel";"0.5521931"
"HamonElysee";"RUE";"0.5287036"
"HamonLille";"HamonTour";"0.5369269"
"HamonLille";"JeVotePour";"0.5850889"
"HamonLille";"NosQuartiers";"0.5001561"
"HamonLille";"NotreRepublique";"0.5610345"
"HamonLille";"RevenuUniversel";"0.6108650"
"HamonReunion";"NosQuartiers";"0.5045457"
"HamonReunion";"NotreRepublique";"0.5365720"
"HamonTour";"JeVotePour";"0.5871540"
"HamonTour";"NotreRepublique";"0.6104336"
"HamonTour";"RevenuUniversel";"0.6892204"
"HamonTour";"RUE";"0.5484535"
"Hollande";"Macron";"0.7128487"
"Hollande";"Valls";"0.5431001"
"ImpostureMacron";"MohamedSaou";"0.5034447"
"InvitePol";"MarseilleMLP";"0.5177372"
"InvitePol";"PerpignanMLP";"0.6026280"
"JeChoisisMarine";"JeVoteMarine";"0.5685802"
"JeChoisisMarine";"LeVraiMacron";"0.5484646"
"JeChoisisMarine";"Marine2017";"0.5104126"
"JeChoisisMarine";"MarineAParis";"0.6340373"
"JeChoisisMarine";"MarinePrésidente";"0.5267939"
"JeChoisisMarine";"PerpignanMLP";"0.5236478"
"JeVoteMacron";"Macron2017";"0.7481888"
"JeVoteMacron";"MacronBercy";"0.5659270"
"JeVoteMacron";"MacronNantes";"0.5866030"
"JeVoteMacron";"MacronPresident";"0.7868831"
"JeVoteMarine";"LeVraiFillon";"0.5983450"
"JeVoteMarine";"Marine2017";"0.7270363"
"JeVoteMarine";"MarineAParis";"0.6883538"
"JeVoteMarine";"MarseilleMLP";"0.5394376"
"JeVoteMarine";"PerpignanMLP";"0.5077295"
"JeVoteMarine";"TrinitéPorhoët";"0.5002673"
"JeVoteMarine";"UOIF";"0.7113288"
"JeVotePour";"NosQuartiers";"0.5858570"
"JeVotePour";"NotreRepublique";"0.6243508"
"JeVotePour";"RevenuUniversel";"0.6466304"
"JeVotePour";"RUE";"0.5719988"
"JeVotePour";"SPD";"0.5101575"
"JLM2017";"JLMFrance2";"0.5175069"
"JLM2017";"JLMHologramme";"0.5046148"
"JLM2017";"JLMLeHavre";"0.5195034"
"JLM2017";"JLMLille";"0.5416494"
"JLM2017";"JLMMarseille";"0.5917563"
"JLM2017";"JLMToulouse";"0.5820285"
"JLM2017";"LaForceDuPeuple";"0.6794777"
"JLMChâteauroux";"JLMFrance2";"0.5771390"
"JLMChâteauroux";"JLMLeHavre";"0.6017667"
"JLMChâteauroux";"JLMLille";"0.5222252"
"JLMChâteauroux";"JLMMarseille";"0.6091458"
"JLMChâteauroux";"JLMToulouse";"0.5406945"
"JLMChâteauroux";"LaForceDuPeuple";"0.5659295"
"JLMFrance2";"JLMLeHavre";"0.6761253"
"JLMFrance2";"JLMToulouse";"0.6413700"
"JLMFrance2";"LaForceDuPeuple";"0.5672614"
"JLMFrance2";"RMC";"0.5844646"
"JLMHologramme";"LaForceDuPeuple";"0.6041033"
"JLMLeHavre";"JLMMarseille";"0.5612998"
"JLMLeHavre";"LaForceDuPeuple";"0.5740455"
"JLMLille";"JLMMarseille";"0.5173170"
"JLMLille";"LaForceDuPeuple";"0.6687222"
"JLMMarseille";"JLMToulouse";"0.5609009"
"JLMMarseille";"LaForceDuPeuple";"0.6023183"
"JLMToulouse";"LaForceDuPeuple";"0.6404826"
"LEmissionPolitique";"Macron";"0.5793327"
"LePen";"Macron";"0.5512603"
"LePen";"Mélenchon";"0.6428183"
"LeVraiFillon";"LeVraiMacron";"0.6383135"
"LeVraiFillon";"Marine2017";"0.5890038"
"LeVraiFillon";"UOIF";"0.6246677"
"LeVraiMacron";"Marine2017";"0.5015591"
"Macron";"Mélenchon";"0.6489293"
"Macron";"MohamedSaou";"0.5336556"
"Macron";"Valls";"0.6250406"
"Macron2017";"MacronNantes";"0.5032575"
"Macron2017";"MacronPresident";"0.6763486"
"MacronBercy";"MacronPresident";"0.5908895"
"MacronMarseille";"MacronPresident";"0.5241419"
"MacronNantes";"MacronPresident";"0.5639655"
"Marine2017";"MarineAParis";"0.7131013"
"Marine2017";"MarinePrésidente";"0.5642042"
"Marine2017";"MarseilleMLP";"0.6336056"
"Marine2017";"PerpignanMLP";"0.5530426"
"Marine2017";"TrinitéPorhoët";"0.5287294"
"Marine2017";"UOIF";"0.7823235"
"MarineAParis";"MarinePrésidente";"0.5072194"
"MarineAParis";"MarseilleMLP";"0.5989364"
"MarineAParis";"UOIF";"0.6493254"
"MarinePrésidente";"PerpignanMLP";"0.5420439"
"MarinePrésidente";"UOIF";"0.5255891"
"MarseilleMLP";"UOIF";"0.6383810"
"Mélenchon";"Poutou";"0.5215083"
"Mélenchon";"Valls";"0.5298174"
"Nation";"Paris12";"0.5016890"
"Nation";"RivesDeSeine";"0.5339096"
"Normandie";"Rouen";"0.6462593"
"NosQuartiers";"NotreRepublique";"0.5175775"
"NotreRepublique";"République";"0.5050034"
"NotreRepublique";"RevenuUniversel";"0.5591927"
"NotreRepublique";"SPD";"0.5399579"
"Paris";"RivesDeSeine";"0.6137750"
"Paris2024";"VenezPartager";"0.5210443"
"Perpignan";"PerpignanMLP";"0.5719979"
"PerpignanMLP";"UOIF";"0.5395471"
"RevenuUniversel";"RUE";"0.6701807"
"TrinitéPorhoët";"UOIF";"0.5217976"
