"Hashtag1";"Hashtag2";"Correlation"
"6eRepublique";"AvenirEnCommun";"0.5140154"
"6eRepublique";"FranceInsoumise";"0.6238702"
"6eRepublique";"JLMHologramme";"0.5743263"
"agriculture";"alimentation";"0.5323601"
"Alfortville";"JeVoteValls";"0.7072903"
"Alfortville";"Valls2017";"0.5689673"
"Argenteuil";"Bobigny";"0.5360644"
"AssisesMLP";"AuNomDuPeuple";"0.7138600"
"AssisesMLP";"Koblenz";"0.5152220"
"AssisesMLP";"LEmissionPolitique";"0.5158751"
"AssisesMLP";"LeVraiFillon";"0.5873106"
"AssisesMLP";"Marine2017";"0.7318485"
"AssisesMLP";"MLPTF1";"0.6729542"
"AuNomDuPeuple";"GrandeSynthe";"0.6962131"
"AuNomDuPeuple";"JeChoisisMarine";"0.5394237"
"AuNomDuPeuple";"JeSoutiensLaPolice";"0.6666854"
"AuNomDuPeuple";"Koblenz";"0.5246424"
"AuNomDuPeuple";"LEmissionPolitique";"0.5446992"
"AuNomDuPeuple";"LeVraiFillon";"0.6766038"
"AuNomDuPeuple";"Marine2017";"0.8961160"
"AuNomDuPeuple";"Menton";"0.5954022"
"AuNomDuPeuple";"migrants";"0.6050863"
"AuNomDuPeuple";"MLPTF1";"0.7180123"
"AvecPeillon";"Peillon";"0.5661901"
"AvecPeillon";"peillon2017";"0.8989485"
"AvecValls";"JeVoteValls";"0.5772410"
"AvecValls";"Valls2017";"0.5901429"
"AvecValls";"VallsParis";"0.5486326"
"AvenirEnCommun";"FranceInsoumise";"0.6909862"
"AvenirEnCommun";"JLM2017";"0.8116291"
"AvenirEnCommun";"JLMHologramme";"0.6698715"
"AvenirEnCommun";"LCI";"0.5252531"
"benoithamon2017";"Hamon2017";"0.5280728"
"Bobigny";"Theo";"0.5160200"
"Bretagne";"Finistère";"0.5242813"
"Budget2017";"DirectIDF";"0.6236893"
"burnout";"ConfAlimentation";"0.5104404"
"burnout";"LaSouterraine";"0.6447403"
"burnout";"RevenuUniversel";"0.5572376"
"Calais";"GrandeSynthe";"0.5965550"
"Calais";"migrants";"0.5968059"
"CETA";"StopCETA";"0.6818946"
"concert";"theatre";"0.5082553"
"ConfAlimentation";"Gueret";"0.5132926"
"ConfAlimentation";"LaSouterraine";"0.6377971"
"ConseildeParis";"Paris";"0.5070993"
"DelitDentraveIVG";"IVG";"0.5869627"
"EnMarche";"LaFranceEnMarche";"0.5232847"
"EnMarche";"Macron2017";"0.6618824"
"EnMarche";"PandaLive";"0.5274971"
"EPlenary";"StopCETA";"0.5066479"
"Fillon";"FillonGate";"0.5091764"
"Fillon";"Macron";"0.5338099"
"Fillon";"PenelopeGate";"0.6651885"
"Fillon2017";"FillonLaVillette";"0.5947702"
"Fillon2017";"FillonPresident";"0.5103758"
"FillonCharleville";"FillonPresident";"0.5047985"
"FillonCharleville";"Séguin";"0.5028576"
"FillonGate";"PenelopeFillon";"0.5302019"
"FillonGate";"PenelopeGate";"0.5432931"
"FranceInsoumise";"JLM2017";"0.7407016"
"FranceInsoumise";"JLMHologramme";"0.6713372"
"FRANOR";"Handball2017";"0.6782880"
"GrandeSynthe";"JeSoutiensLaPolice";"0.5627102"
"GrandeSynthe";"Marine2017";"0.5189941"
"GrandeSynthe";"migrants";"0.7243017"
"Gueret";"LaSouterraine";"0.5496099"
"Hamon";"Macron";"0.5750861"
"Hamon";"PrimaireGauche";"0.5264161"
"Hamon";"PrimairesGauche";"0.5846925"
"Hamon";"PS";"0.5713374"
"Hamon";"Valls";"0.7143073"
"Hamon2017";"Mutualité";"0.6539420"
"Hamon2017";"PrimaireLeDebat";"0.5569845"
"Hamon2017";"RevenuUniversel";"0.6423181"
"Hollande";"Macron";"0.5295992"
"innovation";"numérique";"0.5478856"
"interactiv";"le79inter";"0.5149816"
"JeChoisisMarine";"JeSoutiensLaPolice";"0.5293785"
"JeChoisisMarine";"Marine2017";"0.5297209"
"JeSoutiensLaPolice";"Marine2017";"0.5516893"
"JeSoutiensLaPolice";"migrants";"0.5562967"
"JeVoteValls";"Valls2017";"0.7091713"
"JeVoteValls";"VallsParis";"0.6109090"
"JeVoteValls";"VallsTF1";"0.5983622"
"JLM2017";"JLMHologramme";"0.6606332"
"JLMHologramme";"JLMStrasbourg";"0.5643314"
"Koblenz";"LeVraiFillon";"0.5351008"
"Koblenz";"Marine2017";"0.5012296"
"Koblenz";"MLPTF1";"0.6019250"
"LaFranceEnMarche";"Macron2017";"0.5657742"
"LEmissionPolitique";"Marine2017";"0.5506279"
"LEmissionPolitique";"MLPTF1";"0.5380085"
"LePen";"Mélenchon";"0.5130411"
"LeVraiFillon";"Marine2017";"0.6195345"
"LeVraiFillon";"Menton";"0.5439010"
"LeVraiFillon";"MLPTF1";"0.5450286"
"MadeForSharing";"Paris2024";"0.5589801"
"Marine2017";"Menton";"0.5549650"
"Marine2017";"MLPTF1";"0.7164846"
"Menton";"MLPTF1";"0.6354547"
"MLPTF1";"QDI";"0.5288063"
"Mutualité";"RevenuUniversel";"0.5173823"
"Paris2024";"Sharing";"0.7441161"
"Peillon";"peillon2017";"0.5681720"
"PenelopeFillon";"PenelopeGate";"0.5174666"
"PlenPE";"StopCETA";"0.5014743"
"PrimaireGauche";"PrimairesGauche";"0.5254826"
"PrimairesGauche";"PS";"0.5343043"
"Valls2017";"VallsParis";"0.5689917"
"Valls2017";"VallsTF1";"0.5606371"
"VallsParis";"VallsTF1";"0.5007795"
"Victoires2017";"VictoiresDeLaMusique";"0.6656704"
