"Hashtag1";"Hashtag2";"Correlation"
"AnisAmri";"AuNomDuPeuple";"0.5786460"
"AnisAmri";"ConventionMLP";"0.5945387"
"AnisAmri";"LeVraiFillon";"0.5356561"
"AnisAmri";"Marine2017";"0.5426842"
"AnisAmri";"Schengen";"0.7414817"
"AuNomDuPeuple";"ConventionMLP";"0.8199045"
"AuNomDuPeuple";"FaitesLeBonChoix";"0.6192587"
"AuNomDuPeuple";"Les4Vérités";"0.5682138"
"AuNomDuPeuple";"LeVraiFillon";"0.7962357"
"AuNomDuPeuple";"Marine2017";"0.9269988"
"AuNomDuPeuple";"RSI";"0.6265784"
"AuNomDuPeuple";"Schengen";"0.6075812"
"AvecMV";"Valls2017";"0.7821494"
"AvecPeillon";"Europe";"0.5021362"
"AvecPeillon";"ONPC";"0.6946925"
"AvecPeillon";"peillon2017";"0.8454709"
"AvecPeillon";"PeillonLibé";"0.5316961"
"AvecPeillon";"projet";"0.5776077"
"Bayrou";"Macron";"0.5054507"
"benoithamon2017";"Hamon2017";"0.5382788"
"Brest";"Bretagne";"0.5732032"
"CES2017";"FrenchTech";"0.6177144"
"CES2017";"innovation";"0.5330889"
"CES2017";"LasVegas";"0.5018248"
"CES2017";"startup";"0.5303721"
"CharlieHebdo";"JeSuisCharlie";"0.5658315"
"Clermont";"Valls2017";"0.5217496"
"ClermontFerrand";"ConfDePresse";"0.5778306"
"ClermontFerrand";"Hamon2017";"0.5009717"
"ClermontFerrand";"QuestionsPol";"0.5786369"
"ClermontFerrand";"RevenuUniversel";"0.6411678"
"ConfDePresse";"QuestionsPol";"0.7027309"
"ConfDePresse";"RevenuUniversel";"0.6131845"
"Conferasmus";"Erasmus";"0.5821832"
"ConventionMLP";"FaitesLeBonChoix";"0.5791192"
"ConventionMLP";"Les4Vérités";"0.5116733"
"ConventionMLP";"LeVraiFillon";"0.7211408"
"ConventionMLP";"Marine2017";"0.7511940"
"ConventionMLP";"RSI";"0.6162590"
"ConventionMLP";"Schengen";"0.5830513"
"ConventionMLP";"Tromelin";"0.5180051"
"En2017";"Paris";"0.5687354"
"Europe";"peillon2017";"0.5893839"
"FaitesLeBonChoix";"LeVraiFillon";"0.5646830"
"FaitesLeBonChoix";"Marine2017";"0.6344279"
"FaitesLeBonChoix";"RSI";"0.5006575"
"Fillon";"Macron";"0.6152395"
"FillonNice";"VoeuxFillon";"0.5945429"
"FN";"Trump";"0.5248375"
"FrenchTech";"innovation";"0.5932315"
"FrenchTech";"LasVegas";"0.5011579"
"FrenchTech";"startup";"0.5591756"
"FrenchTech";"startups";"0.5606889"
"GrandFroid";"VigilanceOrange";"0.5120371"
"Hamon";"Valls";"0.5325067"
"Hamon2017";"Montpellier";"0.5026873"
"Hamon2017";"RevenuUniversel";"0.7141071"
"Handball2017";"PhenomenalHandball";"0.6506114"
"Hollande";"Macron";"0.5052641"
"Hollande";"Valls";"0.5285160"
"innovation";"startup";"0.5003254"
"innovation";"startups";"0.5531066"
"JLM2017";"Mélenchon";"0.5935415"
"LEmissionPolitique";"Valls2017";"0.5587813"
"Les4Vérités";"Marine2017";"0.5113236"
"LeVraiFillon";"Marine2017";"0.8002823"
"LeVraiFillon";"RSI";"0.5230038"
"Liévin";"Valls2017";"0.5319593"
"Macron";"Valls";"0.5065468"
"Marine2017";"RSI";"0.5967145"
"Marine2017";"Schengen";"0.6072090"
"Merkel";"Trump";"0.5539728"
"Météo";"neige";"0.5586723"
"Météo";"verglas";"0.5500219"
"migrants";"Trump";"0.5098075"
"Montebourg";"Montebourg2017";"0.6280631"
"Montpellier";"RevenuUniversel";"0.6480923"
"neige";"verglas";"0.7654462"
"neige";"VigilanceOrange";"0.6691225"
"Obama";"Poutine";"0.5065599"
"ONPC";"peillon2017";"0.7151352"
"peillon2017";"PeillonLibé";"0.5551550"
"peillon2017";"projet";"0.6934956"
"peillon2017";"SécuritéSociale";"0.5148952"
"Pinel";"Pinel2017";"0.6461414"
"Pinel2017";"PRG";"0.7088207"
"Pinel2017";"SylviaPinel";"0.7136726"
"Poutine";"Russie";"0.6405272"
"Poutine";"Trump";"0.6465923"
"PRG";"SylviaPinel";"0.5479024"
"PrimaireGauche";"Valls";"0.5130877"
"QuestionsPol";"RevenuUniversel";"0.7169099"
"Russie";"Syrie";"0.5343648"
"Uber";"VTC";"0.6510088"
"verglas";"VigilanceOrange";"0.6789030"
