"Hashtag1";"Hashtag2";"Correlation"
"19hRuthElkrief";"LeDirectFerrari";"0.6056981"
"Alep";"Aleppo";"0.5224860"
"Alep";"Syrie";"0.7027014"
"AuNomDuPeuple";"ConventionMLP";"0.5868560"
"AuNomDuPeuple";"Fillon";"0.5901853"
"AuNomDuPeuple";"Guyane";"0.6501017"
"AuNomDuPeuple";"LeVraiFillon";"0.7388989"
"AuNomDuPeuple";"Marine2017";"0.7151001"
"AuNomDuPeuple";"MLPTF1";"0.5964959"
"AuNomDuPeuple";"SalonDuCheval";"0.6535540"
"AvecMV";"CeQuiNousRassemble";"0.6425871"
"AvecMV";"Valls2017";"0.7954643"
"BAP";"ConventionBAP";"0.5333339"
"benoithamon2017";"Hamon2017";"0.6971085"
"benoithamon2017";"Japy";"0.7148594"
"benoithamon2017";"RevenuUniversel";"0.5434284"
"budget";"ConseildeParis";"0.5057532"
"Castro";"Royal";"0.5523151"
"Cazeneuve";"Hollande";"0.5587285"
"Cazeneuve";"Valls";"0.5251090"
"CeQuiNousRassemble";"Valls2017";"0.7787157"
"circulationalternee";"IDF";"0.5116420"
"circulationalternee";"pollution";"0.6279515"
"CNPS";"PrimairesCitoyennes";"0.5653792"
"ConseildeParis";"Paris";"0.6106571"
"ConventionBAP";"LaBAP";"0.6660309"
"ConventionBAP";"PrimairesCitoyennes";"0.5673219"
"ConventionMLP";"Fillon";"0.5682815"
"ConventionMLP";"Guyane";"0.6110555"
"ConventionMLP";"HéninBeaumont";"0.5083367"
"ConventionMLP";"Marine2017";"0.5572060"
"ConventionMLP";"MLPTF1";"0.5265542"
"ConventionMLP";"SalonDuCheval";"0.6443811"
"DelitDentraveIVG";"IVG";"0.5822216"
"diesel";"Paris";"0.6971924"
"DimPol";"France3";"0.6520826"
"EnMarche";"revolutionenmarche";"0.5220523"
"Fillon";"Guyane";"0.5558023"
"Fillon";"LeVraiFillon";"0.5902437"
"Fillon";"SalonDuCheval";"0.5403069"
"France3";"FranceInter";"0.5545242"
"France3";"QuestionsPol";"0.5448393"
"FranceInsoumise";"JLM2017";"0.8192785"
"FranceInter";"QuestionsPol";"0.6299729"
"Guyane";"HéninBeaumont";"0.5509846"
"Guyane";"LeGrandJury";"0.5729754"
"Guyane";"LeVraiFillon";"0.5889373"
"Guyane";"Marine2017";"0.5877064"
"Guyane";"referendumcostituzionale";"0.5192654"
"Guyane";"SalonDuCheval";"0.7764709"
"Hamon2017";"Japy";"0.8566285"
"Hamon2017";"LEmissionPolitique";"0.5395530"
"Hamon2017";"RevenuUniversel";"0.6506086"
"HéninBeaumont";"SalonDuCheval";"0.6363205"
"Hollande";"Macron";"0.5689108"
"Hollande";"Valls";"0.5807799"
"LaBAP";"PrimairesCitoyennes";"0.5721080"
"LeGrandJury";"MLPTF1";"0.5562615"
"LeGrandJury";"SalonDuCheval";"0.5377392"
"LeVraiFillon";"Marine2017";"0.5098762"
"LeVraiFillon";"MLPTF1";"0.5656533"
"LeVraiFillon";"SalonDuCheval";"0.6481713"
"LoiTravail";"smic";"0.5476077"
"Macron";"Valls";"0.5354018"
"MLPTF1";"SalonDuCheval";"0.5116605"
"Paris";"StopPollution";"0.5736611"
"QAG";"Sénat";"0.5769403"
"Uber";"VTC";"0.6848892"
