"Hashtag1";"Hashtag2";"Correlation"
"18mars2017";"6eRepublique";"0.6305045"
"18mars2017";"AvenirEnCommun";"0.5996097"
"18mars2017";"Bastille";"0.6877284"
"18mars2017";"FranceInsoumise";"0.5598616"
"18mars2017";"JaiBastille";"0.7710357"
"18mars2017";"JLM2017";"0.6576274"
"18mars2017";"JLMLeHavre";"0.5337936"
"18mars2017";"JLMMarseille";"0.5906637"
"18mars2017";"JLMRennes";"0.6237208"
"18mars2017";"LaForceDuPeuple";"0.5007253"
"18mars2017";"LuttesSociales";"0.5174422"
"6eRepublique";"FranceInsoumise";"0.5457756"
"6eRepublique";"JaiBastille";"0.5496648"
"6eRepublique";"JLM2017";"0.6407035"
"6eRepublique";"LaForceDuPeuple";"0.5783797"
"Ajaccio";"AuNomDuPeuple";"0.5480043"
"Ajaccio";"LeVraiMacron";"0.5248694"
"Ajaccio";"Marine2017";"0.5609401"
"Ajaccio";"MetzMLP";"0.5068700"
"ArcisSurAube";"AuNomDuPeuple";"0.6905292"
"ArcisSurAube";"InvitePol";"0.6829221"
"ArcisSurAube";"LeVraiFillon";"0.5500890"
"ArcisSurAube";"LeVraiMacron";"0.6078547"
"ArcisSurAube";"LilleMLP";"0.5283389"
"ArcisSurAube";"Marine2017";"0.6391973"
"ArcisSurAube";"MetzMLP";"0.5706374"
"ArcisSurAube";"Tchad";"0.5862769"
"ArcisSurAube";"TrinitéPorhoët";"0.5320913"
"Arthaud";"Poutou";"0.5741818"
"AuNomDuPeuple";"AvecMarine";"0.7145290"
"AuNomDuPeuple";"BordeauxMLP";"0.5381972"
"AuNomDuPeuple";"DebatTF1";"0.5591947"
"AuNomDuPeuple";"InvitePol";"0.5394488"
"AuNomDuPeuple";"LeVraiFillon";"0.6201496"
"AuNomDuPeuple";"LeVraiMacron";"0.6432669"
"AuNomDuPeuple";"LilleMLP";"0.6454543"
"AuNomDuPeuple";"Marine2017";"0.9302872"
"AuNomDuPeuple";"MetzMLP";"0.6255644"
"AuNomDuPeuple";"RSI";"0.5562003"
"AuNomDuPeuple";"Tchad";"0.6409394"
"AuNomDuPeuple";"TrinitéPorhoët";"0.5815705"
"AvecMarine";"Marine2017";"0.7525291"
"AvecMarine";"Tchad";"0.5964903"
"AvecMarine";"TrinitéPorhoët";"0.5969302"
