"Hashtag1";"Hashtag2";"Correlation"
"13Novembre2015";"FluctuatNecMergitur";"0.5871478"
"13Novembre2015";"ParisSeSouvient";"0.5923420"
"20hMLP";"AuNomDuPeuple";"0.5017869"
"20hMLP";"ConventionMLP";"0.6347871"
"AccordDeParis";"climat";"0.5377196"
"AccordDeParis";"COP21";"0.6074672"
"AccordDeParis";"COP22";"0.5315163"
"AccordDeParis";"ParisAgreement";"0.6787842"
"AccordDeParis";"SmileForThePlanet";"0.7391203"
"AJ2017";"AJBordeaux";"0.5747655"
"AJ2017";"AJToulon";"0.5912563"
"AJ2017";"AJZenith";"0.6841764"
"AJ2017";"LE20H";"0.6176480"
"AJ2017";"TousJuppe";"0.8080069"
"AJ2017";"VivementJuppe";"0.7265984"
"AJBordeaux";"AJZenith";"0.5375093"
"AJBordeaux";"TousJuppe";"0.6215403"
"AJBordeaux";"VivementJuppe";"0.5498353"
"AJToulon";"LE20H";"0.5179000"
"AJToulon";"TousJuppe";"0.6257646"
"AJZenith";"JeVoteJuppé";"0.5007632"
"AJZenith";"TousJuppe";"0.6287220"
"AJZenith";"VivementJuppe";"0.6474428"
"ANOC";"ANOCGA2016";"0.9287980"
"ANOC";"Paris2024";"0.7601516"
"ANOCGA2016";"Paris2024";"0.7698927"
"AuNomDuPeuple";"ConventionMLP";"0.5296795"
"AuNomDuPeuple";"migrants";"0.5510703"
"AvecBLM";"renouveau";"0.5650197"
"AvecNS";"NS2017";"0.6026369"
"AvecNS";"NS20H";"0.6623751"
"AvecNS";"NSBordeaux";"0.5094716"
"AvecNS";"NSMarseille";"0.5354604"
"AvecNS";"NSNice";"0.5964989"
"AvecNS";"NSNimes";"0.5255190"
"AvecNS";"ToutPourLaFrance";"0.8370005"
"Bayrou";"Juppé";"0.5301953"
"Berges";"ConseildeParis";"0.5540830"
"Berges";"Paris";"0.5060152"
"climat";"COP22";"0.5445778"
"Clinton";"ElectionNight";"0.5784487"
"Clinton";"Trump";"0.7687953"
"ConseildeParis";"Paris";"0.6489954"
"COP21";"ParisAgreement";"0.5927950"
"COP21";"SmileForThePlanet";"0.5434911"
"COP22";"Marrakech";"0.6409344"
"DirectIDF";"IDF";"0.5516378"
"directsénat";"Sénat";"0.5946096"
"droite";"gauche";"0.5073906"
"ElectionNight";"Trump";"0.5913953"
"fichierTes";"TES";"0.6062357"
"Fillon";"Fillon2017";"0.5269398"
"Fillon";"FillonGagnant";"0.5135523"
"Fillon";"Juppé";"0.5583960"
"Fillon";"Sarkozy";"0.5222871"
"Fillon2017";"FillonGagnant";"0.8150430"
"FluctuatNecMergitur";"Paris";"0.5283335"
"FluctuatNecMergitur";"ParisSeSouvient";"0.8447231"
"FranceInsoumise";"JLM2017";"0.7345820"
"HDP";"Turquie";"0.5647653"
"Hollande";"Sarkozy";"0.5100302"
"Hollande";"Valls";"0.6356686"
"innovation";"numérique";"0.5539711"
"itele";"JeSoutiensItele";"0.6816544"
"JeVoteJuppé";"TousJuppe";"0.5818618"
"Juppé";"Sarkozy";"0.5629228"
"LaBAP";"UEngagement";"0.7429948"
"LaPrimaireLeDebat";"PrimaireLeDebat";"0.6678106"
"LE20H";"TousJuppe";"0.6547228"
"LE20H";"VivementJuppe";"0.5410418"
"MadeInFrance";"Montebourg";"0.5141396"
"ManifPolice";"PoliciersEnColere";"0.5698568"
"Meyzieu";"ToutPourLaFrance";"0.6554106"
"migrants";"Trump";"0.5013364"
"Nîmes";"NSNimes";"0.6186162"
"NS2017";"ToutPourLaFrance";"0.6467882"
"NS20H";"NSBordeaux";"0.5445799"
"NS20H";"NSNice";"0.5618865"
"NS20H";"ToutPourLaFrance";"0.5984499"
"NSBordeaux";"NSNice";"0.5108836"
"NSBordeaux";"NSRTL";"0.6788900"
"NSBordeaux";"ToutPourLaFrance";"0.6181081"
"NSMarseille";"NSNice";"0.5928082"
"NSMarseille";"NSNimes";"0.6550210"
"NSMarseille";"ToutPourLaFrance";"0.5810648"
"NSNice";"NSNimes";"0.7211456"
"NSNice";"NSRTL";"0.5766638"
"NSNice";"ToutPourLaFrance";"0.6599451"
"NSNimes";"ToutPourLaFrance";"0.6058063"
"NSRTL";"ToutPourLaFrance";"0.5649967"
"Paris";"ParisSeSouvient";"0.5355030"
"Paris";"stationnement";"0.6051481"
"ParisAgreement";"SmileForThePlanet";"0.6686495"
"Poutine";"Russie";"0.5079866"
"Poutine";"Trump";"0.5420159"
"Primaire";"Primaire2016";"0.5323297"
"TousJuppe";"VivementJuppe";"0.6425324"
