"Hashtag1";"Hashtag2";"Correlation"
"6eRepublique";"AvenirEnCommun";"0.5392666"
"6eRepublique";"FranceInsoumise";"0.6610747"
"6eRepublique";"JLMHologramme";"0.5372546"
"Alfortville";"JeVoteValls";"0.6942065"
"Alfortville";"Valls2017";"0.6127972"
"AssisesMLP";"AuNomDuPeuple";"0.7135309"
"AssisesMLP";"Koblenz";"0.5476003"
"AssisesMLP";"LEmissionPolitique";"0.5284398"
"AssisesMLP";"LeVraiFillon";"0.5668216"
"AssisesMLP";"Marine2017";"0.7288628"
"AssisesMLP";"migrants";"0.5146559"
"AssisesMLP";"MLPTF1";"0.6171924"
"Aulnay";"Theo";"0.5346678"
"aulnaysousbois";"Theo";"0.5100954"
"AuNomDuPeuple";"GrandeSynthe";"0.7101452"
"AuNomDuPeuple";"JeChoisisMarine";"0.5357252"
"AuNomDuPeuple";"Koblenz";"0.5811640"
"AuNomDuPeuple";"LEmissionPolitique";"0.5738981"
"AuNomDuPeuple";"LeVraiFillon";"0.6415315"
"AuNomDuPeuple";"Marine2017";"0.9300881"
"AuNomDuPeuple";"migrants";"0.6656384"
"AuNomDuPeuple";"MLPTF1";"0.7112335"
"AvecMV";"Valls2017";"0.6111411"
"AvecMV";"VallsTF1";"0.5002839"
"AvecPeillon";"Peillon";"0.5682010"
"AvecPeillon";"peillon2017";"0.9095911"
"AvecValls";"JeVoteValls";"0.5517291"
"AvecValls";"Valls2017";"0.5884973"
"AvenirEnCommun";"FranceInsoumise";"0.7392540"
"AvenirEnCommun";"JLM2017";"0.7534217"
"AvenirEnCommun";"JLMHologramme";"0.6331005"
"AvenirEnCommun";"LCI";"0.6172410"
"benoithamon2017";"Hamon2017";"0.5755551"
"benoithamon2017";"Mutualité";"0.5125393"
"Budget2017";"DirectIDF";"0.5873121"
"BudgetIDF";"CPER";"0.5278705"
"Calais";"GrandeSynthe";"0.5974483"
"Calais";"migrants";"0.5704478"
"ClermontFerrand";"INJ";"0.5805756"
"ClermontFerrand";"RevenuUniversel";"0.6015883"
"CNlesRépublicains";"Fillon2017";"0.6022485"
"CNlesRépublicains";"FillonLaVillette";"0.5774714"
"ConseildeParis";"Paris";"0.5185534"
"DelitDentraveIVG";"IVG";"0.5054060"
"DirectFerrari";"GalziMinuit";"0.5548093"
"E1Primaire";"E1Soir";"0.5066957"
"EgaliteReelle";"outremer";"0.6616308"
"EnMarche";"Macron2017";"0.5781609"
"Europe";"UE";"0.5265493"
"Fillon";"FillonGate";"0.5315410"
"Fillon";"Macron";"0.5432766"
"Fillon";"PenelopeGate";"0.6925561"
"Fillon2017";"FillonLaVillette";"0.6170562"
"Fillon2017";"JTFillon";"0.5076322"
"FillonCharleville";"FillonPresident";"0.5221786"
"FillonGate";"PenelopeFillon";"0.5187928"
"FillonGate";"PenelopeGate";"0.5780508"
"FillonOyonnax";"StopChasseàLHomme";"0.5394654"
"FN";"MarineLePen";"0.5190730"
"Forbach";"Koblenz";"0.5267303"
"FranceInsoumise";"JLM2017";"0.7260378"
"FranceInsoumise";"JLMHologramme";"0.6804301"
"FranceInsoumise";"LCI";"0.5466408"
"FRANOR";"Handball2017";"0.6715835"
"GrandeSynthe";"Marine2017";"0.5935593"
"GrandeSynthe";"migrants";"0.6778323"
"GrandeSynthe";"MLPTF1";"0.5050951"
"Hamon";"Macron";"0.5792429"
"Hamon";"Mélenchon";"0.5094341"
"Hamon";"PrimairesGauche";"0.5780194"
"Hamon";"PS";"0.5164048"
"Hamon";"Valls";"0.6693984"
"Hamon2017";"INJ";"0.6510366"
"Hamon2017";"Mutualité";"0.6179356"
"Hamon2017";"PrimaireLeDebat";"0.5184199"
"Hamon2017";"RevenuUniversel";"0.6549473"
"Hamon2017";"RUE";"0.5281691"
"Handball2017";"PhenomenalHandball";"0.5494291"
"Hollande";"Macron";"0.5190808"
"INJ";"RevenuUniversel";"0.6002987"
"innovation";"numérique";"0.5150544"
"interactiv";"le79inter";"0.5502895"
"Jaures";"Montebourg";"0.6586687"
"Jaures";"Montebourg2017";"0.7519427"
"JeChoisisMarine";"Marine2017";"0.5122084"
"JeVoteValls";"Valls2017";"0.7679939"
"JeVoteValls";"VallsParis";"0.5995640"
"JeVoteValls";"VallsTF1";"0.5542328"
"JLM2017";"JLMHologramme";"0.6306460"
"JLMHologramme";"LCI";"0.5213114"
"Koblenz";"LeVraiFillon";"0.5684376"
"Koblenz";"Marine2017";"0.5720352"
"Koblenz";"MLPTF1";"0.6402497"
"Koblenz";"QDI";"0.5103483"
"LaFranceEnMarche";"Macron2017";"0.5780808"
"LaMajoritéEnMarche";"Macron2017";"0.5302245"
"LEmissionPolitique";"Marine2017";"0.5724561"
"LEmissionPolitique";"migrants";"0.5059590"
"LEmissionPolitique";"MLPTF1";"0.5450668"
"LePen";"Mélenchon";"0.5048761"
"LeVraiFillon";"Marine2017";"0.6131688"
"LeVraiFillon";"MLPTF1";"0.5766185"
"Limoges";"Valls2017";"0.5360609"
"Limoges";"VallsParis";"0.5012676"
"MadeForSharing";"Paris2024";"0.6122281"
"Marine2017";"migrants";"0.5910445"
"Marine2017";"MLPTF1";"0.7387374"
"MLPTF1";"QDI";"0.5229141"
"Montebourg";"Montebourg2017";"0.6341640"
"Paris";"Paris2024";"0.5320628"
"Paris2024";"Sharing";"0.7322771"
"Peillon";"peillon2017";"0.5644853"
"PenelopeFillon";"PenelopeGate";"0.5592601"
"Pinel";"Pinel2017";"0.7255632"
"Pinel2017";"PRG";"0.5084285"
"Primaire";"Valls";"0.5026156"
"PrimaireGauche";"PrimairesGauche";"0.5356883"
"PrimairesGauche";"PS";"0.5242596"
"Sénat";"Senat360";"0.5073640"
"Uber";"VTC";"0.7896370"
"Valls2017";"VallsParis";"0.6730577"
"Valls2017";"VallsTF1";"0.5383256"
"VallsParis";"VallsTF1";"0.5089865"
"VendeeGlobe";"VG2016";"0.5374328"
