"Hashtag1";"Hashtag2";"Correlation"
"18mars";"18mars2017";"0.5287539"
"18mars";"AvenirEnCommun";"0.5153429"
"18mars";"PlanB";"0.5095475"
"18mars2017";"6eRepublique";"0.7357002"
"18mars2017";"AvenirEnCommun";"0.6929223"
"18mars2017";"EcologieFi";"0.7035430"
"18mars2017";"FranceInsoumise";"0.6512865"
"18mars2017";"JLM2017";"0.6913601"
"18mars2017";"JLMChiffrage";"0.5371078"
"18mars2017";"JLMStrasbourg";"0.5139436"
"6eRepublique";"FranceInsoumise";"0.5200412"
"6eRepublique";"JLM2017";"0.5797125"
"8mars";"EgaliteFH";"0.5518164"
"ADMD";"findevie";"0.5548319"
"AgoraLive";"Blois";"0.5118931"
"AgoraLive";"ConseilCitoyen";"0.5426896"
"AgoraLive";"fairebattrelecoeurdelafrance";"0.5213224"
"AgoraLive";"Hamon2017";"0.5789227"
"AgoraLive";"RevenuUniversel";"0.5173103"
"agriculteurs";"Gers";"0.5515272"
"agriculture";"SIA2017";"0.5588302"
"AuNomDuPeuple";"Aveyron";"0.6036199"
"AuNomDuPeuple";"Beyrouth";"0.5486138"
"AuNomDuPeuple";"BFMPolitique";"0.6556402"
"AuNomDuPeuple";"Cazeneuve";"0.6242416"
"AuNomDuPeuple";"ConférenceMLP";"0.7185885"
"AuNomDuPeuple";"Gers";"0.6330195"
"AuNomDuPeuple";"LeVraiMacron";"0.7021778"
"AuNomDuPeuple";"Liban";"0.5289682"
"AuNomDuPeuple";"Marine2017";"0.8987607"
"AuNomDuPeuple";"MLPTF1";"0.7295366"
"AuNomDuPeuple";"MontSaintMichel";"0.6676016"
"AuNomDuPeuple";"NantesMLP";"0.5670997"
"AuNomDuPeuple";"Pierrelatte";"0.6674117"
"AuNomDuPeuple";"policiers";"0.5448715"
"AvecHamon";"Bercy";"0.5946752"
"AvenirEnCommun";"FranceInsoumise";"0.6144656"
"AvenirEnCommun";"JLM2017";"0.5940463"
"Aveyron";"Marine2017";"0.5436611"
"Bayrou";"Fillon";"0.5208023"
"Bayrou";"Hollande";"0.5381413"
"Bayrou";"Juppé";"0.5352209"
"Bayrou";"Macron";"0.7265987"
"Beyrouth";"ConférenceMLP";"0.5173646"
"Beyrouth";"Liban";"0.6529088"
"Beyrouth";"Marine2017";"0.5267978"
"Beyrouth";"NantesMLP";"0.6113126"
"BFMPolitique";"Cazeneuve";"0.5351202"
"BFMPolitique";"ConférenceMLP";"0.5142250"
"BFMPolitique";"LeVraiMacron";"0.5939110"
"BFMPolitique";"Marine2017";"0.5984185"
"BFMPolitique";"MLPTF1";"0.5758871"
"BFMPolitique";"MontSaintMichel";"0.5253138"
"BFMPolitique";"Pierrelatte";"0.5859503"
"BFMPolitique";"policiers";"0.5392860"
"BFMPolitique";"Punchline";"0.5075382"
"BHLeHavre";"Conf";"0.6005229"
"Brest";"Conf";"0.5161252"
"Brest";"Hamon2017";"0.5486295"
"Bretagne";"passezalouest";"0.5891008"
"Bretagne";"Zeus";"0.5278057"
"Cazeneuve";"LeVraiMacron";"0.5642727"
"Cazeneuve";"Marine2017";"0.6070626"
"Cazeneuve";"MLPTF1";"0.5673872"
"Cazeneuve";"MontSaintMichel";"0.5415151"
"Cazeneuve";"Pierrelatte";"0.5731133"
"CETA";"PlenPE";"0.5336266"
"CETA";"StopCETA";"0.6791028"
"Conf";"entrepreneuriat";"0.5100126"
"Conf";"Europe";"0.5419457"
"ConférenceMLP";"Gers";"0.7322776"
"ConférenceMLP";"LeVraiMacron";"0.6512950"
"ConférenceMLP";"Marine2017";"0.6723648"
"ConférenceMLP";"MLPTF1";"0.7210019"
"ConférenceMLP";"MontSaintMichel";"0.7250187"
"ConférenceMLP";"NantesMLP";"0.5176005"
"ConférenceMLP";"Pierrelatte";"0.6530196"
"ConseilCitoyen";"fairebattrelecoeurdelafrance";"0.5316677"
"ConseilCitoyen";"Hamon2017";"0.6188259"
"ConseilCitoyen";"rassemblement";"0.5152283"
"cotesdarmor";"servicespublics";"0.6731041"
"DelitDentraveIVG";"IVG";"0.5292835"
"DirectAN";"QAG";"0.5824295"
"EcologieFi";"FranceInsoumise";"0.5738881"
"EcologieFi";"JLM2017";"0.6135311"
"EcologieFi";"JLMChiffrage";"0.5462058"
"EcologieFi";"JLMStrasbourg";"0.5604009"
"EcologieFi";"PlanB";"0.5223805"
"EllesMarchent";"LaFranceEnMarche";"0.5717233"
"EllesMarchent";"ProgrammeEM";"0.5703828"
"emploi";"formation";"0.5296974"
"EnMarche";"LaFranceEnMarche";"0.5423412"
"EnMarche";"Macron2017";"0.6425501"
"EnMarche";"MacronCaen";"0.5150225"
"EnMarche";"MacronGironde";"0.5728756"
"EnMarche";"MacronToulon";"0.5856741"
"EnMarche";"ProgrammeEM";"0.5839085"
"Europe";"Portugal";"0.5017955"
"fairebattrelecoeurdelafrance";"Hamon2017";"0.5977411"
"Fillon";"Juppé";"0.6336389"
"Fillon";"Macron";"0.5977960"
"Fillon";"PenelopeGate";"0.5317884"
"Fillon";"Sarkozy";"0.5491586"
"Fillon";"Trocadero";"0.5046425"
"Fillon2017";"FillonTrocadero";"0.5105214"
"Fillon2017";"ProjetFillon";"0.6577244"
"FillonBesançon";"FillonNîmes";"0.5506491"
"FillonBesançon";"FillonSociétéCivile";"0.5249403"
"FillonNîmes";"FillonSociétéCivile";"0.6482075"
"FillonNîmes";"SoutienFillon";"0.5313870"
"FillonOrléans";"FillonPresident";"0.5342930"
"FillonSociétéCivile";"SoutienFillon";"0.5190710"
"FillonTrocadero";"Trocadero";"0.5896911"
"FranceInsoumise";"JLM2017";"0.7080982"
"FranceInsoumise";"JLMChiffrage";"0.5281845"
"FranceInsoumise";"PlanB";"0.6092806"
"Fraternité";"liberté";"0.6445265"
"FuturDesirable";"Hamon2017";"0.6606085"
"Gers";"Marine2017";"0.5650514"
"Gers";"MLPTF1";"0.5650464"
"Gers";"MontSaintMichel";"0.6093338"
"Gers";"Pierrelatte";"0.5239251"
"Hamon";"LePen";"0.6058059"
"Hamon";"Macron";"0.5344710"
"Hamon";"Mélenchon";"0.6798005"
"Hamon";"PS";"0.5006991"
"Hamon2017";"JeVotePour";"0.6209023"
"Hamon2017";"LE20H";"0.5538732"
"Hamon2017";"LEmissionPolitique";"0.6505095"
"Hamon2017";"RevenuUniversel";"0.6216280"
"Hamon2017";"transparence";"0.5374754"
"Hollande";"Macron";"0.6012464"
"JLM2017";"PlanB";"0.5878887"
"JLMChiffrage";"JLMStrasbourg";"0.5893188"
"Juppé";"Macron";"0.5184560"
"Juppé";"Sarkozy";"0.5044435"
"LaFranceEnMarche";"Macron2017";"0.5903598"
"LaFranceEnMarche";"MacronGironde";"0.5491059"
"LaFranceEnMarche";"ProgrammeEM";"0.5415028"
"LePen";"Macron";"0.5151926"
"LePionMacron";"Marine";"0.5201012"
"LeVraiMacron";"Marine2017";"0.6938655"
"LeVraiMacron";"MLPTF1";"0.7243087"
"LeVraiMacron";"MontSaintMichel";"0.5913039"
"LeVraiMacron";"Pierrelatte";"0.6353955"
"LeVraiMacron";"policiers";"0.5420444"
"Liban";"Marine2017";"0.5137973"
"Liban";"MLPTF1";"0.5345284"
"Liban";"Pierrelatte";"0.5117507"
"Macron2017";"MacronCaen";"0.5425542"
"MacronCaen";"MacronGironde";"0.5136717"
"MacronCaen";"ProgrammeEM";"0.5557999"
"MacronGironde";"ProgrammeEM";"0.6461491"
"MacronToulon";"ProgrammeEM";"0.5180474"
"Marine2017";"MLPTF1";"0.6689755"
"Marine2017";"MontSaintMichel";"0.6264032"
"Marine2017";"NantesMLP";"0.5441689"
"Marine2017";"Pierrelatte";"0.6579506"
"Marine2017";"policiers";"0.5396811"
"MLPTF1";"MontSaintMichel";"0.6221325"
"MLPTF1";"Pierrelatte";"0.7132861"
"MLPTF1";"policiers";"0.5749008"
"MontSaintMichel";"NantesMLP";"0.5038615"
"MontSaintMichel";"Pierrelatte";"0.5573932"
"MontSaintMichel";"policiers";"0.5057711"
"Morbihan";"Vannes";"0.5699494"
"Pierrelatte";"policiers";"0.5699923"
"PlanB";"Rome";"0.7576262"
"tempête";"Zeus";"0.6546473"
