"Hashtag1";"Hashtag2";"Correlation"
"18mars2017";"6eRepublique";"0.6310846"
"18mars2017";"AvenirEnCommun";"0.6825032"
"18mars2017";"EcologieFi";"0.5497387"
"18mars2017";"FranceInsoumise";"0.5200673"
"18mars2017";"JLM2017";"0.5972823"
"8mars";"EgaliteFH";"0.5966970"
"8mars";"JourneeDesDroitsDesFemmes";"0.5053143"
"AgoraLive";"Blois";"0.5455484"
"AgoraLive";"fairebattrelecoeurdelafrance";"0.5140846"
"AgoraLive";"Hamon2017";"0.5833043"
"AgoraLive";"RevenuUniversel";"0.5270400"
"agriculture";"SIA2017";"0.5445247"
"AuNomDuPeuple";"Aveyron";"0.5704947"
"AuNomDuPeuple";"Beyrouth";"0.5521449"
"AuNomDuPeuple";"BFMPolitique";"0.5977209"
"AuNomDuPeuple";"Cazeneuve";"0.6391492"
"AuNomDuPeuple";"ConférenceMLP";"0.6789296"
"AuNomDuPeuple";"JeSoutiensLaPolice";"0.6039380"
"AuNomDuPeuple";"LeVraiMacron";"0.6975897"
"AuNomDuPeuple";"Liban";"0.5176102"
"AuNomDuPeuple";"Marine2017";"0.8817697"
"AuNomDuPeuple";"Menton";"0.5892039"
"AuNomDuPeuple";"MLPTF1";"0.7260950"
"AuNomDuPeuple";"MontSaintMichel";"0.6623199"
"AuNomDuPeuple";"NantesMLP";"0.5842869"
"AuNomDuPeuple";"Pierrelatte";"0.6553460"
"AuNomDuPeuple";"policiers";"0.5118943"
"AvenirEnCommun";"FranceInsoumise";"0.6546532"
"AvenirEnCommun";"JLM2017";"0.6987500"
"Aveyron";"Marine2017";"0.5449855"
"Bayrou";"Juppé";"0.5177450"
"Bayrou";"Macron";"0.7246381"
"Beyrouth";"ConférenceMLP";"0.5385905"
"Beyrouth";"Liban";"0.6769665"
"Beyrouth";"Marine2017";"0.5680127"
"Beyrouth";"NantesMLP";"0.5945970"
"BFMPolitique";"LeVraiMacron";"0.5377749"
"BFMPolitique";"Marine2017";"0.5419067"
"BFMPolitique";"MLPTF1";"0.5368036"
"BFMPolitique";"MontSaintMichel";"0.5083767"
"BFMPolitique";"Pierrelatte";"0.5454317"
"BHLeHavre";"Conf";"0.5089514"
"biodiversité";"climat";"0.5392299"
"Bobigny";"Theo";"0.5265322"
"Brest";"Conf";"0.5498620"
"Bretagne";"Zeus";"0.5229608"
"Cazeneuve";"LeVraiMacron";"0.5458756"
"Cazeneuve";"Marine2017";"0.5865208"
"Cazeneuve";"MLPTF1";"0.5580852"
"Cazeneuve";"MontSaintMichel";"0.5163472"
"Cazeneuve";"Pierrelatte";"0.5380699"
"CETA";"PlenPE";"0.5528596"
"CETA";"StopCETA";"0.6873655"
"Conf";"entrepreneuriat";"0.6086608"
"Conf";"Europe";"0.5157539"
"Conf";"Hamon2017";"0.5005797"
"ConférenceMLP";"JeSoutiensLaPolice";"0.5190800"
