"User2";"User1";"Correlation";"PartyUser1";"PartyUser2";"User1_UserName";"User2_UserName"
"1040154241";"1018489008";"0.6325706";"PS";"PS";"VanessaThomas75";"ps_49"
"107238011";"103020386";"0.5840639";"PS";"PS";"sgrandgambe";"capucineedou"
"108404834";"10381732";"0.5401456";"PS";"Gauche";"BaptisteChapuis";"mehdimassrour"
"1092822246";"107238011";"0.8509004";"PS";"PS";"capucineedou";"GhislaineSalmat"
"1092822246";"103020386";"0.7598364";"PS";"PS";"sgrandgambe";"GhislaineSalmat"
"113623030";"110969851";"0.6162717";"PRG";"Droite";"simoncachia59";"juliendetheve"
"113691851";"103020386";"0.5257933";"PS";"PS";"sgrandgambe";"HellaKR"
"113691851";"1092822246";"0.5944677";"PS";"PS";"GhislaineSalmat";"HellaKR"
"113691851";"108404834";"0.5493703";"Gauche";"PS";"mehdimassrour";"HellaKR"
"113691851";"10381732";"0.5929180";"PS";"PS";"BaptisteChapuis";"HellaKR"
"113691851";"107238011";"0.6494693";"PS";"PS";"capucineedou";"HellaKR"
"113861790";"1018489008";"0.5191559";"PS";"PS";"VanessaThomas75";"delpeyrat"
"113861790";"1092822246";"0.5169191";"PS";"PS";"GhislaineSalmat";"delpeyrat"
"113861790";"103020386";"0.5833653";"PS";"PS";"sgrandgambe";"delpeyrat"
"113861790";"113691851";"0.5608683";"PS";"PS";"HellaKR";"delpeyrat"
"114512948";"110969851";"0.5841348";"PRG";"Media";"simoncachia59";"GG_RMC"
"114704955";"114512948";"0.5417311";"Media";"Media";"GG_RMC";"lemonde_pol"
"114704955";"105103721";"0.7446201";"Media";"Media";"TV5MONDEINFO";"lemonde_pol"
"115643244";"1092822246";"0.5333896";"PS";"PS";"GhislaineSalmat";"MathieuHanotin"
"115643244";"113691851";"0.6212536";"PS";"PS";"HellaKR";"MathieuHanotin"
"115643244";"103020386";"0.6229219";"PS";"PS";"sgrandgambe";"MathieuHanotin"
"115643244";"113861790";"0.6101445";"PS";"PS";"delpeyrat";"MathieuHanotin"
"117884007";"1018489008";"0.5289987";"PS";"PS";"VanessaThomas75";"FFE_PS"
"117884007";"113861790";"0.5568658";"PS";"PS";"delpeyrat";"FFE_PS"
"117884007";"115643244";"0.6733923";"PS";"PS";"MathieuHanotin";"FFE_PS"
"117884007";"113691851";"0.7812930";"PS";"PS";"HellaKR";"FFE_PS"
"117884007";"103020386";"0.5940200";"PS";"PS";"sgrandgambe";"FFE_PS"
"117884007";"1140898249";"0.5117270";"PS";"PS";"MartineMartinel";"FFE_PS"
"117884007";"108404834";"0.5426698";"Gauche";"PS";"mehdimassrour";"FFE_PS"
"117884007";"107238011";"0.6872699";"PS";"PS";"capucineedou";"FFE_PS"
"117884007";"1092822246";"0.6719864";"PS";"PS";"GhislaineSalmat";"FFE_PS"
"1184256836";"114998731";"0.5351433";"Droite";"UMP";"senateurJGM";"PierreGaboriau"
"12146642";"1001415254";"0.5983089";"PS";"PRG";"JocelynBureau";"Sounix"
