"User2";"User1";"Correlation";"PartyUser1";"PartyUser2";"User1_UserName";"User2_UserName"
"107238011";"10381732";"0.5584624";"PS";"PS";"BaptisteChapuis";"capucineedou"
"107238011";"1018489008";"0.5546254";"PS";"PS";"VanessaThomas75";"capucineedou"
"107238011";"103020386";"0.6411292";"PS";"PS";"sgrandgambe";"capucineedou"
"108401554";"1018489008";"0.5537371";"PS";"PS";"VanessaThomas75";"ps37_fr"
"1092822246";"107238011";"0.6803278";"PS";"PS";"capucineedou";"GhislaineSalmat"
"1092822246";"10381732";"0.5841058";"PS";"PS";"BaptisteChapuis";"GhislaineSalmat"
"1092822246";"103020386";"0.5678686";"PS";"PS";"sgrandgambe";"GhislaineSalmat"
"1108780806";"1092822246";"0.5150838";"PS";"PS";"GhislaineSalmat";"AGralepois"
"1108780806";"107238011";"0.5021797";"PS";"PS";"capucineedou";"AGralepois"
"1108780806";"1018489008";"0.5152062";"PS";"PS";"VanessaThomas75";"AGralepois"
"112284601";"10652262";"0.5376744";"Media";"Media";"Bekouz";"FredMichalak"
"1123600008";"1006325990";"0.8002481";"PS";"PS";"luccarvounas";"Socialiste94"
"113691851";"103020386";"0.5736597";"PS";"PS";"sgrandgambe";"HellaKR"
"113691851";"1092822246";"0.6071542";"PS";"PS";"GhislaineSalmat";"HellaKR"
"113691851";"107238011";"0.6645788";"PS";"PS";"capucineedou";"HellaKR"
"113691851";"108401554";"0.5341843";"PS";"PS";"ps37_fr";"HellaKR"
"113691851";"1108780806";"0.5112193";"PS";"PS";"AGralepois";"HellaKR"
"113691851";"1018489008";"0.6791961";"PS";"PS";"VanessaThomas75";"HellaKR"
"113861790";"108401554";"0.5719140";"PS";"PS";"ps37_fr";"delpeyrat"
"113861790";"113691851";"0.7212145";"PS";"PS";"HellaKR";"delpeyrat"
"113861790";"1018489008";"0.5434989";"PS";"PS";"VanessaThomas75";"delpeyrat"
"113861790";"107238011";"0.5266050";"PS";"PS";"capucineedou";"delpeyrat"
"1140898249";"107238011";"0.5785536";"PS";"PS";"capucineedou";"MartineMartinel"
"1140898249";"113691851";"0.5724046";"PS";"PS";"HellaKR";"MartineMartinel"
"1140898249";"1092822246";"0.6002718";"PS";"PS";"GhislaineSalmat";"MartineMartinel"
"1140898249";"10381732";"0.5074721";"PS";"PS";"BaptisteChapuis";"MartineMartinel"
"114704955";"112284601";"0.5694902";"Media";"Media";"FredMichalak";"lemonde_pol"
"114704955";"10652262";"0.5963731";"Media";"Media";"Bekouz";"lemonde_pol"
"114704955";"105103721";"0.6000559";"Media";"Media";"TV5MONDEINFO";"lemonde_pol"
