"User2";"User1";"Correlation";"PartyUser1";"PartyUser2";"User1_UserName";"User2_UserName"
"107238011";"1001415254";"0.5342291";"PS";"PS";"JocelynBureau";"capucineedou"
"107238011";"1018489008";"0.5092051";"PS";"PS";"VanessaThomas75";"capucineedou"
"107238011";"10381732";"0.6395121";"PS";"PS";"BaptisteChapuis";"capucineedou"
"108401554";"107238011";"0.5130763";"PS";"PS";"capucineedou";"ps37_fr"
"108401554";"1018489008";"0.5719030";"PS";"PS";"VanessaThomas75";"ps37_fr"
"108401554";"10381732";"0.5153863";"PS";"PS";"BaptisteChapuis";"ps37_fr"
"1092822246";"10381732";"0.7184331";"PS";"PS";"BaptisteChapuis";"GhislaineSalmat"
"1092822246";"1001415254";"0.5057258";"PS";"PS";"JocelynBureau";"GhislaineSalmat"
"1092822246";"107238011";"0.6754674";"PS";"PS";"capucineedou";"GhislaineSalmat"
"1108780806";"108401554";"0.5677639";"PS";"PS";"ps37_fr";"AGralepois"
"1108780806";"1018489008";"0.5703582";"PS";"PS";"VanessaThomas75";"AGralepois"
"110969851";"105103721";"0.5332585";"Media";"PRG";"TV5MONDEINFO";"simoncachia59"
"1123600008";"1006325990";"0.7569182";"PS";"PS";"luccarvounas";"Socialiste94"
"113691851";"107238011";"0.6214976";"PS";"PS";"capucineedou";"HellaKR"
"113691851";"1018489008";"0.7110643";"PS";"PS";"VanessaThomas75";"HellaKR"
"113691851";"108401554";"0.5602784";"PS";"PS";"ps37_fr";"HellaKR"
"113861790";"113691851";"0.7380699";"PS";"PS";"HellaKR";"delpeyrat"
"113861790";"104921164";"0.5006062";"PS";"PS";"VincentGuibert";"delpeyrat"
"113861790";"1108780806";"0.5060637";"PS";"PS";"AGralepois";"delpeyrat"
"113861790";"108401554";"0.6563550";"PS";"PS";"ps37_fr";"delpeyrat"
"113861790";"1018489008";"0.6406373";"PS";"PS";"VanessaThomas75";"delpeyrat"
"1140898249";"113691851";"0.5748072";"PS";"PS";"HellaKR";"MartineMartinel"
"114704955";"105103721";"0.6066990";"Media";"Media";"TV5MONDEINFO";"lemonde_pol"
"114704955";"10652262";"0.6560393";"Media";"Media";"Bekouz";"lemonde_pol"
"114704955";"112284601";"0.5943903";"Media";"Media";"FredMichalak";"lemonde_pol"
"114998731";"105103721";"0.5707896";"Media";"Droite";"TV5MONDEINFO";"senateurJGM"
"115086169";"105103721";"0.5515520";"Media";"Media";"TV5MONDEINFO";"WEBINDEP,lindependant"
"115086169";"114512948";"0.5575181";"Media";"Media";"GG_RMC";"WEBINDEP,lindependant"
"115086169";"10652262";"0.5847034";"Media";"Media";"Bekouz";"WEBINDEP,lindependant"
"115643244";"113691851";"0.7166087";"PS";"PS";"HellaKR";"MathieuHanotin"
"115643244";"1018489008";"0.5679152";"PS";"PS";"VanessaThomas75";"MathieuHanotin"
"115643244";"110341905";"0.5482842";"PS";"PS";"CyrilCibert";"MathieuHanotin"
"116229959";"1001415254";"0.5224817";"PS";"UMP";"JocelynBureau";"solere92"
"117884007";"113691851";"0.6265481";"PS";"PS";"HellaKR";"FFE_PS"
"117884007";"115643244";"0.5891902";"PS";"PS";"MathieuHanotin";"FFE_PS"
"117884007";"107238011";"0.6354676";"PS";"PS";"capucineedou";"FFE_PS"
"117884007";"1018489008";"0.5133356";"PS";"PS";"VanessaThomas75";"FFE_PS"
"117884007";"10381732";"0.5137635";"PS";"PS";"BaptisteChapuis";"FFE_PS"
"118341297";"104517242";"0.5270520";"PS";"PS";"MJS_63";"Rita_Maalouf_"
"120103775";"114704955";"0.5106914";"Media";"Media";"lemonde_pol";"lemainelibre"
"121704763";"114512948";"0.5724944";"Media";"Media";"GG_RMC";"Panouille"
"121704763";"110969851";"0.5179804";"PRG";"Media";"simoncachia59";"Panouille"
"121704763";"115086169";"0.5705438";"Media";"Media";"WEBINDEP,lindependant";"Panouille"
"1229928415";"107238011";"0.5154143";"PS";"PS";"capucineedou";"psparis8"
"1229928415";"115643244";"0.5796525";"PS";"PS";"MathieuHanotin";"psparis8"
"1229928415";"1018489008";"0.6654142";"PS";"PS";"VanessaThomas75";"psparis8"
"1229928415";"117884007";"0.5542753";"PS";"PS";"FFE_PS";"psparis8"
"1229928415";"1198226959";"0.5213729";"PS";"PS";"JulienRichard92";"psparis8"
"1229928415";"113691851";"0.6316194";"PS";"PS";"HellaKR";"psparis8"
"1229928415";"113861790";"0.5789230";"PS";"PS";"delpeyrat";"psparis8"
"123658261";"105103721";"0.5174883";"Media";"Media";"TV5MONDEINFO";"boxepopuli"
"123658261";"114704955";"0.7014478";"Media";"Media";"lemonde_pol";"boxepopuli"
"123658261";"10652262";"0.8180271";"Media";"Media";"Bekouz";"boxepopuli"
"123658261";"115086169";"0.5920565";"Media";"Media";"WEBINDEP,lindependant";"boxepopuli"
"123830541";"114512948";"0.5419106";"Media";"Media";"GG_RMC";"RMCinfo"
"1283588581";"123658261";"0.5529810";"Media";"Media";"boxepopuli";"Lopinion_fr,lopinion_fr"
"1283588581";"112284601";"0.6232127";"Media";"Media";"FredMichalak";"Lopinion_fr,lopinion_fr"
"1283588581";"114704955";"0.7027577";"Media";"Media";"lemonde_pol";"Lopinion_fr,lopinion_fr"
"1283588581";"105103721";"0.6738735";"Media";"Media";"TV5MONDEINFO";"Lopinion_fr,lopinion_fr"
"128556304";"123658261";"0.5094566";"Media";"Media";"boxepopuli";"RTL_presse"
"128556304";"112284601";"0.5259904";"Media";"Media";"FredMichalak";"RTL_presse"
"128593679";"1283588581";"0.5779305";"Media";"Media";"Lopinion_fr,lopinion_fr";"GuillaumeDaret"
"128593679";"112284601";"0.6364720";"Media";"Media";"FredMichalak";"GuillaumeDaret"
"128593679";"115086169";"0.5796546";"Media";"Media";"WEBINDEP,lindependant";"GuillaumeDaret"
"128593679";"10652262";"0.6548726";"Media";"Media";"Bekouz";"GuillaumeDaret"
"128593679";"114704955";"0.5341450";"Media";"Media";"lemonde_pol";"GuillaumeDaret"
"128593679";"123658261";"0.6473949";"Media";"Media";"boxepopuli";"GuillaumeDaret"
"130495269";"1018489008";"0.5853515";"PS";"PS";"VanessaThomas75";"VincentTISON"
"130495269";"103020386";"0.5385254";"PS";"PS";"sgrandgambe";"VincentTISON"
"130495269";"108401554";"0.5210330";"PS";"PS";"ps37_fr";"VincentTISON"
"130495269";"1229928415";"0.5874052";"PS";"PS";"psparis8";"VincentTISON"
"130495269";"113861790";"0.5600958";"PS";"PS";"delpeyrat";"VincentTISON"
"130495269";"113691851";"0.5558510";"PS";"PS";"HellaKR";"VincentTISON"
"1316528215";"126988205";"0.5012751";"UMP";"UMP";"N_Guillerme";"LArribage"
"1318611924";"117798111";"0.5119044";"PS";"ExtremeDroite";"JLGagnaire";"OuchikhKarim"
"1318611924";"113047084";"0.5058347";"ExtremeDroite";"ExtremeDroite";"LdeDanne,ldedanne";"OuchikhKarim"
"132543309";"114704955";"0.6092119";"Media";"Media";"lemonde_pol";"GuillaumeDaudin"
"132543309";"1283588581";"0.5695063";"Media";"Media";"Lopinion_fr,lopinion_fr";"GuillaumeDaudin"
"132543309";"112284601";"0.5050408";"Media";"Media";"FredMichalak";"GuillaumeDaudin"
"133381448";"114704955";"0.6519729";"Media";"Media";"lemonde_pol";"LeGrandSoir3"
"133381448";"1283588581";"0.5006041";"Media";"Media";"Lopinion_fr,lopinion_fr";"LeGrandSoir3"
"133381448";"108359730";"0.5399058";"Media";"Media";"lilianalemagna";"LeGrandSoir3"
"133663801";"114704955";"0.5904220";"Media";"Media";"lemonde_pol";"BFMTV"
"133663801";"123658261";"0.5669869";"Media";"Media";"boxepopuli";"BFMTV"
"133663801";"128593679";"0.5025517";"Media";"Media";"GuillaumeDaret";"BFMTV"
"133663801";"105103721";"0.5421661";"Media";"Media";"TV5MONDEINFO";"BFMTV"
"133663801";"133381448";"0.5097893";"Media";"Media";"LeGrandSoir3";"BFMTV"
"133663801";"10652262";"0.6164810";"Media";"Media";"Bekouz";"BFMTV"
"1336697245";"115643244";"0.6036337";"PS";"PS";"MathieuHanotin";"barlis_c"
"1336697245";"113691851";"0.6765725";"PS";"PS";"HellaKR";"barlis_c"
"135497798";"1011266779";"0.7518936";"Mairie";"PS";"Mairie12Paris";"Baratti_Elbaz"
"1356884672";"107238011";"0.5328913";"PS";"PS";"capucineedou";"NormaMevPla"
"1356884672";"1336697245";"0.6097220";"PS";"PS";"barlis_c";"NormaMevPla"
"1356884672";"113691851";"0.5855145";"PS";"PS";"HellaKR";"NormaMevPla"
"1356884672";"117884007";"0.6337402";"PS";"PS";"FFE_PS";"NormaMevPla"
"1356884672";"103020386";"0.6020748";"PS";"PS";"sgrandgambe";"NormaMevPla"
"1356884672";"115643244";"0.5479242";"PS";"PS";"MathieuHanotin";"NormaMevPla"
"1358827794";"101817931";"0.6549418";"Droite";"UMP";"alainhoupert";"BasPhilippe"
"1358830140";"114704955";"0.5252363";"Media";"UMP";"lemonde_pol";"LamureE"
"1358830140";"133381448";"0.5273928";"Media";"UMP";"LeGrandSoir3";"LamureE"
"1358847770";"105103721";"0.5017961";"Media";"UMP";"TV5MONDEINFO";"CDeroche_Senat"
"1358847770";"1316528215";"0.5135993";"UMP";"UMP";"LArribage";"CDeroche_Senat"
"1358847770";"114998731";"0.5040278";"Droite";"UMP";"senateurJGM";"CDeroche_Senat"
"1363485955";"107238011";"0.5464508";"PS";"PS";"capucineedou";"Fedeps46"
"1367398610";"123658261";"0.6097560";"Media";"UMP";"boxepopuli";"Meunier_Ph"
"1367398610";"10652262";"0.5350652";"Media";"UMP";"Bekouz";"Meunier_Ph"
"1367398610";"110969851";"0.5422276";"PRG";"UMP";"simoncachia59";"Meunier_Ph"
"137253079";"1283588581";"0.6077317";"Media";"Media";"Lopinion_fr,lopinion_fr";"LaTribune"
"139333004";"125727024";"0.5571030";"PS";"PRG";"CCastaner";"S_Revie"
"14301443";"116229959";"0.5300847";"UMP";"PS";"solere92";"romainblachier"
"14301443";"1001415254";"0.6310506";"PS";"PS";"JocelynBureau";"romainblachier"
"14389177";"113691851";"0.5388922";"PS";"PS";"HellaKR";"benoithamon"
"14389177";"1356884672";"0.5937577";"PS";"PS";"NormaMevPla";"benoithamon"
"14389177";"115643244";"0.6955659";"PS";"PS";"MathieuHanotin";"benoithamon"
"1439016650";"113047084";"0.6528183";"ExtremeDroite";"FN";"LdeDanne,ldedanne";"Bertrand_IRAGNE"
"144631870";"110969851";"0.5000655";"PRG";"Gauche";"simoncachia59";"gabrielamard"
"1451103373";"114512948";"0.6070600";"Media";"Media";"GG_RMC";"GermainTreill"
"1451103373";"114704955";"0.6627398";"Media";"Media";"lemonde_pol";"GermainTreill"
"1451103373";"132543309";"0.5816796";"Media";"Media";"GuillaumeDaudin";"GermainTreill"
"1451103373";"121704763";"0.6341806";"Media";"Media";"Panouille";"GermainTreill"
"1451103373";"115086169";"0.5574570";"Media";"Media";"WEBINDEP,lindependant";"GermainTreill"
"1467711444";"125727024";"0.5024910";"PS";"centre";"CCastaner";"CAP21LRC_T"
"1467711444";"1198226959";"0.5387223";"PS";"centre";"JulienRichard92";"CAP21LRC_T"
"149813090";"137253079";"0.6029520";"Media";"UMP";"LaTribune";"MAlliotMarie"
"15015309";"1198226959";"0.5413073";"PS";"Media";"JulienRichard92";"antoinekowalski"
"15015309";"1451103373";"0.5222912";"Media";"Media";"GermainTreill";"antoinekowalski"
"15015309";"133236438";"0.6986245";"Droite";"Media";"MaximeThiebaut";"antoinekowalski"
"15015309";"114704955";"0.5116858";"Media";"Media";"lemonde_pol";"antoinekowalski"
"151043323";"110969851";"0.5501320";"PRG";"Media";"simoncachia59";"msoudais"
"151043323";"1451103373";"0.5172745";"Media";"Media";"GermainTreill";"msoudais"
"151043323";"1123600008";"0.5567884";"PS";"Media";"Socialiste94";"msoudais"
"151043323";"121704763";"0.7689685";"Media";"Media";"Panouille";"msoudais"
"151043323";"144631870";"0.5113474";"Gauche";"Media";"gabrielamard";"msoudais"
"1525524354";"1356884672";"0.5487282";"PS";"PS";"NormaMevPla";"Isabel_thomasEU"
"152786338";"1358830140";"0.6102519";"UMP";"Gauche";"LamureE";"ProgressistesEM,leClubDSK,_Progressistes"
"1528568274";"1439016650";"0.5254211";"FN";"FN";"Bertrand_IRAGNE";"Nevers_Patriote"
"1543776073";"1103126714";"0.5906252";"centre";"centre";"UDIjeunes51";"UDI_ardeche"
"156908708";"128593679";"0.6400646";"Media";"Media";"GuillaumeDaret";"BSportouch"
"156908708";"115086169";"0.5615305";"Media";"Media";"WEBINDEP,lindependant";"BSportouch"
"156908708";"123658261";"0.5453441";"Media";"Media";"boxepopuli";"BSportouch"
"156908708";"128556304";"0.5831461";"Media";"Media";"RTL_presse";"BSportouch"
"156908708";"10652262";"0.5779778";"Media";"Media";"Bekouz";"BSportouch"
"157266300";"1123600008";"0.5052436";"PS";"Media";"Socialiste94";"JeremyChevreuil"
"157266300";"123117092";"0.5180876";"Droite";"Media";"CharlesAslangul";"JeremyChevreuil"
"157266300";"112284601";"0.7059143";"Media";"Media";"FredMichalak";"JeremyChevreuil"
"157266300";"1528568274";"0.5481985";"FN";"Media";"Nevers_Patriote";"JeremyChevreuil"
"157266300";"128556304";"0.6434634";"Media";"Media";"RTL_presse";"JeremyChevreuil"
"157266300";"1006325990";"0.5026719";"PS";"Media";"luccarvounas";"JeremyChevreuil"
"15732991";"120103775";"0.5377500";"Media";"Droite";"lemainelibre";"fabricerestier"
"15732991";"126988205";"0.5708415";"UMP";"Droite";"N_Guillerme";"fabricerestier"
"157627692";"1439016650";"0.6946849";"FN";"FN";"Bertrand_IRAGNE";"FN76"
"1585904815";"114704955";"0.6809943";"Media";"Media";"lemonde_pol";"DelphGirard"
"1585904815";"123658261";"0.5767236";"Media";"Media";"boxepopuli";"DelphGirard"
"1585904815";"1451103373";"0.5366688";"Media";"Media";"GermainTreill";"DelphGirard"
"1585904815";"121704763";"0.5614030";"Media";"Media";"Panouille";"DelphGirard"
"1585904815";"1358827794";"0.5253115";"UMP";"Media";"BasPhilippe";"DelphGirard"
"15892162";"128593679";"0.5158080";"Media";"Media";"GuillaumeDaret";"ParisMatch"
"15892162";"115086169";"0.5760435";"Media";"Media";"WEBINDEP,lindependant";"ParisMatch"
"15892162";"114704955";"0.5097816";"Media";"Media";"lemonde_pol";"ParisMatch"
"15892162";"133381448";"0.6713391";"Media";"Media";"LeGrandSoir3";"ParisMatch"
"1589589325";"133663801";"0.5402777";"Media";"ExtremeDroite";"BFMTV";"SergeAyoub"
"1589589325";"1358847770";"0.5849996";"UMP";"ExtremeDroite";"CDeroche_Senat";"SergeAyoub"
"1589589325";"133381448";"0.6544047";"Media";"ExtremeDroite";"LeGrandSoir3";"SergeAyoub"
"1589589325";"133236438";"0.5631365";"Droite";"ExtremeDroite";"MaximeThiebaut";"SergeAyoub"
"1589589325";"105103721";"0.5307803";"Media";"ExtremeDroite";"TV5MONDEINFO";"SergeAyoub"
"1589589325";"121704763";"0.5301926";"Media";"ExtremeDroite";"Panouille";"SergeAyoub"
"1589589325";"116229959";"0.5144256";"UMP";"ExtremeDroite";"solere92";"SergeAyoub"
"1589589325";"15892162";"0.5832816";"Media";"ExtremeDroite";"ParisMatch";"SergeAyoub"
"1589589325";"1198226959";"0.5029700";"PS";"ExtremeDroite";"JulienRichard92";"SergeAyoub"
"1589589325";"15015309";"0.6376793";"Media";"ExtremeDroite";"antoinekowalski";"SergeAyoub"
"1589589325";"114704955";"0.5995366";"Media";"ExtremeDroite";"lemonde_pol";"SergeAyoub"
"1589589325";"1451103373";"0.5446109";"Media";"ExtremeDroite";"GermainTreill";"SergeAyoub"
"1589589325";"114998731";"0.5694177";"Droite";"ExtremeDroite";"senateurJGM";"SergeAyoub"
"1589589325";"1358830140";"0.5721586";"UMP";"ExtremeDroite";"LamureE";"SergeAyoub"
"1589589325";"115086169";"0.5216862";"Media";"ExtremeDroite";"WEBINDEP,lindependant";"SergeAyoub"
"1589648886";"104517242";"0.5089045";"PS";"PS";"MJS_63";"TousAvecAnne,TousAvecHamon"
"1589648886";"1140898249";"0.5700780";"PS";"PS";"MartineMartinel";"TousAvecAnne,TousAvecHamon"
"1589648886";"1018489008";"0.6678536";"PS";"PS";"VanessaThomas75";"TousAvecAnne,TousAvecHamon"
"1589648886";"108401554";"0.5736308";"PS";"PS";"ps37_fr";"TousAvecAnne,TousAvecHamon"
"1589648886";"1229928415";"0.5880595";"PS";"PS";"psparis8";"TousAvecAnne,TousAvecHamon"
"1589648886";"117884007";"0.5477820";"PS";"PS";"FFE_PS";"TousAvecAnne,TousAvecHamon"
"1589648886";"14658057";"0.5175382";"PS";"PS";"jccambadelis";"TousAvecAnne,TousAvecHamon"
"1589648886";"130495269";"0.6657982";"PS";"PS";"VincentTISON";"TousAvecAnne,TousAvecHamon"
"1589648886";"113691851";"0.7575137";"PS";"PS";"HellaKR";"TousAvecAnne,TousAvecHamon"
"1589648886";"107238011";"0.5681036";"PS";"PS";"capucineedou";"TousAvecAnne,TousAvecHamon"
"1589648886";"14389177";"0.6211271";"PS";"PS";"benoithamon";"TousAvecAnne,TousAvecHamon"
"1589648886";"1356884672";"0.5028713";"PS";"PS";"NormaMevPla";"TousAvecAnne,TousAvecHamon"
"1589648886";"115643244";"0.6818463";"PS";"PS";"MathieuHanotin";"TousAvecAnne,TousAvecHamon"
"1589648886";"1336697245";"0.6434154";"PS";"PS";"barlis_c";"TousAvecAnne,TousAvecHamon"
"1589648886";"113861790";"0.6127091";"PS";"PS";"delpeyrat";"TousAvecAnne,TousAvecHamon"
"16040704";"127643327";"0.5236886";"PS";"centre";"luniseMarquis";"julienjanvier"
"166933685";"1525524354";"0.6824105";"PS";"PS";"Isabel_thomasEU";"DSFEurope"
"16697806";"151043323";"0.5148369";"Media";"PS";"msoudais";"DamienMariller"
"16697806";"1451103373";"0.5354372";"Media";"PS";"GermainTreill";"DamienMariller"
"16697806";"115643244";"0.5122428";"PS";"PS";"MathieuHanotin";"DamienMariller"
"16697806";"113691851";"0.5970287";"PS";"PS";"HellaKR";"DamienMariller"
"16697806";"121704763";"0.5955548";"Media";"PS";"Panouille";"DamienMariller"
"16697806";"117884007";"0.5561730";"PS";"PS";"FFE_PS";"DamienMariller"
"16697806";"117798111";"0.5625585";"PS";"PS";"JLGagnaire";"DamienMariller"
"16697806";"16040704";"0.6139952";"centre";"PS";"julienjanvier";"DamienMariller"
"168667495";"1367398610";"0.5781948";"UMP";"Media";"Meunier_Ph";"laurebretton"
"168667495";"105103721";"0.5563106";"Media";"Media";"TV5MONDEINFO";"laurebretton"
"168667495";"108359730";"0.5547319";"Media";"Media";"lilianalemagna";"laurebretton"
"168667495";"114704955";"0.5617978";"Media";"Media";"lemonde_pol";"laurebretton"
