"User2";"User1";"Correlation";"PartyUser1";"PartyUser2";"User1_UserName";"User2_UserName"
"113691851";"103020386";"0.6061493";"PS";"PS";"sgrandgambe";"HellaKR"
"115643244";"113691851";"0.6015125";"PS";"PS";"HellaKR";"MathieuHanotin"
"115643244";"103020386";"0.6151910";"PS";"PS";"sgrandgambe";"MathieuHanotin"
"1229928415";"118341297";"0.6608950";"PS";"PS";"Rita_Maalouf_";"psparis8"
"135497798";"1229928415";"0.6576025";"PS";"PS";"psparis8";"Baratti_Elbaz"
"14389177";"1336697245";"0.5135022";"PS";"PS";"barlis_c";"benoithamon"
"14389177";"103020386";"0.6990930";"PS";"PS";"sgrandgambe";"benoithamon"
"14389177";"115643244";"0.6966938";"PS";"PS";"MathieuHanotin";"benoithamon"
"14389177";"113691851";"0.5397295";"PS";"PS";"HellaKR";"benoithamon"
"14658057";"1229928415";"0.5330657";"PS";"PS";"psparis8";"jccambadelis"
"1589648886";"135497798";"0.5419648";"PS";"PS";"Baratti_Elbaz";"TousAvecAnne,TousAvecHamon"
"15996880";"1589648886";"0.5625256";"PS";"PS";"TousAvecAnne,TousAvecHamon";"cgirard"
"16697806";"1229928415";"0.5921535";"PS";"PS";"psparis8";"DamienMariller"
"16697806";"118341297";"0.5058017";"PS";"PS";"Rita_Maalouf_";"DamienMariller"
"16884402";"115086169";"0.5030637";"Media";"Media";"WEBINDEP,lindependant";"ladepechedumidi"
"16884402";"1140898249";"0.5174510";"PS";"Media";"MartineMartinel";"ladepechedumidi"
"17893958";"1589648886";"0.6668181";"PS";"Gauche";"TousAvecAnne,TousAvecHamon";"mmancel"
"17893958";"135497798";"0.6522470";"PS";"Gauche";"Baratti_Elbaz";"mmancel"
"18167178";"115086169";"0.5318822";"Media";"Media";"WEBINDEP,lindependant";"laprovence"
"18167178";"16884402";"0.5518947";"Media";"Media";"ladepechedumidi";"laprovence"
"182475150";"17893958";"0.5577068";"Gauche";"Gauche";"mmancel";"GCaronThibault"
"182475150";"135497798";"0.5151350";"PS";"Gauche";"Baratti_Elbaz";"GCaronThibault"
"182475150";"1589648886";"0.5439195";"PS";"Gauche";"TousAvecAnne,TousAvecHamon";"GCaronThibault"
"18396319";"133663801";"0.5552429";"Media";"Media";"BFMTV";"CNEWS,itele,cnews,CNews"
"189815209";"1528568274";"0.5237679";"FN";"FN";"Nevers_Patriote";"david_rachline"
"19448087";"18167178";"0.5511208";"Media";"Media";"laprovence";"dnatweets"
"197544821";"133663801";"0.5123774";"Media";"PCF";"BFMTV";"Dartigolles"
"19900973";"14658057";"0.8449507";"PS";"PS";"jccambadelis";"partisocialiste"
"199057447";"103020386";"0.5238171";"PS";"PS";"sgrandgambe";"SCharnoz"
"199057447";"1336697245";"0.5169302";"PS";"PS";"barlis_c";"SCharnoz"
"199057447";"115643244";"0.6775780";"PS";"PS";"MathieuHanotin";"SCharnoz"
"199057447";"14389177";"0.6348823";"PS";"PS";"benoithamon";"SCharnoz"
"199057447";"113691851";"0.5863148";"PS";"PS";"HellaKR";"SCharnoz"
"205401299";"15996880";"0.5115836";"PS";"PS";"cgirard";"CBrossel"
"21101201";"152786338";"0.5650842";"Gauche";"Media";"ProgressistesEM,leClubDSK,_Progressistes";"Contexte"
"21302947";"14658057";"0.8120071";"PS";"PS";"jccambadelis";"PierreKanuty"
"217749896";"1528568274";"0.5741013";"FN";"FN";"Nevers_Patriote";"MLP_officiel"
"217749896";"189815209";"0.5985080";"FN";"FN";"david_rachline";"MLP_officiel"
"223847367";"189815209";"0.8007622";"FN";"FN";"david_rachline";"Lilian7130"
"223847367";"1528568274";"0.6126904";"FN";"FN";"Nevers_Patriote";"Lilian7130"
"223847367";"217749896";"0.7548940";"FN";"FN";"MLP_officiel";"Lilian7130"
"230495042";"218887179";"0.5204110";"UMP";"PS";"repidf,RepIDF";"Juanico"
"230495042";"103020386";"0.5012843";"PS";"PS";"sgrandgambe";"Juanico"
"230495042";"115643244";"0.5419176";"PS";"PS";"MathieuHanotin";"Juanico"
"230495042";"199057447";"0.5016214";"PS";"PS";"SCharnoz";"Juanico"
"230495042";"14389177";"0.7020261";"PS";"PS";"benoithamon";"Juanico"
"230849793";"1026449407";"0.5615042";"centre";"PS";"prgparis18";"PervencheBeres"
"230849793";"1589648886";"0.5494340";"PS";"PS";"TousAvecAnne,TousAvecHamon";"PervencheBeres"
"230849793";"1140898249";"0.5057646";"PS";"PS";"MartineMartinel";"PervencheBeres"
"230849793";"15724880";"0.6287610";"PS";"PS";"patrickmennucci";"PervencheBeres"
"2394573401";"217749896";"0.6617056";"FN";"FN";"MLP_officiel";"gaetanmarzo"
"2394573401";"223847367";"0.5842169";"FN";"FN";"Lilian7130";"gaetanmarzo"
"241989465";"134439661";"0.5135835";"centre";"Gauche";"eddieait_of";"CorinneLT"
"2443718293";"223847367";"0.5313346";"FN";"FN";"Lilian7130";"nicolasbayfn"
"2443718293";"21302947";"0.5030432";"PS";"FN";"PierreKanuty";"nicolasbayfn"
"2443718293";"189815209";"0.5341429";"FN";"FN";"david_rachline";"nicolasbayfn"
"24503047";"230849793";"0.6523854";"PS";"PS";"PervencheBeres";"PKOMITES"
"24503047";"1589648886";"0.8594042";"PS";"PS";"TousAvecAnne,TousAvecHamon";"PKOMITES"
"24503047";"17893958";"0.6041015";"Gauche";"PS";"mmancel";"PKOMITES"
"24503047";"182475150";"0.5615277";"Gauche";"PS";"GCaronThibault";"PKOMITES"
"24744541";"114704955";"0.8437867";"Media";"Media";"lemonde_pol";"lemondefr"
"256912247";"24503047";"0.5851976";"PS";"PS";"PKOMITES";"rosesarkissian"
"256912247";"1589648886";"0.5406924";"PS";"PS";"TousAvecAnne,TousAvecHamon";"rosesarkissian"
"256912247";"230849793";"0.6092976";"PS";"PS";"PervencheBeres";"rosesarkissian"
"256912247";"15996880";"0.6259032";"PS";"PS";"cgirard";"rosesarkissian"
"256912247";"15724880";"0.5239676";"PS";"PS";"patrickmennucci";"rosesarkissian"
"256912247";"182475150";"0.5048151";"Gauche";"PS";"GCaronThibault";"rosesarkissian"
"2598036859";"246919889";"0.5730443";"FN";"FN";"JClBlanchard";"Sylvie_Goddyn"
"2598036859";"189815209";"0.6952697";"FN";"FN";"david_rachline";"Sylvie_Goddyn"
"2598036859";"217749896";"0.5246640";"FN";"FN";"MLP_officiel";"Sylvie_Goddyn"
"2598036859";"2394573401";"0.6608916";"FN";"FN";"gaetanmarzo";"Sylvie_Goddyn"
"2598036859";"223847367";"0.6887821";"FN";"FN";"Lilian7130";"Sylvie_Goddyn"
"26073581";"15996880";"0.5891691";"PS";"PS";"cgirard";"Anne_Hidalgo"
"26073581";"205401299";"0.6186613";"PS";"PS";"CBrossel";"Anne_Hidalgo"
"26073581";"256599335";"0.6590613";"Gauche";"PS";"PaulineVeron";"Anne_Hidalgo"
"26073581";"218887179";"0.5116139";"UMP";"PS";"repidf,RepIDF";"Anne_Hidalgo"
"269822892";"19900973";"0.6761099";"PS";"PS";"partisocialiste";"CorinneNara"
"269822892";"118341297";"0.5186933";"PS";"PS";"Rita_Maalouf_";"CorinneNara"
"269822892";"14658057";"0.6152983";"PS";"PS";"jccambadelis";"CorinneNara"
"276934698";"18167178";"0.5157120";"Media";"UMP";"laprovence";"valerieboyer13"
"276934698";"198828368";"0.5830073";"PS";"UMP";"ideashumanumest";"valerieboyer13"
"278063562";"111887233";"0.7568526";"PS";"PS";"MASSEFLO13013";"olivierdussopt"
"282687869";"111887233";"0.6503380";"PS";"PS";"MASSEFLO13013";"fchouat"
"282687869";"278063562";"0.6027086";"PS";"PS";"olivierdussopt";"fchouat"
"2841196901";"223847367";"0.5334278";"FN";"FN";"Lilian7130";"e_ferrand"
"285226634";"230849793";"0.6794807";"PS";"PS";"PervencheBeres";"SebastienDenaja"
"285226634";"17893958";"0.5745408";"Gauche";"PS";"mmancel";"SebastienDenaja"
"285226634";"15996880";"0.5838138";"PS";"PS";"cgirard";"SebastienDenaja"
"285226634";"256912247";"0.8238372";"PS";"PS";"rosesarkissian";"SebastienDenaja"
"285226634";"24503047";"0.6649339";"PS";"PS";"PKOMITES";"SebastienDenaja"
"285226634";"15724880";"0.6131427";"PS";"PS";"patrickmennucci";"SebastienDenaja"
"285226634";"182475150";"0.5712439";"Gauche";"PS";"GCaronThibault";"SebastienDenaja"
"285226634";"1589648886";"0.7178838";"PS";"PS";"TousAvecAnne,TousAvecHamon";"SebastienDenaja"
"28565356";"1026449407";"0.6238153";"centre";"PS";"prgparis18";"pierremoscovici"
"28565356";"230849793";"0.5407256";"PS";"PS";"PervencheBeres";"pierremoscovici"
"29460450";"118341297";"0.5882592";"PS";"PS";"Rita_Maalouf_";"mdesgayets"
"29460450";"135497798";"0.5162031";"PS";"PS";"Baratti_Elbaz";"mdesgayets"
"29460450";"1229928415";"0.5341375";"PS";"PS";"psparis8";"mdesgayets"
"299749328";"19900973";"0.6274873";"PS";"PS";"partisocialiste";"yannicktrigance"
"299749328";"21302947";"0.5530038";"PS";"PS";"PierreKanuty";"yannicktrigance"
"299749328";"1229928415";"0.5784372";"PS";"PS";"psparis8";"yannicktrigance"
"299749328";"14658057";"0.7086034";"PS";"PS";"jccambadelis";"yannicktrigance"
"299749328";"269822892";"0.5573164";"PS";"PS";"CorinneNara";"yannicktrigance"
"299749328";"29460450";"0.6008720";"PS";"PS";"mdesgayets";"yannicktrigance"
"3014693483";"2598036859";"0.6949451";"FN";"FN";"Sylvie_Goddyn";"FN69_officiel"
"310478953";"278063562";"0.7175689";"PS";"PS";"olivierdussopt";"DaSilvaCarlos91"
"310478953";"282687869";"0.5088471";"PS";"PS";"fchouat";"DaSilvaCarlos91"
"313836555";"278063562";"0.5644282";"PS";"PS";"olivierdussopt";"mjsloiret"
"313836555";"282687869";"0.7537638";"PS";"PS";"fchouat";"mjsloiret"
"313836555";"111887233";"0.6207268";"PS";"PS";"MASSEFLO13013";"mjsloiret"
"316276940";"14389177";"0.6660732";"PS";"Gauche";"benoithamon";"GauchePS"
"316276940";"113861790";"0.5519186";"PS";"Gauche";"delpeyrat";"GauchePS"
"316276940";"103020386";"0.5312619";"PS";"Gauche";"sgrandgambe";"GauchePS"
"316276940";"115643244";"0.5264385";"PS";"Gauche";"MathieuHanotin";"GauchePS"
"316956459";"246919889";"0.5286679";"FN";"FN";"JClBlanchard";"louis_aliot"
"316956459";"189815209";"0.5384398";"FN";"FN";"david_rachline";"louis_aliot"
"316956459";"2598036859";"0.5872919";"FN";"FN";"Sylvie_Goddyn";"louis_aliot"
"325180819";"14301443";"0.5726231";"PS";"ExtremeGauche";"romainblachier";"ArmandCreus"
"3298739747";"2394573401";"0.5234237";"FN";"FN";"gaetanmarzo";"jeanmarieverani"
"3298739747";"217749896";"0.8540063";"FN";"FN";"MLP_officiel";"jeanmarieverani"
"3298739747";"223847367";"0.7870940";"FN";"FN";"Lilian7130";"jeanmarieverani"
"3298739747";"1528568274";"0.5910501";"FN";"FN";"Nevers_Patriote";"jeanmarieverani"
"3298739747";"189815209";"0.6275074";"FN";"FN";"david_rachline";"jeanmarieverani"
"3298739747";"2841196901";"0.5870815";"FN";"FN";"e_ferrand";"jeanmarieverani"
"3298739747";"2598036859";"0.5464896";"FN";"FN";"Sylvie_Goddyn";"jeanmarieverani"
"342015978";"256912247";"0.6272029";"PS";"PS";"rosesarkissian";"Rihan_Cypel"
"342015978";"17893958";"0.5219005";"Gauche";"PS";"mmancel";"Rihan_Cypel"
"342288969";"104921164";"0.6178145";"PS";"ExtremeGauche";"VincentGuibert";"NavidHussain"
"343293893";"104921164";"0.6633695";"PS";"PS";"VincentGuibert";"Joseph_Dion"
"343293893";"103020386";"0.6636958";"PS";"PS";"sgrandgambe";"Joseph_Dion"
"343293893";"115643244";"0.5098674";"PS";"PS";"MathieuHanotin";"Joseph_Dion"
"343293893";"316276940";"0.5013120";"Gauche";"PS";"GauchePS";"Joseph_Dion"
"343293893";"1336697245";"0.5430037";"PS";"PS";"barlis_c";"Joseph_Dion"
"343293893";"14389177";"0.6546135";"PS";"PS";"benoithamon";"Joseph_Dion"
"345332120";"189815209";"0.8313227";"FN";"FN";"david_rachline";"Boccaletti83,Boccaletti2017"
"345332120";"1528568274";"0.5240210";"FN";"FN";"Nevers_Patriote";"Boccaletti83,Boccaletti2017"
